Note,Octave,MIDI Note,Harmonic Mean,Percussive Mean
A,0,9,0.0035617426458069115,0.06989432524163193
A,1,21,0.012530394889925354,0.08575927868595541
A,2,33,0.5390943010037366,0.5125094944020024
A,3,45,1.023523639498016,0.41409632221879944
A,4,57,0.26284575333849963,0.34466636239315607
A,5,69,0.23288790430684153,0.11270168521118476
A,6,81,0.14132045915906596,0.03966034699751663
A,7,93,0.07264467555330446,0.029002942354675897
A,8,105,0.025016287199742027,0.034160005814150386
A,9,117,0.014260948655106442,0.03174312857877081
A#,0,10,0.0035777701378747074,0.06936745545840843
A#,1,22,0.014624554723037534,0.09773951840169998
A#,2,34,0.9589594199805412,0.8564786167439697
A#,3,46,1.370233472429767,0.4891032932005514
A#,4,58,0.33665179277618823,0.34114844775656944
A#,5,70,0.4568807180864953,0.11595783822287838
A#,6,82,0.14155648190451117,0.037365866783879154
A#,7,94,0.08012899713855938,0.02523634251116537
A#,8,106,0.028177577471870212,0.034875569308390864
A#,9,118,0.012969202749994788,0.029000062817745614
B,0,11,0.003795494554989306,0.06533578610513202
B,1,23,0.01801660485145049,0.0994676563924463
B,2,35,1.0312240808402493,0.9148660009153988
B,3,47,1.1574025304782676,0.5062745437117799
B,4,59,0.3172957226336563,0.26053428011654034
B,5,71,0.37210660111958005,0.09541250073751281
B,6,83,0.07574456512275407,0.035980638018916544
B,7,95,0.04917284141568874,0.023902622819401753
B,8,107,0.024465360000839657,0.033817726604269814
B,9,119,0.01161883005834903,0.026465980331724624
C,0,0,0.002537455013207344,0.07284848641462431
C,1,12,0.004324939558013139,0.06472759778660069
C,2,24,0.02056798917073106,0.10248575034241783
C,3,36,0.6446727495835027,0.5938870214410044
C,4,48,0.7235432647039339,0.5214015527300998
C,5,60,0.34374179838504304,0.24608567798780287
C,6,72,0.26820458972623945,0.09319155814190441
C,7,84,0.0565437194354874,0.03305619307751954
C,8,96,0.04204342746866193,0.024397734826725085
C,9,108,0.020613176631374925,0.03332163425009177
C,10,120,0.010152136198180445,0.023205378629024276
C#,0,1,0.002629041579514438,0.06715957783877285
C#,1,13,0.005084002415282767,0.07149499513712095
C#,2,25,0.028092133206503316,0.11687715917258965
C#,3,37,0.5851734116036298,0.47073608485360596
C#,4,49,0.5587575669955526,0.5471506979354085
C#,5,61,0.35057217396963375,0.21099381685962385
C#,6,73,0.2640341990794854,0.08861588001655654
C#,7,85,0.06578453141890193,0.03204203019109655
C#,8,97,0.045227041652120124,0.025703328591073965
C#,9,109,0.019292417985444288,0.03266688628810113
C#,10,121,0.008727443236987582,0.02070142799979402
D,0,2,0.0025813224143489614,0.07761124586501922
D,1,14,0.005710886268588598,0.07972381552659971
D,2,26,0.04649682252858987,0.16023478551080825
D,3,38,0.946350880220763,0.46818495446886194
D,4,50,0.6464147567375393,0.5679297462107372
D,5,62,0.5413517801594233,0.21025835096687742
