,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,octave,note_value,note_value_nmd,note_name,angle
3385,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,2592,6.75,192,5.0,4.0,4,E,120
3384,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,2592,6.75,192,5.0,0.0,0,C,0
3383,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,2592,6.75,192,4.0,7.0,1,C#,210
9974,3.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,2640,6.875,192,6.0,0.0,0,C,0
10352,8.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,2640,6.875,192,6.0,0.0,0,C,0
3391,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,2688,7.0,192,5.0,4.0,4,E,120
3389,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,2688,7.0,192,4.0,7.0,1,C#,210
3390,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,2688,7.0,192,5.0,0.0,0,C,0
9976,3.0,,,,67.0,,,,,52,note_on,,88.0,67.0,88.0,2736,7.125,192,5.0,7.0,1,C#,210
10354,8.0,,,,67.0,,,,,52,note_on,,88.0,67.0,88.0,2736,7.125,192,5.0,7.0,1,C#,210
3395,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,2784,7.25,192,5.0,0.0,0,C,0
3396,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,2784,7.25,192,5.0,4.0,4,E,120
3397,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,2784,7.25,192,4.0,7.0,1,C#,210
10356,8.0,,,,72.0,,,,,52,note_on,,44.0,72.0,44.0,2832,7.375,192,6.0,0.0,0,C,0
9978,3.0,,,,72.0,,,,,52,note_on,,44.0,72.0,44.0,2832,7.375,192,6.0,0.0,0,C,0
3401,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,2880,7.5,192,4.0,7.0,1,C#,210
3403,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,2880,7.5,192,5.0,0.0,0,C,0
3402,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,2880,7.5,192,5.0,4.0,4,E,120
9980,3.0,,,,67.0,,,,,52,note_on,,44.0,67.0,44.0,2928,7.625,192,5.0,7.0,1,C#,210
10358,8.0,,,,67.0,,,,,52,note_on,,44.0,67.0,44.0,2928,7.625,192,5.0,7.0,1,C#,210
3407,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,2976,7.75,192,5.0,0.0,0,C,0
3409,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,2976,7.75,192,4.0,7.0,1,C#,210
3408,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,2976,7.75,192,5.0,4.0,4,E,120
9982,3.0,,,,72.0,,,,,52,note_on,,22.0,72.0,22.0,3024,7.875,192,6.0,0.0,0,C,0
10360,8.0,,,,72.0,,,,,52,note_on,,22.0,72.0,22.0,3024,7.875,192,6.0,0.0,0,C,0
3415,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3072,8.0,192,4.0,11.0,5,F,330
3413,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,3072,8.0,192,5.0,2.0,2,D,60
3414,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,3072,8.0,192,4.0,7.0,1,C#,210
9984,3.0,,,,67.0,,,,,52,note_on,,22.0,67.0,22.0,3120,8.125,192,5.0,7.0,1,C#,210
10362,8.0,,,,67.0,,,,,52,note_on,,22.0,67.0,22.0,3120,8.125,192,5.0,7.0,1,C#,210
3419,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,3168,8.25,192,5.0,2.0,2,D,60
3420,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,3168,8.25,192,4.0,7.0,1,C#,210
3421,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3168,8.25,192,4.0,11.0,5,F,330
3426,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,3264,8.5,192,5.0,2.0,2,D,60
10364,8.0,,,,71.0,,,,,100,note_on,,88.0,71.0,88.0,3264,8.5,192,5.0,11.0,5,F,330
3425,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,3264,8.5,192,4.0,7.0,1,C#,210
9986,3.0,,,,71.0,,,,,100,note_on,,88.0,71.0,88.0,3264,8.5,192,5.0,11.0,5,F,330
3427,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3264,8.5,192,4.0,11.0,5,F,330
10366,8.0,,,,67.0,,,,,4,note_on,,88.0,67.0,88.0,3312,8.625,192,5.0,7.0,1,C#,210
9988,3.0,,,,67.0,,,,,4,note_on,,88.0,67.0,88.0,3312,8.625,192,5.0,7.0,1,C#,210
3433,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,3360,8.75,192,5.0,2.0,2,D,60
3432,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,3360,8.75,192,4.0,7.0,1,C#,210
3431,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,3360,8.75,192,4.0,11.0,5,F,330
9990,3.0,,,,79.0,,,,,52,note_on,,88.0,79.0,88.0,3408,8.875,192,6.0,7.0,1,C#,210
10368,8.0,,,,79.0,,,,,52,note_on,,88.0,79.0,88.0,3408,8.875,192,6.0,7.0,1,C#,210
3439,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,3456,9.0,192,4.0,7.0,1,C#,210
3438,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3456,9.0,192,4.0,11.0,5,F,330
3437,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,3456,9.0,192,5.0,2.0,2,D,60
9992,3.0,,,,74.0,,,,,52,note_on,,88.0,74.0,88.0,3504,9.125,192,6.0,2.0,2,D,60
10370,8.0,,,,74.0,,,,,52,note_on,,88.0,74.0,88.0,3504,9.125,192,6.0,2.0,2,D,60
3443,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,3552,9.25,192,5.0,2.0,2,D,60
3444,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3552,9.25,192,4.0,11.0,5,F,330
8294,2.0,,,,70.0,,,,,3552,note_on,,127.0,70.0,127.0,3552,9.25,192,5.0,10.0,10,A#,300
3445,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,3552,9.25,192,4.0,7.0,1,C#,210
8296,2.0,,,,72.0,,,,,8,note_on,,127.0,72.0,127.0,3600,9.375,192,6.0,0.0,0,C,0
9994,3.0,,,,79.0,,,,,52,note_on,,44.0,79.0,44.0,3600,9.375,192,6.0,7.0,1,C#,210
10372,8.0,,,,79.0,,,,,52,note_on,,44.0,79.0,44.0,3600,9.375,192,6.0,7.0,1,C#,210
3451,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,3648,9.5,192,4.0,7.0,1,C#,210
3450,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,3648,9.5,192,5.0,2.0,2,D,60
3449,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,3648,9.5,192,4.0,11.0,5,F,330
8298,2.0,,,,70.0,,,,,8,note_on,,127.0,70.0,127.0,3648,9.5,192,5.0,10.0,10,A#,300
9996,3.0,,,,74.0,,,,,52,note_on,,44.0,74.0,44.0,3696,9.625,192,6.0,2.0,2,D,60
10374,8.0,,,,74.0,,,,,52,note_on,,44.0,74.0,44.0,3696,9.625,192,6.0,2.0,2,D,60
8300,2.0,,,,67.0,,,,,56,note_on,,127.0,67.0,127.0,3744,9.75,192,5.0,7.0,1,C#,210
3456,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3744,9.75,192,4.0,11.0,5,F,330
3457,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,3744,9.75,192,4.0,7.0,1,C#,210
3455,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,3744,9.75,192,5.0,2.0,2,D,60
10376,8.0,,,,79.0,,,,,52,note_on,,22.0,79.0,22.0,3792,9.875,192,6.0,7.0,1,C#,210
9998,3.0,,,,79.0,,,,,52,note_on,,22.0,79.0,22.0,3792,9.875,192,6.0,7.0,1,C#,210
41,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,3840,10.0,192,2.0,11.0,5,F,330
3463,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3840,10.0,192,4.0,11.0,5,F,330
3461,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,3840,10.0,192,4.0,7.0,1,C#,210
40,9.0,,,,42.0,,,,,3124,note_on,,88.0,42.0,88.0,3840,10.0,192,3.0,6.0,6,F#,180
3462,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,3840,10.0,192,5.0,2.0,2,D,60
10000,3.0,,,,74.0,,,,,52,note_on,,22.0,74.0,22.0,3888,10.125,192,6.0,2.0,2,D,60
10378,8.0,,,,74.0,,,,,52,note_on,,22.0,74.0,22.0,3888,10.125,192,6.0,2.0,2,D,60
3469,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,3936,10.25,192,4.0,11.0,5,F,330
3468,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,3936,10.25,192,5.0,2.0,2,D,60
3467,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,3936,10.25,192,4.0,7.0,1,C#,210
44,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,3936,10.25,192,3.0,6.0,6,F#,180
3473,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,4032,10.5,192,4.0,11.0,5,F,330
48,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,4032,10.5,192,3.0,4.0,4,E,120
47,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,4032,10.5,192,4.0,3.0,9,A,90
46,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4032,10.5,192,3.0,6.0,6,F#,180
10002,3.0,,,,71.0,,,,,100,note_on,,88.0,71.0,88.0,4032,10.5,192,5.0,11.0,5,F,330
10380,8.0,,,,71.0,,,,,100,note_on,,88.0,71.0,88.0,4032,10.5,192,5.0,11.0,5,F,330
3474,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,4032,10.5,192,4.0,7.0,1,C#,210
3475,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,4032,10.5,192,5.0,2.0,2,D,60
10382,8.0,,,,67.0,,,,,4,note_on,,88.0,67.0,88.0,4080,10.625,192,5.0,7.0,1,C#,210
10004,3.0,,,,67.0,,,,,4,note_on,,88.0,67.0,88.0,4080,10.625,192,5.0,7.0,1,C#,210
3481,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,4128,10.75,192,4.0,7.0,1,C#,210
3480,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,4128,10.75,192,5.0,2.0,2,D,60
3479,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,4128,10.75,192,4.0,11.0,5,F,330
52,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4128,10.75,192,3.0,6.0,6,F#,180
10384,8.0,,,,79.0,,,,,52,note_on,,88.0,79.0,88.0,4176,10.875,192,6.0,7.0,1,C#,210
10006,3.0,,,,79.0,,,,,52,note_on,,88.0,79.0,88.0,4176,10.875,192,6.0,7.0,1,C#,210
3487,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,4224,11.0,192,4.0,7.0,1,C#,210
55,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,4224,11.0,192,2.0,11.0,5,F,330
54,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4224,11.0,192,3.0,6.0,6,F#,180
3485,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,4224,11.0,192,4.0,11.0,5,F,330
3486,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,4224,11.0,192,5.0,2.0,2,D,60
10008,3.0,,,,74.0,,,,,52,note_on,,88.0,74.0,88.0,4272,11.125,192,6.0,2.0,2,D,60
10386,8.0,,,,74.0,,,,,52,note_on,,88.0,74.0,88.0,4272,11.125,192,6.0,2.0,2,D,60
58,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,4320,11.25,192,2.0,11.0,5,F,330
59,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,4320,11.25,192,3.0,6.0,6,F#,180
3493,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,4320,11.25,192,4.0,11.0,5,F,330
3492,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,4320,11.25,192,4.0,7.0,1,C#,210
3491,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,4320,11.25,192,5.0,2.0,2,D,60
10010,3.0,,,,79.0,,,,,52,note_on,,44.0,79.0,44.0,4368,11.375,192,6.0,7.0,1,C#,210
10388,8.0,,,,79.0,,,,,52,note_on,,44.0,79.0,44.0,4368,11.375,192,6.0,7.0,1,C#,210
62,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4416,11.5,192,3.0,6.0,6,F#,180
3499,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,4416,11.5,192,4.0,7.0,1,C#,210
3497,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,4416,11.5,192,4.0,11.0,5,F,330
64,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,4416,11.5,192,3.0,4.0,4,E,120
63,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,4416,11.5,192,4.0,3.0,9,A,90
3498,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,4416,11.5,192,5.0,2.0,2,D,60
10390,8.0,,,,74.0,,,,,52,note_on,,44.0,74.0,44.0,4464,11.625,192,6.0,2.0,2,D,60
10012,3.0,,,,74.0,,,,,52,note_on,,44.0,74.0,44.0,4464,11.625,192,6.0,2.0,2,D,60
3505,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,4512,11.75,192,5.0,2.0,2,D,60
3504,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,4512,11.75,192,4.0,7.0,1,C#,210
3503,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,4512,11.75,192,4.0,11.0,5,F,330
69,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,4512,11.75,192,3.0,6.0,6,F#,180
68,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,4512,11.75,192,4.0,3.0,9,A,90
10392,8.0,,,,79.0,,,,,52,note_on,,22.0,79.0,22.0,4560,11.875,192,6.0,7.0,1,C#,210
72,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,4560,11.875,192,2.0,11.0,5,F,330
10014,3.0,,,,79.0,,,,,52,note_on,,22.0,79.0,22.0,4560,11.875,192,6.0,7.0,1,C#,210
74,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,4608,12.0,192,2.0,11.0,5,F,330
75,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,4608,12.0,192,3.0,6.0,6,F#,180
3509,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,4608,12.0,192,5.0,0.0,0,C,0
3510,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,4608,12.0,192,4.0,5.0,11,B,150
3511,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,4608,12.0,192,4.0,9.0,3,D#,270
10394,8.0,,,,74.0,,,,,52,note_on,,22.0,74.0,22.0,4656,12.125,192,6.0,2.0,2,D,60
10016,3.0,,,,74.0,,,,,52,note_on,,22.0,74.0,22.0,4656,12.125,192,6.0,2.0,2,D,60
78,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4704,12.25,192,3.0,6.0,6,F#,180
3515,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,4704,12.25,192,4.0,5.0,11,B,150
3516,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,4704,12.25,192,5.0,0.0,0,C,0
3517,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,4704,12.25,192,4.0,9.0,3,D#,270
3522,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,4800,12.5,192,4.0,9.0,3,D#,270
82,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,4800,12.5,192,3.0,4.0,4,E,120
10018,3.0,,,,69.0,,,,,100,note_on,,88.0,69.0,88.0,4800,12.5,192,5.0,9.0,3,D#,270
81,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,4800,12.5,192,4.0,3.0,9,A,90
80,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4800,12.5,192,3.0,6.0,6,F#,180
10396,8.0,,,,69.0,,,,,100,note_on,,88.0,69.0,88.0,4800,12.5,192,5.0,9.0,3,D#,270
3521,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,4800,12.5,192,5.0,0.0,0,C,0
3523,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,4800,12.5,192,4.0,5.0,11,B,150
10020,3.0,,,,65.0,,,,,4,note_on,,88.0,65.0,88.0,4848,12.625,192,5.0,5.0,11,B,150
10398,8.0,,,,65.0,,,,,4,note_on,,88.0,65.0,88.0,4848,12.625,192,5.0,5.0,11,B,150
3527,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,4896,12.75,192,5.0,0.0,0,C,0
3528,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,4896,12.75,192,4.0,5.0,11,B,150
86,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4896,12.75,192,3.0,6.0,6,F#,180
3529,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,4896,12.75,192,4.0,9.0,3,D#,270
10400,8.0,,,,77.0,,,,,52,note_on,,88.0,77.0,88.0,4944,12.875,192,6.0,5.0,11,B,150
10022,3.0,,,,77.0,,,,,52,note_on,,88.0,77.0,88.0,4944,12.875,192,6.0,5.0,11,B,150
3533,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,4992,13.0,192,5.0,0.0,0,C,0
88,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,4992,13.0,192,3.0,6.0,6,F#,180
89,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,4992,13.0,192,2.0,11.0,5,F,330
3535,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,4992,13.0,192,4.0,5.0,11,B,150
3534,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,4992,13.0,192,4.0,9.0,3,D#,270
10402,8.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,5040,13.125,192,6.0,0.0,0,C,0
10024,3.0,,,,72.0,,,,,52,note_on,,88.0,72.0,88.0,5040,13.125,192,6.0,0.0,0,C,0
93,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,5088,13.25,192,3.0,6.0,6,F#,180
3540,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,5088,13.25,192,5.0,0.0,0,C,0
