,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
1008,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,2640,2.75,480,1.0_0.0,Overdriven Guitar,5.0,4.0,4,E,120
1010,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,2640,2.75,480,1.0_0.0,Overdriven Guitar,4.0,4.0,4,E,120
1009,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,2640,2.75,480,1.0_0.0,Overdriven Guitar,4.0,11.0,5,F,330
2170,2.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,2713,2.826041666666667,480,2.0_0.0,Distortion Guitar,3.0,9.0,3,D#,270
2224,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,2880,3.0,480,4.0_0.0,Electric Bass (pick),2.0,11.0,5,F,330
1265,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,2880,3.0,480,1.0_0.0,Overdriven Guitar,5.0,4.0,4,E,120
1266,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,2880,3.0,480,1.0_0.0,Overdriven Guitar,4.0,11.0,5,F,330
1267,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,2880,3.0,480,1.0_0.0,Overdriven Guitar,4.0,4.0,4,E,120
2172,2.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,2953,3.076041666666667,480,2.0_0.0,Distortion Guitar,3.0,9.0,3,D#,270
1322,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,3120,3.25,480,1.0_0.0,Overdriven Guitar,5.0,4.0,4,E,120
1323,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,3120,3.25,480,1.0_0.0,Overdriven Guitar,4.0,11.0,5,F,330
1324,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,3120,3.25,480,1.0_0.0,Overdriven Guitar,4.0,4.0,4,E,120
2174,2.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,3193,3.326041666666667,480,2.0_0.0,Distortion Guitar,3.0,9.0,3,D#,270
1393,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,3360,3.5,480,1.0_0.0,Overdriven Guitar,4.0,4.0,4,E,120
1392,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,3360,3.5,480,1.0_0.0,Overdriven Guitar,4.0,11.0,5,F,330
1391,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,3360,3.5,480,1.0_0.0,Overdriven Guitar,5.0,4.0,4,E,120
2176,2.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,3433,3.576041666666667,480,2.0_0.0,Distortion Guitar,3.0,9.0,3,D#,270
1449,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,3600,3.75,480,1.0_0.0,Overdriven Guitar,4.0,11.0,5,F,330
1450,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,3600,3.75,480,1.0_0.0,Overdriven Guitar,4.0,4.0,4,E,120
1448,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,3600,3.75,480,1.0_0.0,Overdriven Guitar,5.0,4.0,4,E,120
2178,2.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,3673,3.826041666666667,480,2.0_0.0,Distortion Guitar,3.0,9.0,3,D#,270
2226,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,3840,4.0,480,4.0_1.0,Electric Bass (pick),3.0,4.0,4,E,120
2180,2.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,3913,4.076041666666667,480,2.0_1.0,Distortion Guitar,3.0,9.0,3,D#,270
2182,2.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,4153,4.326041666666667,480,2.0_1.0,Distortion Guitar,3.0,9.0,3,D#,270
2184,2.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,4393,4.576041666666667,480,2.0_1.0,Distortion Guitar,3.0,4.0,4,E,120
2228,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,4560,4.75,480,4.0_1.0,Electric Bass (pick),3.0,4.0,4,E,120
2230,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,4800,5.0,480,4.0_1.0,Electric Bass (pick),3.0,7.0,1,C#,210
2232,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,5160,5.375,480,4.0_1.0,Electric Bass (pick),3.0,4.0,4,E,120
2234,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,5520,5.75,480,4.0_1.0,Electric Bass (pick),3.0,2.0,2,D,60
2236,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,5760,6.0,480,4.0_1.0,Electric Bass (pick),3.0,0.0,0,C,0
2238,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,6720,7.0,480,4.0_1.0,Electric Bass (pick),2.0,11.0,5,F,330
2240,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,7680,8.0,480,4.0_2.0,Electric Bass (pick),3.0,4.0,4,E,120
3133,9.0,,,,,,44.0,,,,,7680,note_on,,95.0,44.0,95.0,7680,8.0,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3134,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,7680,8.0,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3135,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,7680,8.0,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3140,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,8160,8.5,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3139,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,8160,8.5,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3141,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,8160,8.5,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2186,2.0,,,,,,40.0,,,,,0,note_on,,63.0,40.0,63.0,8233,8.576041666666667,480,2.0_2.0,Distortion Guitar,3.0,4.0,4,E,120
2242,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,8400,8.75,480,4.0_2.0,Electric Bass (pick),3.0,4.0,4,E,120
3147,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,8640,9.0,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3146,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,8640,9.0,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3145,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,8640,9.0,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2244,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,8640,9.0,480,4.0_2.0,Electric Bass (pick),3.0,7.0,1,C#,210
2246,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,9000,9.375,480,4.0_2.0,Electric Bass (pick),3.0,4.0,4,E,120
3151,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,9120,9.5,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3152,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,9120,9.5,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3153,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,9120,9.5,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2248,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,9360,9.75,480,4.0_2.0,Electric Bass (pick),3.0,2.0,2,D,60
2250,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,9600,10.0,480,4.0_2.0,Electric Bass (pick),3.0,0.0,0,C,0
3157,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,9600,10.0,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3158,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,9600,10.0,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3159,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,9600,10.0,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3163,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,10080,10.5,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3164,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,10080,10.5,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3165,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,10080,10.5,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2252,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,10560,11.0,480,4.0_2.0,Electric Bass (pick),2.0,11.0,5,F,330
3169,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,10560,11.0,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3170,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,10560,11.0,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3171,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,10560,11.0,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3175,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,11040,11.5,480,9.0_2.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3176,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,11040,11.5,480,9.0_2.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3177,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,11040,11.5,480,9.0_2.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2254,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,11520,12.0,480,4.0_3.0,Electric Bass (pick),3.0,4.0,4,E,120
3181,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,11520,12.0,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3182,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,11520,12.0,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3183,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,11520,12.0,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3189,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,12000,12.5,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3188,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,12000,12.5,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3187,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,12000,12.5,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2256,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,12240,12.75,480,4.0_3.0,Electric Bass (pick),3.0,4.0,4,E,120
3193,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,12480,13.0,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3194,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,12480,13.0,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3195,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,12480,13.0,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2258,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,12480,13.0,480,4.0_3.0,Electric Bass (pick),3.0,7.0,1,C#,210
2260,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,12840,13.375,480,4.0_3.0,Electric Bass (pick),3.0,4.0,4,E,120
3199,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,12960,13.5,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3200,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,12960,13.5,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3201,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,12960,13.5,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2262,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,13200,13.75,480,4.0_3.0,Electric Bass (pick),3.0,2.0,2,D,60
3207,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,13440,14.0,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2264,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,13440,14.0,480,4.0_3.0,Electric Bass (pick),3.0,0.0,0,C,0
3205,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,13440,14.0,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3206,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,13440,14.0,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3212,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,13920,14.5,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3213,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,13920,14.5,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3211,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,13920,14.5,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3219,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,14400,15.0,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2266,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,14400,15.0,480,4.0_3.0,Electric Bass (pick),2.0,11.0,5,F,330
3218,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,14400,15.0,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3217,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,14400,15.0,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3225,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,14880,15.5,480,9.0_3.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3224,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,14880,15.5,480,9.0_3.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3223,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,14880,15.5,480,9.0_3.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3229,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,15360,16.0,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3230,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,15360,16.0,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3231,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,15360,16.0,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2268,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,15360,16.0,480,4.0_4.0,Electric Bass (pick),3.0,4.0,4,E,120
3237,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,15840,16.5,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3236,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,15840,16.5,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3235,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,15840,16.5,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2270,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,16080,16.75,480,4.0_4.0,Electric Bass (pick),3.0,4.0,4,E,120
2272,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,16320,17.0,480,4.0_4.0,Electric Bass (pick),3.0,7.0,1,C#,210
3241,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,16320,17.0,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3242,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,16320,17.0,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3243,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,16320,17.0,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2274,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,16680,17.375,480,4.0_4.0,Electric Bass (pick),3.0,4.0,4,E,120
3248,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,16800,17.5,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3247,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,16800,17.5,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3249,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,16800,17.5,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2276,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,17040,17.75,480,4.0_4.0,Electric Bass (pick),3.0,2.0,2,D,60
3253,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,17280,18.0,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3254,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,17280,18.0,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3255,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,17280,18.0,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2278,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,17280,18.0,480,4.0_4.0,Electric Bass (pick),3.0,0.0,0,C,0
3259,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,17760,18.5,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3260,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,17760,18.5,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3261,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,17760,18.5,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2280,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,18240,19.0,480,4.0_4.0,Electric Bass (pick),2.0,11.0,5,F,330
3265,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,18240,19.0,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3266,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,18240,19.0,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3267,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,18240,19.0,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3271,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,18720,19.5,480,9.0_4.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3272,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,18720,19.5,480,9.0_4.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3273,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,18720,19.5,480,9.0_4.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3277,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,19200,20.0,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3278,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,19200,20.0,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3279,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,19200,20.0,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2282,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,19200,20.0,480,4.0_5.0,Electric Bass (pick),3.0,4.0,4,E,120
3283,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,19680,20.5,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3284,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,19680,20.5,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3285,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,19680,20.5,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2284,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,19920,20.75,480,4.0_5.0,Electric Bass (pick),3.0,4.0,4,E,120
2286,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,20160,21.0,480,4.0_5.0,Electric Bass (pick),3.0,7.0,1,C#,210
3291,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,20160,21.0,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3290,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,20160,21.0,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3289,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,20160,21.0,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2288,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,20520,21.375,480,4.0_5.0,Electric Bass (pick),3.0,4.0,4,E,120
3296,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,20640,21.5,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3297,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,20640,21.5,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3295,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,20640,21.5,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2290,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,20880,21.75,480,4.0_5.0,Electric Bass (pick),3.0,2.0,2,D,60
3301,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,21120,22.0,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3302,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,21120,22.0,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3303,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,21120,22.0,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2292,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,21120,22.0,480,4.0_5.0,Electric Bass (pick),3.0,0.0,0,C,0
3307,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,21600,22.5,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3308,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,21600,22.5,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3309,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,21600,22.5,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3313,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,22080,23.0,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2294,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,22080,23.0,480,4.0_5.0,Electric Bass (pick),2.0,11.0,5,F,330
3314,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,22080,23.0,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3315,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,22080,23.0,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3319,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,22560,23.5,480,9.0_5.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3321,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,22560,23.5,480,9.0_5.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3320,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,22560,23.5,480,9.0_5.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2296,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,23040,24.0,480,4.0_6.0,Electric Bass (pick),3.0,4.0,4,E,120
3327,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,23040,24.0,480,9.0_6.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3326,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,23040,24.0,480,9.0_6.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3325,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,23040,24.0,480,9.0_6.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
3333,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,23520,24.5,480,9.0_6.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3332,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,23520,24.5,480,9.0_6.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3331,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,23520,24.5,480,9.0_6.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2298,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,23760,24.75,480,4.0_6.0,Electric Bass (pick),3.0,4.0,4,E,120
3339,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,24000,25.0,480,9.0_6.0,Acoustic Grand Piano,3.0,0.0,0,C,0
3338,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,24000,25.0,480,9.0_6.0,Acoustic Grand Piano,3.0,5.0,11,B,150
3337,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,24000,25.0,480,9.0_6.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2300,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,24000,25.0,480,4.0_6.0,Electric Bass (pick),3.0,7.0,1,C#,210
2302,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,24360,25.375,480,4.0_6.0,Electric Bass (pick),3.0,4.0,4,E,120
