,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
84,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,0,0.0,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3154,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,0,0.0,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
89,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,180,0.09375,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
92,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,180,0.09375,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3162,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,180,0.09375,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3159,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,180,0.09375,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
86,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,240,0.125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3156,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,240,0.125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
88,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,720,0.375,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3158,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,720,0.375,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3166,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3163,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
96,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
93,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
119,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,840,0.4375,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
122,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,840,0.4375,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3189,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,840,0.4375,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3192,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,840,0.4375,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
98,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,1020,0.53125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3168,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,1020,0.53125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
149,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,1500,0.78125,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
100,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,1500,0.78125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
152,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,1500,0.78125,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3170,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,1500,0.78125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3222,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,1500,0.78125,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3219,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,1500,0.78125,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
102,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,1740,0.90625,960,0.0_0.0,Distortion Guitar,4.0,11.0,5,F,330
3173,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,1740,0.90625,960,2.0_0.0,Distortion Guitar,4.0,4.0,4,E,120
103,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,1740,0.90625,960,0.0_0.0,Distortion Guitar,4.0,4.0,4,E,120
3172,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,1740,0.90625,960,2.0_0.0,Distortion Guitar,4.0,11.0,5,F,330
179,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2160,1.125,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3252,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2160,1.125,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
182,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2160,1.125,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3249,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2160,1.125,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3176,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2220,1.15625,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
106,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2220,1.15625,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3178,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2460,1.28125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
108,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2460,1.28125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3180,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,2700,1.40625,960,2.0_0.0,Distortion Guitar,4.0,9.0,3,D#,270
111,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,2700,1.40625,960,0.0_0.0,Distortion Guitar,4.0,2.0,2,D,60
110,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,2700,1.40625,960,0.0_0.0,Distortion Guitar,4.0,9.0,3,D#,270
3181,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,2700,1.40625,960,2.0_0.0,Distortion Guitar,4.0,2.0,2,D,60
3279,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2820,1.46875,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3282,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2820,1.46875,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
209,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2820,1.46875,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
212,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2820,1.46875,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
114,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3180,1.65625,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3184,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3180,1.65625,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
116,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3420,1.78125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3186,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3420,1.78125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3312,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,3480,1.8125,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
242,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,3480,1.8125,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
239,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,3480,1.8125,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3309,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,3480,1.8125,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3188,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,3900,2.03125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
118,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,3900,2.03125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
126,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
123,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3193,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3196,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3342,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,4140,2.15625,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
269,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,4140,2.15625,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
272,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,4140,2.15625,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3339,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,4140,2.15625,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
128,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,4200,2.1875,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3198,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,4200,2.1875,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3200,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,4680,2.4375,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
130,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,4680,2.4375,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3372,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,4800,2.5,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
302,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,4800,2.5,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
299,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,4800,2.5,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3369,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,4800,2.5,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3202,2.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,4920,2.5625,960,2.0_0.0,Distortion Guitar,5.0,1.0,7,G,30
3203,2.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,4920,2.5625,960,2.0_0.0,Distortion Guitar,4.0,6.0,6,F#,180
133,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,4920,2.5625,960,0.0_0.0,Distortion Guitar,4.0,6.0,6,F#,180
132,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,4920,2.5625,960,0.0_0.0,Distortion Guitar,5.0,1.0,7,G,30
136,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5400,2.8125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3206,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5400,2.8125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3399,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,5460,2.84375,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
332,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,5460,2.84375,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
329,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,5460,2.84375,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3402,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,5460,2.84375,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3208,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5640,2.9375,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
138,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5640,2.9375,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3211,2.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,5880,3.0625,960,2.0_0.0,Distortion Guitar,4.0,5.0,11,B,150
140,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,5880,3.0625,960,0.0_0.0,Distortion Guitar,5.0,0.0,0,C,0
141,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,5880,3.0625,960,0.0_0.0,Distortion Guitar,4.0,5.0,11,B,150
3210,2.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,5880,3.0625,960,2.0_0.0,Distortion Guitar,5.0,0.0,0,C,0
359,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,6120,3.1875,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
362,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,6120,3.1875,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3429,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,6120,3.1875,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3432,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,6120,3.1875,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
144,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6360,3.3125,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3214,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6360,3.3125,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
146,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6600,3.4375,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3216,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6600,3.4375,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3459,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,6780,3.53125,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
389,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,6780,3.53125,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
392,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,6780,3.53125,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3462,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,6780,3.53125,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3218,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7080,3.6875,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
148,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7080,3.6875,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
156,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3223,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3226,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
153,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
158,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7380,3.84375,960,0.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3228,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7380,3.84375,960,2.0_0.0,Distortion Guitar,3.0,3.0,9,A,90
3489,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,7440,3.875,960,3.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
422,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,7440,3.875,960,1.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
419,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,7440,3.875,960,1.0_0.0,Distortion Guitar,4.0,1.0,7,G,30
3492,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,7440,3.875,960,3.0_0.0,Distortion Guitar,4.0,3.0,9,A,90
3230,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7860,4.09375,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
160,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7860,4.09375,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
162,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,8100,4.21875,960,0.0_1.0,Distortion Guitar,4.0,11.0,5,F,330
163,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,8100,4.21875,960,0.0_1.0,Distortion Guitar,4.0,4.0,4,E,120
3522,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,8100,4.21875,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
452,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,8100,4.21875,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3233,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,8100,4.21875,960,2.0_1.0,Distortion Guitar,4.0,4.0,4,E,120
3232,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,8100,4.21875,960,2.0_1.0,Distortion Guitar,4.0,11.0,5,F,330
449,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,8100,4.21875,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3519,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,8100,4.21875,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3236,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8580,4.46875,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
166,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8580,4.46875,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3549,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,8760,4.5625,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3552,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,8760,4.5625,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
479,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,8760,4.5625,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
482,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,8760,4.5625,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
168,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8820,4.59375,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3238,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8820,4.59375,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
171,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,9060,4.71875,960,0.0_1.0,Distortion Guitar,4.0,2.0,2,D,60
170,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,9060,4.71875,960,0.0_1.0,Distortion Guitar,4.0,9.0,3,D#,270
3241,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,9060,4.71875,960,2.0_1.0,Distortion Guitar,4.0,2.0,2,D,60
3240,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,9060,4.71875,960,2.0_1.0,Distortion Guitar,4.0,9.0,3,D#,270
512,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,9420,4.90625,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3579,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,9420,4.90625,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3582,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,9420,4.90625,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
509,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,9420,4.90625,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3244,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9540,4.96875,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
174,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9540,4.96875,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3246,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9780,5.09375,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
176,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9780,5.09375,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
542,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,10080,5.25,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3612,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,10080,5.25,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
539,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,10080,5.25,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3609,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,10080,5.25,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
178,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,10260,5.34375,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3248,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,10260,5.34375,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
186,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
183,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3256,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3253,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3258,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10560,5.5,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
188,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10560,5.5,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3642,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,10740,5.59375,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3639,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,10740,5.59375,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
572,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,10740,5.59375,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
569,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,10740,5.59375,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3260,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,11040,5.75,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
190,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,11040,5.75,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3263,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,11280,5.875,960,2.0_1.0,Distortion Guitar,3.0,6.0,6,F#,180
3262,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,11280,5.875,960,2.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
193,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,11280,5.875,960,0.0_1.0,Distortion Guitar,3.0,6.0,6,F#,180
192,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,11280,5.875,960,0.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
196,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,11760,6.125,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3266,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,11760,6.125,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
602,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,11880,6.1875,960,1.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3672,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,11880,6.1875,960,3.0_1.0,Distortion Guitar,4.0,3.0,9,A,90
3669,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,11880,6.1875,960,3.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
599,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,11880,6.1875,960,1.0_1.0,Distortion Guitar,4.0,1.0,7,G,30
3268,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12000,6.25,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
198,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12000,6.25,960,0.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
3271,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,12240,6.375,960,2.0_1.0,Distortion Guitar,3.0,5.0,11,B,150
200,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,12240,6.375,960,0.0_1.0,Distortion Guitar,4.0,0.0,0,C,0
201,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,12240,6.375,960,0.0_1.0,Distortion Guitar,3.0,5.0,11,B,150
3270,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,12240,6.375,960,2.0_1.0,Distortion Guitar,4.0,0.0,0,C,0
3274,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12720,6.625,960,2.0_1.0,Distortion Guitar,3.0,3.0,9,A,90
