,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
7665,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,251637,131.0609375,960,2.0_32.0,Distortion Guitar,3.0,3.0,9,A,90
2242,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,251760,131.125,960,0.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
7667,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,251877,131.1859375,960,2.0_32.0,Distortion Guitar,3.0,3.0,9,A,90
2244,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,252000,131.25,960,0.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
7669,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,252117,131.3109375,960,2.0_32.0,Distortion Guitar,4.0,1.0,7,G,30
7670,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,252117,131.3109375,960,2.0_32.0,Distortion Guitar,3.0,6.0,6,F#,180
2246,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,252240,131.375,960,0.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
2248,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,252480,131.5,960,0.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
7673,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,252597,131.5609375,960,2.0_32.0,Distortion Guitar,4.0,0.0,0,C,0
7674,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,252597,131.5609375,960,2.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
2250,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,252720,131.625,960,0.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
2252,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,252960,131.75,960,0.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
2254,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,253200,131.875,960,0.0_32.0,Distortion Guitar,3.0,5.0,11,B,150
2256,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,253440,132.0,960,0.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
2258,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,253680,132.125,960,0.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
2260,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,253920,132.25,960,0.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
2262,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,254160,132.375,960,0.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
2264,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,254400,132.5,960,0.0_33.0,Distortion Guitar,4.0,0.0,0,C,0
2265,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,254400,132.5,960,0.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2268,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,254640,132.625,960,0.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
2270,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,254880,132.75,960,0.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
2272,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,255120,132.875,960,0.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
2275,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,255360,133.0,960,0.0_33.0,Distortion Guitar,3.0,6.0,6,F#,180
2274,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,255360,133.0,960,0.0_33.0,Distortion Guitar,4.0,1.0,7,G,30
7678,2.0,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,255477,133.0609375,960,2.0_33.0,Distortion Guitar,3.0,9.0,3,D#,270
7677,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,255477,133.0609375,960,2.0_33.0,Distortion Guitar,4.0,4.0,4,E,120
2278,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,256320,133.5,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7681,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,256437,133.5609375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2280,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,256560,133.625,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7683,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,256677,133.6859375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2282,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,256800,133.75,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7685,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,256917,133.8109375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2284,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,257040,133.875,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7687,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,257157,133.9359375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2286,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,257280,134.0,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7689,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,257397,134.0609375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2288,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,257520,134.125,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7691,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,257637,134.1859375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2290,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,257760,134.25,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7693,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,257877,134.3109375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2292,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,258000,134.375,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7695,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,258117,134.4359375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2294,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,258240,134.5,960,0.0_33.0,Distortion Guitar,3.0,6.0,6,F#,180
7697,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,258357,134.5609375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2296,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,258480,134.625,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7699,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,258597,134.6859375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2298,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,258720,134.75,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7701,2.0,,,,,46.0,,,,,0,note_on,,95.0,46.0,95.0,258837,134.8109375,960,2.0_33.0,Distortion Guitar,3.0,10.0,10,A#,300
7702,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,258837,134.8109375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2300,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,258960,134.875,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
2302,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,259200,135.0,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7705,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,259317,135.0609375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2304,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,259440,135.125,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7707,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,259557,135.1859375,960,2.0_33.0,Distortion Guitar,3.0,3.0,9,A,90
2306,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,259680,135.25,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7709,2.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,259797,135.3109375,960,2.0_33.0,Distortion Guitar,3.0,11.0,5,F,330
7710,2.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,259797,135.3109375,960,2.0_33.0,Distortion Guitar,3.0,4.0,4,E,120
2308,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,259920,135.375,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
2310,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,260160,135.5,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
7714,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,260277,135.5609375,960,2.0_33.0,Distortion Guitar,3.0,5.0,11,B,150
7713,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,260277,135.5609375,960,2.0_33.0,Distortion Guitar,4.0,0.0,0,C,0
2312,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,260400,135.625,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
2314,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,260640,135.75,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
2316,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,260880,135.875,960,0.0_33.0,Distortion Guitar,3.0,8.0,8,G#,240
2318,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,261120,136.0,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2320,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,261360,136.125,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2322,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,261600,136.25,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2324,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,261840,136.375,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2326,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,262080,136.5,960,0.0_34.0,Distortion Guitar,3.0,6.0,6,F#,180
2328,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,262320,136.625,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2330,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,262560,136.75,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2332,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,262800,136.875,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2334,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,263040,137.0,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7718,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,263157,137.0609375,960,2.0_34.0,Distortion Guitar,3.0,6.0,6,F#,180
7717,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,263157,137.0609375,960,2.0_34.0,Distortion Guitar,4.0,1.0,7,G,30
2336,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,263280,137.125,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2338,0.0,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,263520,137.25,960,0.0_34.0,Distortion Guitar,4.0,7.0,1,C#,210
2339,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,263520,137.25,960,0.0_34.0,Distortion Guitar,4.0,0.0,0,C,0
2342,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,264000,137.5,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7721,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,264117,137.5609375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2344,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,264240,137.625,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7723,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,264357,137.6859375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2346,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,264480,137.75,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7725,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,264597,137.8109375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2348,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,264720,137.875,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7727,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,264837,137.9359375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2350,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,264960,138.0,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7729,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,265077,138.0609375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2352,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,265200,138.125,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7731,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,265317,138.1859375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2354,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,265440,138.25,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7733,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,265557,138.3109375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2356,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,265680,138.375,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7735,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,265797,138.4359375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2358,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,265920,138.5,960,0.0_34.0,Distortion Guitar,3.0,6.0,6,F#,180
7737,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,266037,138.5609375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2360,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,266160,138.625,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7739,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,266277,138.6859375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2362,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,266400,138.75,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7742,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,266517,138.8109375,960,2.0_34.0,Distortion Guitar,3.0,6.0,6,F#,180
7741,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,266517,138.8109375,960,2.0_34.0,Distortion Guitar,4.0,1.0,7,G,30
2364,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,266640,138.875,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2366,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,266880,139.0,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7745,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,266997,139.0609375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2368,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,267120,139.125,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7747,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,267237,139.1859375,960,2.0_34.0,Distortion Guitar,3.0,3.0,9,A,90
2370,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,267360,139.25,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7750,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,267477,139.3109375,960,2.0_34.0,Distortion Guitar,3.0,6.0,6,F#,180
7749,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,267477,139.3109375,960,2.0_34.0,Distortion Guitar,4.0,1.0,7,G,30
2372,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,267600,139.375,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2374,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,267840,139.5,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
7753,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,267957,139.5609375,960,2.0_34.0,Distortion Guitar,4.0,0.0,0,C,0
7754,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,267957,139.5609375,960,2.0_34.0,Distortion Guitar,3.0,5.0,11,B,150
2376,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,268080,139.625,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2378,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,268320,139.75,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2380,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,268560,139.875,960,0.0_34.0,Distortion Guitar,3.0,8.0,8,G#,240
2382,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,268800,140.0,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2384,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,269040,140.125,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2386,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,269280,140.25,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2388,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,269520,140.375,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2390,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,269760,140.5,960,0.0_35.0,Distortion Guitar,3.0,6.0,6,F#,180
7757,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,269877,140.5609375,960,2.0_35.0,Distortion Guitar,4.0,3.0,9,A,90
7758,2.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,269877,140.5609375,960,2.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2392,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,270000,140.625,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2394,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,270240,140.75,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2396,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,270480,140.875,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2398,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,270720,141.0,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7762,2.0,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,270837,141.0609375,960,2.0_35.0,Distortion Guitar,3.0,7.0,1,C#,210
7761,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,270837,141.0609375,960,2.0_35.0,Distortion Guitar,4.0,2.0,2,D,60
2400,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,270960,141.125,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2403,0.0,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,271200,141.25,960,0.0_35.0,Distortion Guitar,3.0,9.0,3,D#,270
2402,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,271200,141.25,960,0.0_35.0,Distortion Guitar,4.0,4.0,4,E,120
7765,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,271317,141.3109375,960,2.0_35.0,Distortion Guitar,4.0,1.0,7,G,30
7766,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,271317,141.3109375,960,2.0_35.0,Distortion Guitar,3.0,6.0,6,F#,180
2406,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,271680,141.5,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7769,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,271797,141.5609375,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2408,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,271920,141.625,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7771,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,272037,141.6859375,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2410,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,272160,141.75,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2412,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,272400,141.875,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7773,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,272517,141.9359375,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
7781,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,272577,141.9671875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
7778,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,272577,141.9671875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2414,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,272640,142.0,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7783,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,272817,142.0921875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2416,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,272880,142.125,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2418,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,273120,142.25,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7785,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,273297,142.3421875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2420,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,273360,142.375,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7788,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,273537,142.4671875,960,2.0_35.0,Distortion Guitar,4.0,4.0,4,E,120
7787,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,273537,142.4671875,960,2.0_35.0,Distortion Guitar,4.0,11.0,5,F,330
2422,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,273600,142.5,960,0.0_35.0,Distortion Guitar,3.0,6.0,6,F#,180
2424,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,273840,142.625,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7791,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,274017,142.7171875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2426,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,274080,142.75,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7793,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,274257,142.8421875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2428,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,274320,142.875,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7796,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,274497,142.9671875,960,2.0_35.0,Distortion Guitar,4.0,2.0,2,D,60
7795,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,274497,142.9671875,960,2.0_35.0,Distortion Guitar,4.0,9.0,3,D#,270
2430,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,274560,143.0,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2432,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,274800,143.125,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7799,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,274977,143.2171875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2434,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,275040,143.25,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7801,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,275217,143.3421875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2436,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,275280,143.375,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2438,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,275520,143.5,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7803,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,275697,143.5921875,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
7811,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,275757,143.6234375,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
7808,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,275757,143.6234375,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2440,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,275760,143.625,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7813,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,275997,143.7484375,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
2442,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,276000,143.75,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
2444,0.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,276240,143.875,960,0.0_35.0,Distortion Guitar,3.0,8.0,8,G#,240
7815,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,276477,143.9984375,960,2.0_35.0,Distortion Guitar,3.0,3.0,9,A,90
