,channel,name,tempo,note_midi_value,note_seconds,octave,note_value,note_name,angle
2126,9.0,,,42.0,245.5,3.0,6.0,F#,180
2128,9.0,,,42.0,245.66666666666666,3.0,6.0,F#,180
2130,9.0,,,42.0,245.75,3.0,6.0,F#,180
2132,9.0,,,42.0,246.0,3.0,6.0,F#,180
2134,9.0,,,42.0,246.16666666666666,3.0,6.0,F#,180
2136,9.0,,,42.0,246.25,3.0,6.0,F#,180
2138,9.0,,,42.0,246.5,3.0,6.0,F#,180
2140,9.0,,,42.0,246.625,3.0,6.0,F#,180
2142,9.0,,,42.0,246.875,3.0,6.0,F#,180
2144,9.0,,,42.0,247.0,3.0,6.0,F#,180
2146,9.0,,,42.0,247.25,3.0,6.0,F#,180
2148,9.0,,,42.0,247.625,3.0,6.0,F#,180
2150,9.0,,,42.0,247.875,3.0,6.0,F#,180
2152,9.0,,,42.0,248.0,3.0,6.0,F#,180
2154,9.0,,,42.0,248.125,3.0,6.0,F#,180
2156,9.0,,,42.0,248.25,3.0,6.0,F#,180
2158,9.0,,,42.0,248.5,3.0,6.0,F#,180
2160,9.0,,,42.0,248.625,3.0,6.0,F#,180
2162,9.0,,,42.0,248.875,3.0,6.0,F#,180
2164,9.0,,,42.0,249.0,3.0,6.0,F#,180
2166,9.0,,,42.0,249.25,3.0,6.0,F#,180
2168,9.0,,,42.0,249.625,3.0,6.0,F#,180
2170,9.0,,,42.0,249.875,3.0,6.0,F#,180
2172,9.0,,,42.0,250.0,3.0,6.0,F#,180
2174,9.0,,,42.0,250.125,3.0,6.0,F#,180
2176,9.0,,,42.0,250.25,3.0,6.0,F#,180
2178,9.0,,,42.0,250.5,3.0,6.0,F#,180
2180,9.0,,,42.0,250.625,3.0,6.0,F#,180
2182,9.0,,,42.0,250.875,3.0,6.0,F#,180
2184,9.0,,,42.0,251.0,3.0,6.0,F#,180
2186,9.0,,,42.0,251.25,3.0,6.0,F#,180
2188,9.0,,,42.0,251.625,3.0,6.0,F#,180
2190,9.0,,,42.0,251.875,3.0,6.0,F#,180
2192,9.0,,,42.0,252.0,3.0,6.0,F#,180
2194,9.0,,,42.0,252.125,3.0,6.0,F#,180
2196,9.0,,,42.0,252.25,3.0,6.0,F#,180
2198,9.0,,,42.0,252.5,3.0,6.0,F#,180
2200,9.0,,,42.0,252.625,3.0,6.0,F#,180
2202,9.0,,,42.0,252.875,3.0,6.0,F#,180
2204,9.0,,,42.0,253.0,3.0,6.0,F#,180
2206,9.0,,,42.0,253.25,3.0,6.0,F#,180
2208,9.0,,,42.0,253.625,3.0,6.0,F#,180
2210,9.0,,,42.0,253.875,3.0,6.0,F#,180
2212,9.0,,,42.0,254.0,3.0,6.0,F#,180
2214,9.0,,,42.0,254.125,3.0,6.0,F#,180
2216,9.0,,,42.0,254.25,3.0,6.0,F#,180
2218,9.0,,,42.0,254.5,3.0,6.0,F#,180
2220,9.0,,,42.0,254.66666666666666,3.0,6.0,F#,180
2222,9.0,,,42.0,254.75,3.0,6.0,F#,180
2224,9.0,,,42.0,255.0,3.0,6.0,F#,180
2226,9.0,,,42.0,255.16666666666666,3.0,6.0,F#,180
2228,9.0,,,42.0,255.25,3.0,6.0,F#,180
2230,9.0,,,42.0,255.5,3.0,6.0,F#,180
2232,9.0,,,42.0,255.66666666666666,3.0,6.0,F#,180
2234,9.0,,,42.0,255.75,3.0,6.0,F#,180
2236,9.0,,,42.0,256.0,3.0,6.0,F#,180
2238,9.0,,,42.0,256.16666666666663,3.0,6.0,F#,180
2240,9.0,,,42.0,256.25,3.0,6.0,F#,180
2242,9.0,,,42.0,256.5,3.0,6.0,F#,180
2244,9.0,,,42.0,256.66666666666663,3.0,6.0,F#,180
2246,9.0,,,42.0,256.75,3.0,6.0,F#,180
2248,9.0,,,42.0,257.0,3.0,6.0,F#,180
2250,9.0,,,42.0,257.16666666666663,3.0,6.0,F#,180
2252,9.0,,,42.0,257.25,3.0,6.0,F#,180
2254,9.0,,,42.0,257.5,3.0,6.0,F#,180
2256,9.0,,,42.0,257.66666666666663,3.0,6.0,F#,180
2258,9.0,,,42.0,257.75,3.0,6.0,F#,180
2260,9.0,,,42.0,258.0,3.0,6.0,F#,180
2262,9.0,,,42.0,258.16666666666663,3.0,6.0,F#,180
2264,9.0,,,42.0,258.25,3.0,6.0,F#,180
2266,9.0,,,42.0,258.5,3.0,6.0,F#,180
2268,9.0,,,42.0,258.66666666666663,3.0,6.0,F#,180
2270,9.0,,,42.0,258.75,3.0,6.0,F#,180
2272,9.0,,,42.0,259.0,3.0,6.0,F#,180
2274,9.0,,,42.0,259.16666666666663,3.0,6.0,F#,180
2276,9.0,,,42.0,259.25,3.0,6.0,F#,180
2278,9.0,,,42.0,259.5,3.0,6.0,F#,180
2280,9.0,,,42.0,259.66666666666663,3.0,6.0,F#,180
2282,9.0,,,42.0,259.75,3.0,6.0,F#,180
2284,9.0,,,42.0,260.0,3.0,6.0,F#,180
2286,9.0,,,42.0,260.16666666666663,3.0,6.0,F#,180
2288,9.0,,,42.0,260.25,3.0,6.0,F#,180
2290,9.0,,,42.0,260.5,3.0,6.0,F#,180
2292,9.0,,,42.0,260.66666666666663,3.0,6.0,F#,180
2294,9.0,,,42.0,260.75,3.0,6.0,F#,180
2296,9.0,,,42.0,261.0,3.0,6.0,F#,180
2298,9.0,,,42.0,261.16666666666663,3.0,6.0,F#,180
2300,9.0,,,42.0,261.25,3.0,6.0,F#,180
2302,9.0,,,42.0,261.5,3.0,6.0,F#,180
2304,9.0,,,42.0,261.66666666666663,3.0,6.0,F#,180
2306,9.0,,,42.0,261.75,3.0,6.0,F#,180
2308,9.0,,,42.0,262.0,3.0,6.0,F#,180
2310,9.0,,,42.0,262.16666666666663,3.0,6.0,F#,180
2312,9.0,,,42.0,262.25,3.0,6.0,F#,180
2314,9.0,,,42.0,262.625,3.0,6.0,F#,180
2316,9.0,,,42.0,262.75,3.0,6.0,F#,180
2318,9.0,,,42.0,263.0,3.0,6.0,F#,180
2320,9.0,,,42.0,263.25,3.0,6.0,F#,180
2322,9.0,,,42.0,263.625,3.0,6.0,F#,180
2324,9.0,,,42.0,263.75,3.0,6.0,F#,180
2326,9.0,,,42.0,264.0,3.0,6.0,F#,180
2328,9.0,,,42.0,264.25,3.0,6.0,F#,180
2330,9.0,,,42.0,264.625,3.0,6.0,F#,180
2332,9.0,,,42.0,264.75,3.0,6.0,F#,180
2334,9.0,,,42.0,265.0,3.0,6.0,F#,180
2336,9.0,,,42.0,265.25,3.0,6.0,F#,180
2338,9.0,,,42.0,265.625,3.0,6.0,F#,180
2340,9.0,,,42.0,265.75,3.0,6.0,F#,180
2342,9.0,,,42.0,266.0,3.0,6.0,F#,180
2344,9.0,,,42.0,266.25,3.0,6.0,F#,180
2346,9.0,,,42.0,266.625,3.0,6.0,F#,180
2348,9.0,,,42.0,266.75,3.0,6.0,F#,180
2350,9.0,,,42.0,267.0,3.0,6.0,F#,180
2352,9.0,,,42.0,267.25,3.0,6.0,F#,180
2354,9.0,,,42.0,267.625,3.0,6.0,F#,180
2356,9.0,,,42.0,267.75,3.0,6.0,F#,180
2358,9.0,,,42.0,268.0,3.0,6.0,F#,180
2360,9.0,,,42.0,268.25,3.0,6.0,F#,180
2362,9.0,,,42.0,268.625,3.0,6.0,F#,180
2364,9.0,,,42.0,268.75,3.0,6.0,F#,180
2366,9.0,,,42.0,269.0,3.0,6.0,F#,180
2368,9.0,,,42.0,269.25,3.0,6.0,F#,180
2370,9.0,,,42.0,269.625,3.0,6.0,F#,180
2372,9.0,,,42.0,269.75,3.0,6.0,F#,180
2374,9.0,,,42.0,270.0,3.0,6.0,F#,180
2376,9.0,,,42.0,270.25,3.0,6.0,F#,180
2378,9.0,,,42.0,270.625,3.0,6.0,F#,180
2380,9.0,,,42.0,270.75,3.0,6.0,F#,180
2382,9.0,,,42.0,271.0,3.0,6.0,F#,180
2384,9.0,,,42.0,271.25,3.0,6.0,F#,180
2386,9.0,,,42.0,271.625,3.0,6.0,F#,180
2388,9.0,,,42.0,271.75,3.0,6.0,F#,180
2390,9.0,,,42.0,272.0,3.0,6.0,F#,180
2392,9.0,,,42.0,272.25,3.0,6.0,F#,180
2394,9.0,,,42.0,272.625,3.0,6.0,F#,180
2396,9.0,,,42.0,272.75,3.0,6.0,F#,180
2398,9.0,,,42.0,273.0,3.0,6.0,F#,180
2400,9.0,,,42.0,273.25,3.0,6.0,F#,180
2402,9.0,,,42.0,273.625,3.0,6.0,F#,180
2404,9.0,,,42.0,273.75,3.0,6.0,F#,180
2406,9.0,,,42.0,274.0,3.0,6.0,F#,180
2408,9.0,,,42.0,274.25,3.0,6.0,F#,180
2410,9.0,,,42.0,274.625,3.0,6.0,F#,180
2412,9.0,,,42.0,274.75,3.0,6.0,F#,180
2414,9.0,,,42.0,275.0,3.0,6.0,F#,180
2416,9.0,,,42.0,275.25,3.0,6.0,F#,180
2418,9.0,,,42.0,275.625,3.0,6.0,F#,180
2420,9.0,,,42.0,275.75,3.0,6.0,F#,180
2422,9.0,,,42.0,276.0,3.0,6.0,F#,180
2424,9.0,,,42.0,276.25,3.0,6.0,F#,180
2426,9.0,,,42.0,276.625,3.0,6.0,F#,180
2428,9.0,,,42.0,276.75,3.0,6.0,F#,180
2430,9.0,,,42.0,277.0,3.0,6.0,F#,180
2432,9.0,,,42.0,277.25,3.0,6.0,F#,180
2434,9.0,,,42.0,277.625,3.0,6.0,F#,180
2436,9.0,,,42.0,277.75,3.0,6.0,F#,180
2438,9.0,,,42.0,278.0,3.0,6.0,F#,180
2440,9.0,,,42.0,278.25,3.0,6.0,F#,180
2442,9.0,,,42.0,278.5,3.0,6.0,F#,180
2444,9.0,,,42.0,278.625,3.0,6.0,F#,180
2446,9.0,,,42.0,278.875,3.0,6.0,F#,180
2448,9.0,,,42.0,279.0,3.0,6.0,F#,180
2450,9.0,,,42.0,279.25,3.0,6.0,F#,180
2452,9.0,,,42.0,279.625,3.0,6.0,F#,180
2454,9.0,,,42.0,279.875,3.0,6.0,F#,180
2456,9.0,,,42.0,280.0,3.0,6.0,F#,180
2458,9.0,,,42.0,280.125,3.0,6.0,F#,180
2460,9.0,,,42.0,280.25,3.0,6.0,F#,180
2462,9.0,,,42.0,280.5,3.0,6.0,F#,180
2464,9.0,,,42.0,280.625,3.0,6.0,F#,180
2466,9.0,,,42.0,280.875,3.0,6.0,F#,180
2468,9.0,,,42.0,281.0,3.0,6.0,F#,180
2470,9.0,,,42.0,281.25,3.0,6.0,F#,180
2472,9.0,,,42.0,281.625,3.0,6.0,F#,180
2474,9.0,,,42.0,281.875,3.0,6.0,F#,180
2476,9.0,,,42.0,282.0,3.0,6.0,F#,180
2478,9.0,,,42.0,282.125,3.0,6.0,F#,180
2480,9.0,,,42.0,282.25,3.0,6.0,F#,180
2482,9.0,,,42.0,282.5,3.0,6.0,F#,180
2484,9.0,,,42.0,282.625,3.0,6.0,F#,180
2486,9.0,,,42.0,282.875,3.0,6.0,F#,180
2488,9.0,,,42.0,283.0,3.0,6.0,F#,180
2490,9.0,,,42.0,283.25,3.0,6.0,F#,180
2492,9.0,,,42.0,283.625,3.0,6.0,F#,180
2494,9.0,,,42.0,283.875,3.0,6.0,F#,180
2496,9.0,,,42.0,284.0,3.0,6.0,F#,180
2498,9.0,,,42.0,284.125,3.0,6.0,F#,180
2500,9.0,,,42.0,284.25,3.0,6.0,F#,180
2502,9.0,,,42.0,284.5,3.0,6.0,F#,180
2504,9.0,,,42.0,284.625,3.0,6.0,F#,180
2506,9.0,,,42.0,284.875,3.0,6.0,F#,180
2508,9.0,,,42.0,285.0,3.0,6.0,F#,180
2510,9.0,,,42.0,285.25,3.0,6.0,F#,180
2512,9.0,,,42.0,285.625,3.0,6.0,F#,180
2514,9.0,,,42.0,285.875,3.0,6.0,F#,180
2516,9.0,,,42.0,286.0,3.0,6.0,F#,180
2518,9.0,,,42.0,286.125,3.0,6.0,F#,180
2520,9.0,,,42.0,286.25,3.0,6.0,F#,180
2522,9.0,,,42.0,286.625,3.0,6.0,F#,180
2524,9.0,,,42.0,286.75,3.0,6.0,F#,180
2526,9.0,,,42.0,287.0,3.0,6.0,F#,180
2528,9.0,,,42.0,287.25,3.0,6.0,F#,180
2530,9.0,,,42.0,287.625,3.0,6.0,F#,180
2532,9.0,,,42.0,287.75,3.0,6.0,F#,180
2534,9.0,,,42.0,288.0,3.0,6.0,F#,180
2536,9.0,,,42.0,288.25,3.0,6.0,F#,180
2538,9.0,,,42.0,288.625,3.0,6.0,F#,180
2540,9.0,,,42.0,288.75,3.0,6.0,F#,180
2542,9.0,,,42.0,289.0,3.0,6.0,F#,180
2544,9.0,,,42.0,289.25,3.0,6.0,F#,180
2546,9.0,,,42.0,289.625,3.0,6.0,F#,180
2548,9.0,,,42.0,289.75,3.0,6.0,F#,180
2550,9.0,,,42.0,290.0,3.0,6.0,F#,180
2552,9.0,,,42.0,290.25,3.0,6.0,F#,180
2554,9.0,,,42.0,290.625,3.0,6.0,F#,180
2556,9.0,,,42.0,290.75,3.0,6.0,F#,180
2558,9.0,,,42.0,291.0,3.0,6.0,F#,180
2560,9.0,,,42.0,291.25,3.0,6.0,F#,180
2562,9.0,,,42.0,291.625,3.0,6.0,F#,180
2564,9.0,,,42.0,291.75,3.0,6.0,F#,180
2566,9.0,,,42.0,292.0,3.0,6.0,F#,180
2568,9.0,,,42.0,292.25,3.0,6.0,F#,180
2570,9.0,,,42.0,292.625,3.0,6.0,F#,180
2572,9.0,,,42.0,292.75,3.0,6.0,F#,180
2574,9.0,,,42.0,293.0,3.0,6.0,F#,180
2576,9.0,,,42.0,293.25,3.0,6.0,F#,180
2578,9.0,,,42.0,293.625,3.0,6.0,F#,180
2580,9.0,,,42.0,293.75,3.0,6.0,F#,180
2582,9.0,,,42.0,294.0,3.0,6.0,F#,180
