,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
8782,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,17643,73.5125,120,5.0_18.0,Electric Guitar (jazz)
8783,5.0,,,,,,,65.0,,,,0,note_on,,0.0,65.0,0.0,17643,73.5125,120,5.0_18.0,Electric Guitar (jazz)
8784,5.0,,,,,,,57.0,,,,0,note_on,,100.0,57.0,100.0,17643,73.5125,120,5.0_18.0,Electric Guitar (jazz)
8785,5.0,,,,,,,76.0,,,,0,note_on,,77.0,76.0,77.0,17643,73.5125,120,5.0_18.0,Electric Guitar (jazz)
8786,5.0,,,,,,,76.0,,,,60,note_on,,0.0,76.0,0.0,17703,73.7625,120,5.0_18.0,Electric Guitar (jazz)
8787,5.0,,,,,,,69.0,,,,0,note_on,,77.0,69.0,77.0,17703,73.7625,120,5.0_18.0,Electric Guitar (jazz)
8788,5.0,,,,,,,69.0,,,,60,note_on,,0.0,69.0,0.0,17763,74.0125,120,5.0_18.0,Electric Guitar (jazz)
8789,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,17763,74.0125,120,5.0_18.0,Electric Guitar (jazz)
8790,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,17823,74.2625,120,5.0_18.0,Electric Guitar (jazz)
8791,5.0,,,,,,,81.0,,,,0,note_on,,77.0,81.0,77.0,17823,74.2625,120,5.0_18.0,Electric Guitar (jazz)
8792,5.0,,,,,,,81.0,,,,60,note_on,,0.0,81.0,0.0,17883,74.5125,120,5.0_18.0,Electric Guitar (jazz)
8793,5.0,,,,,,,76.0,,,,0,note_on,,77.0,76.0,77.0,17883,74.5125,120,5.0_18.0,Electric Guitar (jazz)
8794,5.0,,,,,,,76.0,,,,60,note_on,,0.0,76.0,0.0,17943,74.7625,120,5.0_18.0,Electric Guitar (jazz)
8795,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,17943,74.7625,120,5.0_18.0,Electric Guitar (jazz)
8796,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,18003,75.0125,120,5.0_18.0,Electric Guitar (jazz)
8797,5.0,,,,,,,57.0,,,,0,note_on,,0.0,57.0,0.0,18003,75.0125,120,5.0_18.0,Electric Guitar (jazz)
8798,5.0,,,,,,,57.0,,,,0,note_on,,100.0,57.0,100.0,18003,75.0125,120,5.0_18.0,Electric Guitar (jazz)
8799,5.0,,,,,,,76.0,,,,0,note_on,,77.0,76.0,77.0,18003,75.0125,120,5.0_18.0,Electric Guitar (jazz)
8800,5.0,,,,,,,76.0,,,,60,note_on,,0.0,76.0,0.0,18063,75.2625,120,5.0_18.0,Electric Guitar (jazz)
8801,5.0,,,,,,,69.0,,,,0,note_on,,77.0,69.0,77.0,18063,75.2625,120,5.0_18.0,Electric Guitar (jazz)
8802,5.0,,,,,,,69.0,,,,60,note_on,,0.0,69.0,0.0,18123,75.5125,120,5.0_18.0,Electric Guitar (jazz)
8803,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,18123,75.5125,120,5.0_18.0,Electric Guitar (jazz)
8804,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,18183,75.7625,120,5.0_18.0,Electric Guitar (jazz)
8805,5.0,,,,,,,81.0,,,,0,note_on,,77.0,81.0,77.0,18183,75.7625,120,5.0_18.0,Electric Guitar (jazz)
8806,5.0,,,,,,,81.0,,,,60,note_on,,0.0,81.0,0.0,18243,76.0125,120,5.0_19.0,Electric Guitar (jazz)
8807,5.0,,,,,,,76.0,,,,0,note_on,,77.0,76.0,77.0,18243,76.0125,120,5.0_19.0,Electric Guitar (jazz)
8808,5.0,,,,,,,76.0,,,,60,note_on,,0.0,76.0,0.0,18303,76.2625,120,5.0_19.0,Electric Guitar (jazz)
8809,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,18303,76.2625,120,5.0_19.0,Electric Guitar (jazz)
8810,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,18363,76.5125,120,5.0_19.0,Electric Guitar (jazz)
8811,5.0,,,,,,,57.0,,,,0,note_on,,0.0,57.0,0.0,18363,76.5125,120,5.0_19.0,Electric Guitar (jazz)
8812,5.0,,,,,,,65.0,,,,0,note_on,,100.0,65.0,100.0,18363,76.5125,120,5.0_19.0,Electric Guitar (jazz)
8813,5.0,,,,,,,77.0,,,,0,note_on,,77.0,77.0,77.0,18363,76.5125,120,5.0_19.0,Electric Guitar (jazz)
8814,5.0,,,,,,,77.0,,,,60,note_on,,0.0,77.0,0.0,18423,76.7625,120,5.0_19.0,Electric Guitar (jazz)
8815,5.0,,,,,,,69.0,,,,0,note_on,,77.0,69.0,77.0,18423,76.7625,120,5.0_19.0,Electric Guitar (jazz)
8816,5.0,,,,,,,69.0,,,,60,note_on,,0.0,69.0,0.0,18483,77.0125,120,5.0_19.0,Electric Guitar (jazz)
8817,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,18483,77.0125,120,5.0_19.0,Electric Guitar (jazz)
8818,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,18543,77.2625,120,5.0_19.0,Electric Guitar (jazz)
8819,5.0,,,,,,,81.0,,,,0,note_on,,77.0,81.0,77.0,18543,77.2625,120,5.0_19.0,Electric Guitar (jazz)
8820,5.0,,,,,,,81.0,,,,60,note_on,,0.0,81.0,0.0,18603,77.5125,120,5.0_19.0,Electric Guitar (jazz)
8821,5.0,,,,,,,77.0,,,,0,note_on,,77.0,77.0,77.0,18603,77.5125,120,5.0_19.0,Electric Guitar (jazz)
8822,5.0,,,,,,,77.0,,,,60,note_on,,0.0,77.0,0.0,18663,77.7625,120,5.0_19.0,Electric Guitar (jazz)
8823,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,18663,77.7625,120,5.0_19.0,Electric Guitar (jazz)
8824,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,18723,78.0125,120,5.0_19.0,Electric Guitar (jazz)
8825,5.0,,,,,,,65.0,,,,0,note_on,,0.0,65.0,0.0,18723,78.0125,120,5.0_19.0,Electric Guitar (jazz)
8826,5.0,,,,,,,65.0,,,,0,note_on,,100.0,65.0,100.0,18723,78.0125,120,5.0_19.0,Electric Guitar (jazz)
8827,5.0,,,,,,,77.0,,,,0,note_on,,77.0,77.0,77.0,18723,78.0125,120,5.0_19.0,Electric Guitar (jazz)
8828,5.0,,,,,,,77.0,,,,60,note_on,,0.0,77.0,0.0,18783,78.2625,120,5.0_19.0,Electric Guitar (jazz)
8829,5.0,,,,,,,69.0,,,,0,note_on,,77.0,69.0,77.0,18783,78.2625,120,5.0_19.0,Electric Guitar (jazz)
8830,5.0,,,,,,,69.0,,,,60,note_on,,0.0,69.0,0.0,18843,78.5125,120,5.0_19.0,Electric Guitar (jazz)
8831,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,18843,78.5125,120,5.0_19.0,Electric Guitar (jazz)
8832,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,18903,78.7625,120,5.0_19.0,Electric Guitar (jazz)
8833,5.0,,,,,,,81.0,,,,0,note_on,,77.0,81.0,77.0,18903,78.7625,120,5.0_19.0,Electric Guitar (jazz)
8834,5.0,,,,,,,81.0,,,,60,note_on,,0.0,81.0,0.0,18963,79.0125,120,5.0_19.0,Electric Guitar (jazz)
8835,5.0,,,,,,,77.0,,,,0,note_on,,77.0,77.0,77.0,18963,79.0125,120,5.0_19.0,Electric Guitar (jazz)
8836,5.0,,,,,,,77.0,,,,60,note_on,,0.0,77.0,0.0,19023,79.2625,120,5.0_19.0,Electric Guitar (jazz)
8837,5.0,,,,,,,72.0,,,,0,note_on,,77.0,72.0,77.0,19023,79.2625,120,5.0_19.0,Electric Guitar (jazz)
8838,5.0,,,,,,,72.0,,,,60,note_on,,0.0,72.0,0.0,19083,79.5125,120,5.0_19.0,Electric Guitar (jazz)
