,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb
6127,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,48140,125.36458333333333,192
6128,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,48140,125.36458333333333,192
6129,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,48192,125.5,192
6130,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,48192,125.5,192
6131,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48192,125.5,192
6132,0.0,,,,57.0,,,,,44,note_on,,0.0,57.0,0.0,48236,125.61458333333333,192
6133,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,48236,125.61458333333333,192
6134,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,48236,125.61458333333333,192
6135,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,48288,125.75,192
6136,0.0,,,,48.0,,,,,44,note_on,,0.0,48.0,0.0,48332,125.86458333333333,192
6137,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,48384,126.0,192
6138,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48384,126.0,192
6139,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48384,126.0,192
6140,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,48428,126.11458333333333,192
6141,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,48428,126.11458333333333,192
6142,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,48428,126.11458333333333,192
6143,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,48480,126.25,192
6144,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48480,126.25,192
6145,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48480,126.25,192
6146,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,48524,126.36458333333333,192
6147,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,48524,126.36458333333333,192
6148,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,48524,126.36458333333333,192
6149,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,48576,126.5,192
6150,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48576,126.5,192
6151,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48576,126.5,192
6152,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,48620,126.61458333333333,192
6153,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,48620,126.61458333333333,192
6154,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,48620,126.61458333333333,192
6155,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,48672,126.75,192
6156,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48672,126.75,192
6157,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48672,126.75,192
6158,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,48716,126.86458333333333,192
6159,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,48716,126.86458333333333,192
6160,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,48716,126.86458333333333,192
6161,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,48768,127.0,192
6162,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48768,127.0,192
6163,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48768,127.0,192
6164,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,48812,127.11458333333333,192
6165,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,48812,127.11458333333333,192
6166,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,48812,127.11458333333333,192
6167,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,48864,127.25,192
6168,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48864,127.25,192
6169,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48864,127.25,192
6170,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,48908,127.36458333333333,192
6171,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,48908,127.36458333333333,192
6172,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,48908,127.36458333333333,192
6173,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,48960,127.5,192
6174,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48960,127.5,192
6175,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48960,127.5,192
6176,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,49004,127.61458333333333,192
6177,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,49004,127.61458333333333,192
6178,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,49004,127.61458333333333,192
6179,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,49056,127.75,192
6180,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,49056,127.75,192
6181,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49056,127.75,192
6182,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,49100,127.86458333333333,192
6183,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,49100,127.86458333333333,192
6184,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49100,127.86458333333333,192
6185,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49152,128.0,192
6186,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49152,128.0,192
6187,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49152,128.0,192
6188,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,49196,128.11458333333331,192
6189,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49196,128.11458333333331,192
6190,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,49196,128.11458333333331,192
6191,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49248,128.25,192
6192,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49248,128.25,192
6193,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49248,128.25,192
6194,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,49292,128.36458333333331,192
6195,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,49292,128.36458333333331,192
6196,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49292,128.36458333333331,192
6197,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49344,128.5,192
6198,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49344,128.5,192
6199,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49344,128.5,192
6200,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,49388,128.61458333333331,192
6201,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49388,128.61458333333331,192
6202,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,49388,128.61458333333331,192
6203,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49440,128.75,192
6204,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49440,128.75,192
6205,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49440,128.75,192
6206,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,49484,128.86458333333331,192
6207,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49484,128.86458333333331,192
6208,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,49484,128.86458333333331,192
6209,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,49536,129.0,192
6210,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49536,129.0,192
6211,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49536,129.0,192
6212,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,49580,129.11458333333331,192
6213,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49580,129.11458333333331,192
6214,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,49580,129.11458333333331,192
6215,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,49632,129.25,192
6216,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49632,129.25,192
6217,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49632,129.25,192
6218,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,49676,129.36458333333331,192
6219,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49676,129.36458333333331,192
6220,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,49676,129.36458333333331,192
6221,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,49728,129.5,192
6222,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49728,129.5,192
6223,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49728,129.5,192
6224,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,49772,129.61458333333331,192
6225,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,49772,129.61458333333331,192
6226,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,49772,129.61458333333331,192
6227,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49824,129.75,192
6228,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49824,129.75,192
6229,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49824,129.75,192
6230,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,49868,129.86458333333331,192
6231,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49868,129.86458333333331,192
6232,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,49868,129.86458333333331,192
6233,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,49920,130.0,192
6234,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49920,130.0,192
6235,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49920,130.0,192
6236,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,49964,130.11458333333331,192
6237,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,49964,130.11458333333331,192
6238,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,49964,130.11458333333331,192
6239,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50016,130.25,192
6240,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50016,130.25,192
6241,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50016,130.25,192
6242,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,50060,130.36458333333331,192
6243,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,50060,130.36458333333331,192
6244,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,50060,130.36458333333331,192
6245,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,50112,130.5,192
6246,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,50112,130.5,192
6247,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50112,130.5,192
6248,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,50156,130.61458333333331,192
6249,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,50156,130.61458333333331,192
6250,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,50156,130.61458333333331,192
6251,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,50208,130.75,192
6252,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50208,130.75,192
6253,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,50208,130.75,192
6254,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,50252,130.86458333333331,192
6255,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,50252,130.86458333333331,192
6256,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,50252,130.86458333333331,192
6257,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50304,131.0,192
6258,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50304,131.0,192
6259,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50304,131.0,192
6260,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,50348,131.11458333333331,192
6261,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,50348,131.11458333333331,192
6262,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,50348,131.11458333333331,192
6263,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50400,131.25,192
6264,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50400,131.25,192
6265,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50400,131.25,192
6266,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,50444,131.36458333333331,192
6267,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,50444,131.36458333333331,192
6268,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,50444,131.36458333333331,192
6269,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,50496,131.5,192
6270,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,50496,131.5,192
6271,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50496,131.5,192
6272,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,50540,131.61458333333331,192
6273,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,50540,131.61458333333331,192
6274,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,50540,131.61458333333331,192
6275,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50592,131.75,192
6276,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50592,131.75,192
6277,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50592,131.75,192
6278,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,50636,131.86458333333331,192
6279,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,50636,131.86458333333331,192
6280,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,50636,131.86458333333331,192
6281,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,50688,132.0,192
6282,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,50688,132.0,192
6283,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,50688,132.0,192
6284,0.0,,,,53.0,,,,,44,note_on,,0.0,53.0,0.0,50732,132.11458333333331,192
6285,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,50732,132.11458333333331,192
6286,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,50732,132.11458333333331,192
6287,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,50784,132.25,192
6288,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,50784,132.25,192
6289,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,50784,132.25,192
6290,0.0,,,,57.0,,,,,44,note_on,,0.0,57.0,0.0,50828,132.36458333333331,192
6291,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,50828,132.36458333333331,192
6292,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,50828,132.36458333333331,192
6293,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,50880,132.5,192
6294,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,50880,132.5,192
6295,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,50880,132.5,192
6296,0.0,,,,53.0,,,,,44,note_on,,0.0,53.0,0.0,50924,132.61458333333331,192
6297,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,50924,132.61458333333331,192
6298,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,50924,132.61458333333331,192
6299,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,50976,132.75,192
6300,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,50976,132.75,192
6301,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,50976,132.75,192
6302,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,51020,132.86458333333331,192
6303,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,51020,132.86458333333331,192
6304,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,51020,132.86458333333331,192
6305,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51072,133.0,192
6306,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,51072,133.0,192
6307,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,51072,133.0,192
6308,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,51116,133.11458333333331,192
6309,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,51116,133.11458333333331,192
6310,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,51116,133.11458333333331,192
6311,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51168,133.25,192
6312,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,51168,133.25,192
6313,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,51168,133.25,192
6314,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,51212,133.36458333333331,192
6315,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,51212,133.36458333333331,192
6316,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,51212,133.36458333333331,192
6317,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51264,133.5,192
6318,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,51264,133.5,192
6319,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,51264,133.5,192
6320,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,51308,133.61458333333331,192
6321,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,51308,133.61458333333331,192
6322,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,51308,133.61458333333331,192
6323,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,51360,133.75,192
6324,0.0,,,,48.0,,,,,44,note_on,,0.0,48.0,0.0,51404,133.86458333333331,192
6325,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51456,134.0,192
6326,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,51456,134.0,192
6327,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51456,134.0,192
6328,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,51500,134.11458333333331,192
6329,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,51500,134.11458333333331,192
6330,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,51500,134.11458333333331,192
6331,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51552,134.25,192
6332,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51552,134.25,192
6333,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,51552,134.25,192
6334,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,51596,134.36458333333331,192
6335,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,51596,134.36458333333331,192
6336,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,51596,134.36458333333331,192
6337,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51648,134.5,192
6338,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51648,134.5,192
6339,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51648,134.5,192
6340,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,51692,134.61458333333331,192
6341,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,51692,134.61458333333331,192
6342,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,51692,134.61458333333331,192
6343,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51744,134.75,192
6344,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51744,134.75,192
6345,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51744,134.75,192
6346,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,51788,134.86458333333331,192
6347,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,51788,134.86458333333331,192
6348,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,51788,134.86458333333331,192
6349,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51840,135.0,192
6350,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51840,135.0,192
6351,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51840,135.0,192
6352,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,51884,135.11458333333331,192
6353,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,51884,135.11458333333331,192
6354,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,51884,135.11458333333331,192
6355,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51936,135.25,192
6356,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51936,135.25,192
6357,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51936,135.25,192
6358,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,51980,135.36458333333331,192
6359,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,51980,135.36458333333331,192
6360,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,51980,135.36458333333331,192
6361,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,52032,135.5,192
6362,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52032,135.5,192
6363,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,52032,135.5,192
6364,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,52076,135.61458333333331,192
6365,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,52076,135.61458333333331,192
6366,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,52076,135.61458333333331,192
6367,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,52128,135.75,192
6368,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52128,135.75,192
6369,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,52128,135.75,192
6370,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,52172,135.86458333333331,192
6371,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,52172,135.86458333333331,192
6372,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,52172,135.86458333333331,192
6373,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,52224,136.0,192
6374,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52224,136.0,192
6375,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52224,136.0,192
6376,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,52268,136.11458333333331,192
6377,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,52268,136.11458333333331,192
6378,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,52268,136.11458333333331,192
6379,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,52320,136.25,192
6380,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52320,136.25,192
6381,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52320,136.25,192
6382,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,52364,136.36458333333331,192
6383,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,52364,136.36458333333331,192
6384,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,52364,136.36458333333331,192
6385,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,52416,136.5,192
6386,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52416,136.5,192
6387,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52416,136.5,192
6388,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,52460,136.61458333333331,192
6389,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,52460,136.61458333333331,192
6390,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,52460,136.61458333333331,192
6391,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,52512,136.75,192
6392,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52512,136.75,192
6393,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52512,136.75,192
6394,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,52556,136.86458333333331,192
6395,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,52556,136.86458333333331,192
6396,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,52556,136.86458333333331,192
6397,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,52608,137.0,192
6398,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52608,137.0,192
6399,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52608,137.0,192
6400,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,52652,137.11458333333331,192
6401,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,52652,137.11458333333331,192
6402,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,52652,137.11458333333331,192
6403,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,52704,137.25,192
6404,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52704,137.25,192
6405,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52704,137.25,192
6406,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,52748,137.36458333333331,192
6407,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,52748,137.36458333333331,192
6408,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,52748,137.36458333333331,192
6409,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,52800,137.5,192
6410,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52800,137.5,192
6411,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52800,137.5,192
6412,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,52844,137.61458333333331,192
6413,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,52844,137.61458333333331,192
6414,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,52844,137.61458333333331,192
6415,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,52896,137.75,192
6416,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52896,137.75,192
