,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb
3956,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,11948,31.114583333333332,192
3957,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,11948,31.114583333333332,192
3958,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,11948,31.114583333333332,192
3959,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,12000,31.25,192
3960,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,12000,31.25,192
3961,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12000,31.25,192
3962,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,12044,31.364583333333332,192
3963,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,12044,31.364583333333332,192
3964,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,12044,31.364583333333332,192
3965,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,12096,31.5,192
3966,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,12096,31.5,192
3967,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,12096,31.5,192
3968,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,12140,31.614583333333332,192
3969,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,12140,31.614583333333332,192
3970,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,12140,31.614583333333332,192
3971,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,12192,31.75,192
3972,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,12192,31.75,192
3973,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,12192,31.75,192
3974,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,12236,31.864583333333332,192
3975,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,12236,31.864583333333332,192
3976,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,12236,31.864583333333332,192
3977,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,12288,32.0,192
3978,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12288,32.0,192
3979,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,12288,32.0,192
3980,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,12332,32.11458333333333,192
3981,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,12332,32.11458333333333,192
3982,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,12332,32.11458333333333,192
3983,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,12384,32.25,192
3984,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12384,32.25,192
3985,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,12384,32.25,192
3986,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,12428,32.36458333333333,192
3987,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,12428,32.36458333333333,192
3988,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,12428,32.36458333333333,192
3989,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,12480,32.5,192
3990,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12480,32.5,192
3991,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,12480,32.5,192
3992,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,12524,32.61458333333333,192
3993,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,12524,32.61458333333333,192
3994,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,12524,32.61458333333333,192
3995,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,12576,32.75,192
3996,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12576,32.75,192
3997,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,12576,32.75,192
3998,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,12620,32.86458333333333,192
3999,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,12620,32.86458333333333,192
4000,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,12620,32.86458333333333,192
4001,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,12672,33.0,192
4002,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,12672,33.0,192
4003,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12672,33.0,192
4004,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,12716,33.11458333333333,192
4005,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,12716,33.11458333333333,192
4006,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,12716,33.11458333333333,192
4007,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,12768,33.25,192
4008,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12768,33.25,192
4009,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,12768,33.25,192
4010,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,12812,33.36458333333333,192
4011,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,12812,33.36458333333333,192
4012,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,12812,33.36458333333333,192
4013,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,12864,33.5,192
4014,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12864,33.5,192
4015,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,12864,33.5,192
4016,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,12908,33.61458333333333,192
4017,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,12908,33.61458333333333,192
4018,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,12908,33.61458333333333,192
4019,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,12960,33.75,192
4020,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,12960,33.75,192
4021,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,12960,33.75,192
4022,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,13004,33.86458333333333,192
4023,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,13004,33.86458333333333,192
4024,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,13004,33.86458333333333,192
4025,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,13056,34.0,192
4026,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,13056,34.0,192
4027,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,13056,34.0,192
4028,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,13100,34.11458333333333,192
4029,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,13100,34.11458333333333,192
4030,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,13100,34.11458333333333,192
4031,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,13152,34.25,192
4032,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,13152,34.25,192
4033,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,13152,34.25,192
4034,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,13196,34.36458333333333,192
4035,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,13196,34.36458333333333,192
4036,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,13196,34.36458333333333,192
4037,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,13248,34.5,192
4038,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,13248,34.5,192
4039,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,13248,34.5,192
4040,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,13292,34.61458333333333,192
4041,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,13292,34.61458333333333,192
4042,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,13292,34.61458333333333,192
4043,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,13344,34.75,192
4044,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,13344,34.75,192
4045,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,13344,34.75,192
4046,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,13388,34.86458333333333,192
4047,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,13388,34.86458333333333,192
4048,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,13388,34.86458333333333,192
4049,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,13440,35.0,192
4050,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,13440,35.0,192
4051,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,13440,35.0,192
4052,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,13484,35.11458333333333,192
4053,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,13484,35.11458333333333,192
4054,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,13484,35.11458333333333,192
4055,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,13536,35.25,192
4056,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,13536,35.25,192
4057,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,13536,35.25,192
4058,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,13580,35.36458333333333,192
4059,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,13580,35.36458333333333,192
4060,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,13580,35.36458333333333,192
4061,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,13632,35.5,192
4062,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,13632,35.5,192
4063,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,13632,35.5,192
4064,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,13676,35.61458333333333,192
4065,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,13676,35.61458333333333,192
4066,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,13676,35.61458333333333,192
4067,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,13728,35.75,192
4068,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,13728,35.75,192
4069,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,13728,35.75,192
4070,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,13772,35.86458333333333,192
4071,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,13772,35.86458333333333,192
4072,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,13772,35.86458333333333,192
4073,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,13824,36.0,192
4074,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,13824,36.0,192
4075,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,13824,36.0,192
4076,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,13868,36.11458333333333,192
4077,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,13868,36.11458333333333,192
4078,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,13868,36.11458333333333,192
4079,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,13920,36.25,192
4080,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,13920,36.25,192
4081,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,13920,36.25,192
4082,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,13964,36.36458333333333,192
4083,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,13964,36.36458333333333,192
4084,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,13964,36.36458333333333,192
4085,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,14016,36.5,192
4086,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,14016,36.5,192
4087,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,14016,36.5,192
4088,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,14060,36.61458333333333,192
4089,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,14060,36.61458333333333,192
4090,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,14060,36.61458333333333,192
4091,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,14112,36.75,192
4092,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,14112,36.75,192
4093,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,14112,36.75,192
4094,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,14156,36.86458333333333,192
4095,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,14156,36.86458333333333,192
4096,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,14156,36.86458333333333,192
4097,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,14208,37.0,192
4098,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,14208,37.0,192
4099,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,14208,37.0,192
4100,0.0,,,,53.0,,,,,44,note_on,,0.0,53.0,0.0,14252,37.11458333333333,192
4101,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,14252,37.11458333333333,192
4102,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,14252,37.11458333333333,192
4103,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,14304,37.25,192
4104,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,14304,37.25,192
4105,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,14304,37.25,192
4106,0.0,,,,57.0,,,,,44,note_on,,0.0,57.0,0.0,14348,37.36458333333333,192
4107,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,14348,37.36458333333333,192
4108,0.0,,,,53.0,,,,,0,note_on,,0.0,53.0,0.0,14348,37.36458333333333,192
4109,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,14400,37.5,192
4110,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,14400,37.5,192
4111,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,14400,37.5,192
4112,0.0,,,,53.0,,,,,44,note_on,,0.0,53.0,0.0,14444,37.61458333333333,192
4113,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,14444,37.61458333333333,192
4114,0.0,,,,57.0,,,,,0,note_on,,0.0,57.0,0.0,14444,37.61458333333333,192
4115,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,14496,37.75,192
4116,0.0,,,,48.0,,,,,44,note_on,,0.0,48.0,0.0,14540,37.86458333333333,192
4117,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,14592,38.0,192
4118,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,14592,38.0,192
4119,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,14592,38.0,192
4120,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,14636,38.11458333333333,192
4121,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,14636,38.11458333333333,192
4122,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,14636,38.11458333333333,192
4123,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,14688,38.25,192
4124,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,14688,38.25,192
4125,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,14688,38.25,192
4126,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,14732,38.36458333333333,192
4127,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,14732,38.36458333333333,192
4128,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,14732,38.36458333333333,192
4129,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,14784,38.5,192
4130,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,14784,38.5,192
4131,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,14784,38.5,192
4132,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,14828,38.61458333333333,192
4133,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,14828,38.61458333333333,192
4134,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,14828,38.61458333333333,192
4135,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,14880,38.75,192
4136,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,14880,38.75,192
4137,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,14880,38.75,192
4138,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,14924,38.86458333333333,192
4139,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,14924,38.86458333333333,192
4140,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,14924,38.86458333333333,192
4141,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,14976,39.0,192
4142,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,14976,39.0,192
4143,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,14976,39.0,192
4144,0.0,,,,64.0,,,,,44,note_on,,0.0,64.0,0.0,15020,39.11458333333333,192
4145,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,15020,39.11458333333333,192
4146,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,15020,39.11458333333333,192
4147,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,15072,39.25,192
4148,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15072,39.25,192
4149,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,15072,39.25,192
4150,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,15116,39.36458333333333,192
4151,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,15116,39.36458333333333,192
4152,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,15116,39.36458333333333,192
4153,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,15168,39.5,192
4154,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15168,39.5,192
4155,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,15168,39.5,192
4156,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,15212,39.61458333333333,192
4157,0.0,,,,60.0,,,,,0,note_on,,0.0,60.0,0.0,15212,39.61458333333333,192
4158,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,15212,39.61458333333333,192
4159,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,15264,39.75,192
4160,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,15264,39.75,192
4161,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15264,39.75,192
4162,0.0,,,,60.0,,,,,44,note_on,,0.0,60.0,0.0,15308,39.86458333333333,192
4163,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,15308,39.86458333333333,192
4164,0.0,,,,64.0,,,,,0,note_on,,0.0,64.0,0.0,15308,39.86458333333333,192
4165,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,15360,40.0,192
4166,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,15360,40.0,192
4167,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15360,40.0,192
4168,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,15404,40.11458333333333,192
4169,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,15404,40.11458333333333,192
4170,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,15404,40.11458333333333,192
4171,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,15456,40.25,192
4172,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,15456,40.25,192
4173,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15456,40.25,192
4174,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,15500,40.36458333333333,192
4175,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,15500,40.36458333333333,192
4176,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,15500,40.36458333333333,192
4177,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,15552,40.5,192
4178,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,15552,40.5,192
4179,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15552,40.5,192
4180,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,15596,40.61458333333333,192
4181,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,15596,40.61458333333333,192
4182,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,15596,40.61458333333333,192
4183,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,15648,40.75,192
4184,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15648,40.75,192
4185,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,15648,40.75,192
4186,0.0,,,,55.0,,,,,44,note_on,,0.0,55.0,0.0,15692,40.86458333333333,192
4187,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,15692,40.86458333333333,192
4188,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,15692,40.86458333333333,192
4189,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,15744,41.0,192
4190,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15744,41.0,192
4191,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,15744,41.0,192
4192,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,15788,41.11458333333333,192
4193,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,15788,41.11458333333333,192
4194,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,15788,41.11458333333333,192
4195,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,15840,41.25,192
4196,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,15840,41.25,192
4197,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,15840,41.25,192
4198,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,15884,41.36458333333333,192
4199,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,15884,41.36458333333333,192
4200,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,15884,41.36458333333333,192
4201,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,15936,41.5,192
4202,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,15936,41.5,192
4203,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,15936,41.5,192
4204,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,15980,41.61458333333333,192
4205,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,15980,41.61458333333333,192
4206,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,15980,41.61458333333333,192
4207,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,16032,41.75,192
4208,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,16032,41.75,192
4209,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,16032,41.75,192
4210,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,16076,41.86458333333333,192
4211,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,16076,41.86458333333333,192
4212,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,16076,41.86458333333333,192
4213,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,16128,42.0,192
4214,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,16128,42.0,192
4215,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,16128,42.0,192
4216,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,16172,42.11458333333333,192
4217,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,16172,42.11458333333333,192
4218,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,16172,42.11458333333333,192
4219,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,16224,42.25,192
4220,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,16224,42.25,192
4221,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,16224,42.25,192
4222,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,16268,42.36458333333333,192
4223,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,16268,42.36458333333333,192
4224,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,16268,42.36458333333333,192
4225,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,16320,42.5,192
4226,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,16320,42.5,192
4227,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,16320,42.5,192
4228,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,16364,42.61458333333333,192
4229,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,16364,42.61458333333333,192
4230,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,16364,42.61458333333333,192
4231,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,16416,42.75,192
4232,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,16416,42.75,192
4233,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,16416,42.75,192
4234,0.0,,,,62.0,,,,,44,note_on,,0.0,62.0,0.0,16460,42.86458333333333,192
4235,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,16460,42.86458333333333,192
4236,0.0,,,,59.0,,,,,0,note_on,,0.0,59.0,0.0,16460,42.86458333333333,192
4237,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,16512,43.0,192
4238,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,16512,43.0,192
4239,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,16512,43.0,192
4240,0.0,,,,59.0,,,,,44,note_on,,0.0,59.0,0.0,16556,43.11458333333333,192
4241,0.0,,,,55.0,,,,,0,note_on,,0.0,55.0,0.0,16556,43.11458333333333,192
4242,0.0,,,,62.0,,,,,0,note_on,,0.0,62.0,0.0,16556,43.11458333333333,192
4243,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,16608,43.25,192
4244,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,16608,43.25,192
4245,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,16608,43.25,192
