,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
0,,96.0,,4.0,,8.0,,4.0,,,0,time_signature,,,,,0,0.0,96,nan_0.0,
1,,,,,,,,,,571428.0,0,set_tempo,,,,,-250,-1.3020833333333333,96,nan_-1.0,
2,,,,,,,,,,,0,end_of_track,,,,,0,0.0,96,nan_0.0,
3,,,,,Sequenced by P.J. Barnes,,,,,,0,track_name,,,,,-250,-1.3020833333333333,96,nan_-1.0,
4,0.0,,0.0,,,,,,,,0,control_change,0.0,,,,0,0.0,96,0.0_0.0,Electric Guitar (jazz)
5,0.0,,,,,,,,26.0,,0,program_change,,,,,0,0.0,96,0.0_0.0,Electric Guitar (jazz)
6,,96.0,,4.0,,8.0,,4.0,,,0,time_signature,,,,,-1,-0.005208333333333333,96,nan_-1.0,
7,,,,,,,,,,571428.0,0,set_tempo,,,,,-1,-0.005208333333333333,96,nan_-1.0,
8,0.0,,,,,,76.0,,,,0,note_on,,64.0,76.0,64.0,0,0.0,96,0.0_0.0,Electric Guitar (jazz)
9,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,16,0.08333333333333333,96,0.0_0.0,Electric Guitar (jazz)
10,0.0,,,,,,76.0,,,,8,note_on,,64.0,76.0,64.0,24,0.125,96,0.0_0.0,Electric Guitar (jazz)
11,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,40,0.20833333333333331,96,0.0_0.0,Electric Guitar (jazz)
12,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,72,0.375,96,0.0_0.0,Electric Guitar (jazz)
13,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,88,0.4583333333333333,96,0.0_0.0,Electric Guitar (jazz)
14,0.0,,,,,,72.0,,,,32,note_on,,64.0,72.0,64.0,120,0.625,96,0.0_0.0,Electric Guitar (jazz)
15,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,136,0.7083333333333333,96,0.0_0.0,Electric Guitar (jazz)
16,0.0,,,,,,76.0,,,,8,note_on,,64.0,76.0,64.0,144,0.75,96,0.0_0.0,Electric Guitar (jazz)
17,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,160,0.8333333333333333,96,0.0_0.0,Electric Guitar (jazz)
18,0.0,,,,,,79.0,,,,32,note_on,,64.0,79.0,64.0,192,1.0,96,0.0_0.0,Electric Guitar (jazz)
19,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,208,1.0833333333333333,96,0.0_0.0,Electric Guitar (jazz)
20,0.0,,,,,,72.0,,,,176,note_on,,64.0,72.0,64.0,384,2.0,96,0.0_0.0,Electric Guitar (jazz)
21,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,400,2.083333333333333,96,0.0_0.0,Electric Guitar (jazz)
22,0.0,,,,,,67.0,,,,56,note_on,,64.0,67.0,64.0,456,2.375,96,0.0_0.0,Electric Guitar (jazz)
23,0.0,,,,,,67.0,,,,16,note_off,,64.0,67.0,64.0,472,2.458333333333333,96,0.0_0.0,Electric Guitar (jazz)
24,0.0,,,,,,64.0,,,,56,note_on,,64.0,64.0,64.0,528,2.75,96,0.0_0.0,Electric Guitar (jazz)
25,0.0,,,,,,64.0,,,,16,note_off,,64.0,64.0,64.0,544,2.833333333333333,96,0.0_0.0,Electric Guitar (jazz)
26,0.0,,,,,,69.0,,,,56,note_on,,64.0,69.0,64.0,600,3.125,96,0.0_0.0,Electric Guitar (jazz)
27,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,616,3.208333333333333,96,0.0_0.0,Electric Guitar (jazz)
28,0.0,,,,,,71.0,,,,32,note_on,,64.0,71.0,64.0,648,3.375,96,0.0_0.0,Electric Guitar (jazz)
29,0.0,,,,,,71.0,,,,16,note_off,,64.0,71.0,64.0,664,3.458333333333333,96,0.0_0.0,Electric Guitar (jazz)
30,0.0,,,,,,70.0,,,,32,note_on,,64.0,70.0,64.0,696,3.625,96,0.0_0.0,Electric Guitar (jazz)
31,0.0,,,,,,70.0,,,,16,note_off,,64.0,70.0,64.0,712,3.708333333333333,96,0.0_0.0,Electric Guitar (jazz)
32,0.0,,,,,,69.0,,,,8,note_on,,64.0,69.0,64.0,720,3.75,96,0.0_0.0,Electric Guitar (jazz)
33,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,736,3.833333333333333,96,0.0_0.0,Electric Guitar (jazz)
34,0.0,,,,,,67.0,,,,32,note_on,,64.0,67.0,64.0,768,4.0,96,0.0_1.0,Electric Guitar (jazz)
35,0.0,,,,,,67.0,,,,16,note_off,,64.0,67.0,64.0,784,4.083333333333333,96,0.0_1.0,Electric Guitar (jazz)
36,0.0,,,,,,76.0,,,,16,note_on,,64.0,76.0,64.0,800,4.166666666666666,96,0.0_1.0,Electric Guitar (jazz)
37,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,816,4.25,96,0.0_1.0,Electric Guitar (jazz)
38,0.0,,,,,,79.0,,,,16,note_on,,64.0,79.0,64.0,832,4.333333333333333,96,0.0_1.0,Electric Guitar (jazz)
39,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,848,4.416666666666666,96,0.0_1.0,Electric Guitar (jazz)
40,0.0,,,,,,81.0,,,,16,note_on,,64.0,81.0,64.0,864,4.5,96,0.0_1.0,Electric Guitar (jazz)
41,0.0,,,,,,81.0,,,,16,note_off,,64.0,81.0,64.0,880,4.583333333333333,96,0.0_1.0,Electric Guitar (jazz)
42,0.0,,,,,,77.0,,,,32,note_on,,64.0,77.0,64.0,912,4.75,96,0.0_1.0,Electric Guitar (jazz)
43,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,928,4.833333333333333,96,0.0_1.0,Electric Guitar (jazz)
44,0.0,,,,,,79.0,,,,8,note_on,,64.0,79.0,64.0,936,4.875,96,0.0_1.0,Electric Guitar (jazz)
45,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,952,4.958333333333333,96,0.0_1.0,Electric Guitar (jazz)
46,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,984,5.125,96,0.0_1.0,Electric Guitar (jazz)
47,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,1000,5.208333333333333,96,0.0_1.0,Electric Guitar (jazz)
48,0.0,,,,,,72.0,,,,32,note_on,,64.0,72.0,64.0,1032,5.375,96,0.0_1.0,Electric Guitar (jazz)
49,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,1048,5.458333333333333,96,0.0_1.0,Electric Guitar (jazz)
50,0.0,,,,,,74.0,,,,8,note_on,,64.0,74.0,64.0,1056,5.5,96,0.0_1.0,Electric Guitar (jazz)
51,0.0,,,,,,74.0,,,,16,note_off,,64.0,74.0,64.0,1072,5.583333333333333,96,0.0_1.0,Electric Guitar (jazz)
52,0.0,,,,,,71.0,,,,8,note_on,,64.0,71.0,64.0,1080,5.625,96,0.0_1.0,Electric Guitar (jazz)
53,0.0,,,,,,71.0,,,,16,note_off,,64.0,71.0,64.0,1096,5.708333333333333,96,0.0_1.0,Electric Guitar (jazz)
54,0.0,,,,,,72.0,,,,56,note_on,,64.0,72.0,64.0,1152,6.0,96,0.0_1.0,Electric Guitar (jazz)
55,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,1168,6.083333333333333,96,0.0_1.0,Electric Guitar (jazz)
56,0.0,,,,,,67.0,,,,56,note_on,,64.0,67.0,64.0,1224,6.375,96,0.0_1.0,Electric Guitar (jazz)
57,0.0,,,,,,67.0,,,,16,note_off,,64.0,67.0,64.0,1240,6.458333333333333,96,0.0_1.0,Electric Guitar (jazz)
58,0.0,,,,,,64.0,,,,56,note_on,,64.0,64.0,64.0,1296,6.75,96,0.0_1.0,Electric Guitar (jazz)
59,0.0,,,,,,64.0,,,,16,note_off,,64.0,64.0,64.0,1312,6.833333333333333,96,0.0_1.0,Electric Guitar (jazz)
60,0.0,,,,,,69.0,,,,56,note_on,,64.0,69.0,64.0,1368,7.125,96,0.0_1.0,Electric Guitar (jazz)
61,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,1384,7.208333333333333,96,0.0_1.0,Electric Guitar (jazz)
62,0.0,,,,,,71.0,,,,32,note_on,,64.0,71.0,64.0,1416,7.375,96,0.0_1.0,Electric Guitar (jazz)
63,0.0,,,,,,71.0,,,,16,note_off,,64.0,71.0,64.0,1432,7.458333333333333,96,0.0_1.0,Electric Guitar (jazz)
64,0.0,,,,,,70.0,,,,32,note_on,,64.0,70.0,64.0,1464,7.625,96,0.0_1.0,Electric Guitar (jazz)
65,0.0,,,,,,70.0,,,,16,note_off,,64.0,70.0,64.0,1480,7.708333333333333,96,0.0_1.0,Electric Guitar (jazz)
66,0.0,,,,,,69.0,,,,8,note_on,,64.0,69.0,64.0,1488,7.75,96,0.0_1.0,Electric Guitar (jazz)
67,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,1504,7.833333333333333,96,0.0_1.0,Electric Guitar (jazz)
68,0.0,,,,,,67.0,,,,32,note_on,,64.0,67.0,64.0,1536,8.0,96,0.0_2.0,Electric Guitar (jazz)
69,0.0,,,,,,67.0,,,,16,note_off,,64.0,67.0,64.0,1552,8.083333333333332,96,0.0_2.0,Electric Guitar (jazz)
70,0.0,,,,,,76.0,,,,16,note_on,,64.0,76.0,64.0,1568,8.166666666666666,96,0.0_2.0,Electric Guitar (jazz)
71,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,1584,8.25,96,0.0_2.0,Electric Guitar (jazz)
72,0.0,,,,,,79.0,,,,16,note_on,,64.0,79.0,64.0,1600,8.333333333333332,96,0.0_2.0,Electric Guitar (jazz)
73,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,1616,8.416666666666666,96,0.0_2.0,Electric Guitar (jazz)
74,0.0,,,,,,81.0,,,,16,note_on,,64.0,81.0,64.0,1632,8.5,96,0.0_2.0,Electric Guitar (jazz)
75,0.0,,,,,,81.0,,,,16,note_off,,64.0,81.0,64.0,1648,8.583333333333332,96,0.0_2.0,Electric Guitar (jazz)
76,0.0,,,,,,77.0,,,,32,note_on,,64.0,77.0,64.0,1680,8.75,96,0.0_2.0,Electric Guitar (jazz)
77,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,1696,8.833333333333332,96,0.0_2.0,Electric Guitar (jazz)
78,0.0,,,,,,79.0,,,,8,note_on,,64.0,79.0,64.0,1704,8.875,96,0.0_2.0,Electric Guitar (jazz)
79,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,1720,8.958333333333332,96,0.0_2.0,Electric Guitar (jazz)
80,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,1752,9.125,96,0.0_2.0,Electric Guitar (jazz)
81,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,1768,9.208333333333332,96,0.0_2.0,Electric Guitar (jazz)
82,0.0,,,,,,72.0,,,,32,note_on,,64.0,72.0,64.0,1800,9.375,96,0.0_2.0,Electric Guitar (jazz)
83,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,1816,9.458333333333332,96,0.0_2.0,Electric Guitar (jazz)
84,0.0,,,,,,74.0,,,,8,note_on,,64.0,74.0,64.0,1824,9.5,96,0.0_2.0,Electric Guitar (jazz)
85,0.0,,,,,,74.0,,,,16,note_off,,64.0,74.0,64.0,1840,9.583333333333332,96,0.0_2.0,Electric Guitar (jazz)
86,0.0,,,,,,71.0,,,,8,note_on,,64.0,71.0,64.0,1848,9.625,96,0.0_2.0,Electric Guitar (jazz)
87,0.0,,,,,,71.0,,,,16,note_off,,64.0,71.0,64.0,1864,9.708333333333332,96,0.0_2.0,Electric Guitar (jazz)
88,0.0,,,,,,79.0,,,,104,note_on,,64.0,79.0,64.0,1968,10.25,96,0.0_2.0,Electric Guitar (jazz)
89,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,1984,10.333333333333332,96,0.0_2.0,Electric Guitar (jazz)
90,0.0,,,,,,78.0,,,,8,note_on,,64.0,78.0,64.0,1992,10.375,96,0.0_2.0,Electric Guitar (jazz)
91,0.0,,,,,,78.0,,,,16,note_off,,64.0,78.0,64.0,2008,10.458333333333332,96,0.0_2.0,Electric Guitar (jazz)
92,0.0,,,,,,77.0,,,,8,note_on,,64.0,77.0,64.0,2016,10.5,96,0.0_2.0,Electric Guitar (jazz)
93,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,2032,10.583333333333332,96,0.0_2.0,Electric Guitar (jazz)
94,0.0,,,,,,75.0,,,,8,note_on,,64.0,75.0,64.0,2040,10.625,96,0.0_2.0,Electric Guitar (jazz)
95,0.0,,,,,,75.0,,,,16,note_off,,64.0,75.0,64.0,2056,10.708333333333332,96,0.0_2.0,Electric Guitar (jazz)
96,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,2088,10.875,96,0.0_2.0,Electric Guitar (jazz)
97,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,2104,10.958333333333332,96,0.0_2.0,Electric Guitar (jazz)
98,0.0,,,,,,68.0,,,,32,note_on,,64.0,68.0,64.0,2136,11.125,96,0.0_2.0,Electric Guitar (jazz)
99,0.0,,,,,,68.0,,,,16,note_off,,64.0,68.0,64.0,2152,11.208333333333332,96,0.0_2.0,Electric Guitar (jazz)
100,0.0,,,,,,69.0,,,,8,note_on,,64.0,69.0,64.0,2160,11.25,96,0.0_2.0,Electric Guitar (jazz)
101,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,2176,11.333333333333332,96,0.0_2.0,Electric Guitar (jazz)
102,0.0,,,,,,72.0,,,,8,note_on,,64.0,72.0,64.0,2184,11.375,96,0.0_2.0,Electric Guitar (jazz)
103,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,2200,11.458333333333332,96,0.0_2.0,Electric Guitar (jazz)
104,0.0,,,,,,69.0,,,,32,note_on,,64.0,69.0,64.0,2232,11.625,96,0.0_2.0,Electric Guitar (jazz)
105,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,2248,11.708333333333332,96,0.0_2.0,Electric Guitar (jazz)
106,0.0,,,,,,72.0,,,,8,note_on,,64.0,72.0,64.0,2256,11.75,96,0.0_2.0,Electric Guitar (jazz)
107,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,2272,11.833333333333332,96,0.0_2.0,Electric Guitar (jazz)
108,0.0,,,,,,74.0,,,,8,note_on,,64.0,74.0,64.0,2280,11.875,96,0.0_2.0,Electric Guitar (jazz)
109,0.0,,,,,,74.0,,,,16,note_off,,64.0,74.0,64.0,2296,11.958333333333332,96,0.0_2.0,Electric Guitar (jazz)
110,0.0,,,,,,79.0,,,,56,note_on,,64.0,79.0,64.0,2352,12.25,96,0.0_3.0,Electric Guitar (jazz)
111,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,2368,12.333333333333332,96,0.0_3.0,Electric Guitar (jazz)
112,0.0,,,,,,78.0,,,,8,note_on,,64.0,78.0,64.0,2376,12.375,96,0.0_3.0,Electric Guitar (jazz)
113,0.0,,,,,,78.0,,,,16,note_off,,64.0,78.0,64.0,2392,12.458333333333332,96,0.0_3.0,Electric Guitar (jazz)
114,0.0,,,,,,77.0,,,,8,note_on,,64.0,77.0,64.0,2400,12.5,96,0.0_3.0,Electric Guitar (jazz)
115,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,2416,12.583333333333332,96,0.0_3.0,Electric Guitar (jazz)
116,0.0,,,,,,75.0,,,,8,note_on,,64.0,75.0,64.0,2424,12.625,96,0.0_3.0,Electric Guitar (jazz)
117,0.0,,,,,,75.0,,,,16,note_off,,64.0,75.0,64.0,2440,12.708333333333332,96,0.0_3.0,Electric Guitar (jazz)
118,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,2472,12.875,96,0.0_3.0,Electric Guitar (jazz)
119,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,2488,12.958333333333332,96,0.0_3.0,Electric Guitar (jazz)
120,0.0,,,,,,84.0,,,,32,note_on,,64.0,84.0,64.0,2520,13.125,96,0.0_3.0,Electric Guitar (jazz)
121,0.0,,,,,,84.0,,,,16,note_off,,64.0,84.0,64.0,2536,13.208333333333332,96,0.0_3.0,Electric Guitar (jazz)
122,0.0,,,,,,84.0,,,,32,note_on,,64.0,84.0,64.0,2568,13.375,96,0.0_3.0,Electric Guitar (jazz)
123,0.0,,,,,,84.0,,,,16,note_off,,64.0,84.0,64.0,2584,13.458333333333332,96,0.0_3.0,Electric Guitar (jazz)
124,0.0,,,,,,84.0,,,,8,note_on,,64.0,84.0,64.0,2592,13.5,96,0.0_3.0,Electric Guitar (jazz)
125,0.0,,,,,,84.0,,,,16,note_off,,64.0,84.0,64.0,2608,13.583333333333332,96,0.0_3.0,Electric Guitar (jazz)
126,0.0,,,,,,79.0,,,,128,note_on,,64.0,79.0,64.0,2736,14.25,96,0.0_3.0,Electric Guitar (jazz)
127,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,2752,14.333333333333332,96,0.0_3.0,Electric Guitar (jazz)
128,0.0,,,,,,78.0,,,,8,note_on,,64.0,78.0,64.0,2760,14.375,96,0.0_3.0,Electric Guitar (jazz)
129,0.0,,,,,,78.0,,,,16,note_off,,64.0,78.0,64.0,2776,14.458333333333332,96,0.0_3.0,Electric Guitar (jazz)
130,0.0,,,,,,77.0,,,,8,note_on,,64.0,77.0,64.0,2784,14.5,96,0.0_3.0,Electric Guitar (jazz)
131,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,2800,14.583333333333332,96,0.0_3.0,Electric Guitar (jazz)
132,0.0,,,,,,75.0,,,,8,note_on,,64.0,75.0,64.0,2808,14.625,96,0.0_3.0,Electric Guitar (jazz)
133,0.0,,,,,,75.0,,,,16,note_off,,64.0,75.0,64.0,2824,14.708333333333332,96,0.0_3.0,Electric Guitar (jazz)
134,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,2856,14.875,96,0.0_3.0,Electric Guitar (jazz)
135,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,2872,14.958333333333332,96,0.0_3.0,Electric Guitar (jazz)
136,0.0,,,,,,68.0,,,,32,note_on,,64.0,68.0,64.0,2904,15.125,96,0.0_3.0,Electric Guitar (jazz)
137,0.0,,,,,,68.0,,,,16,note_off,,64.0,68.0,64.0,2920,15.208333333333332,96,0.0_3.0,Electric Guitar (jazz)
138,0.0,,,,,,69.0,,,,8,note_on,,64.0,69.0,64.0,2928,15.25,96,0.0_3.0,Electric Guitar (jazz)
139,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,2944,15.333333333333332,96,0.0_3.0,Electric Guitar (jazz)
140,0.0,,,,,,72.0,,,,8,note_on,,64.0,72.0,64.0,2952,15.375,96,0.0_3.0,Electric Guitar (jazz)
141,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,2968,15.458333333333332,96,0.0_3.0,Electric Guitar (jazz)
142,0.0,,,,,,69.0,,,,32,note_on,,64.0,69.0,64.0,3000,15.625,96,0.0_3.0,Electric Guitar (jazz)
143,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,3016,15.708333333333332,96,0.0_3.0,Electric Guitar (jazz)
144,0.0,,,,,,72.0,,,,8,note_on,,64.0,72.0,64.0,3024,15.75,96,0.0_3.0,Electric Guitar (jazz)
145,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,3040,15.833333333333332,96,0.0_3.0,Electric Guitar (jazz)
146,0.0,,,,,,74.0,,,,8,note_on,,64.0,74.0,64.0,3048,15.875,96,0.0_3.0,Electric Guitar (jazz)
147,0.0,,,,,,74.0,,,,16,note_off,,64.0,74.0,64.0,3064,15.958333333333332,96,0.0_3.0,Electric Guitar (jazz)
148,0.0,,,,,,75.0,,,,56,note_on,,64.0,75.0,64.0,3120,16.25,96,0.0_4.0,Electric Guitar (jazz)
149,0.0,,,,,,75.0,,,,16,note_off,,64.0,75.0,64.0,3136,16.333333333333332,96,0.0_4.0,Electric Guitar (jazz)
150,0.0,,,,,,74.0,,,,56,note_on,,64.0,74.0,64.0,3192,16.625,96,0.0_4.0,Electric Guitar (jazz)
151,0.0,,,,,,74.0,,,,16,note_off,,64.0,74.0,64.0,3208,16.708333333333332,96,0.0_4.0,Electric Guitar (jazz)
152,0.0,,,,,,72.0,,,,56,note_on,,64.0,72.0,64.0,3264,17.0,96,0.0_4.0,Electric Guitar (jazz)
153,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,3280,17.083333333333332,96,0.0_4.0,Electric Guitar (jazz)
154,0.0,,,,,,79.0,,,,224,note_on,,64.0,79.0,64.0,3504,18.25,96,0.0_4.0,Electric Guitar (jazz)
155,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,3520,18.333333333333332,96,0.0_4.0,Electric Guitar (jazz)
156,0.0,,,,,,78.0,,,,8,note_on,,64.0,78.0,64.0,3528,18.375,96,0.0_4.0,Electric Guitar (jazz)
157,0.0,,,,,,78.0,,,,16,note_off,,64.0,78.0,64.0,3544,18.458333333333332,96,0.0_4.0,Electric Guitar (jazz)
158,0.0,,,,,,77.0,,,,8,note_on,,64.0,77.0,64.0,3552,18.5,96,0.0_4.0,Electric Guitar (jazz)
159,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,3568,18.583333333333332,96,0.0_4.0,Electric Guitar (jazz)
160,0.0,,,,,,75.0,,,,8,note_on,,64.0,75.0,64.0,3576,18.625,96,0.0_4.0,Electric Guitar (jazz)
161,0.0,,,,,,75.0,,,,16,note_off,,64.0,75.0,64.0,3592,18.708333333333332,96,0.0_4.0,Electric Guitar (jazz)
162,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,3624,18.875,96,0.0_4.0,Electric Guitar (jazz)
163,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,3640,18.958333333333332,96,0.0_4.0,Electric Guitar (jazz)
164,0.0,,,,,,68.0,,,,32,note_on,,64.0,68.0,64.0,3672,19.125,96,0.0_4.0,Electric Guitar (jazz)
165,0.0,,,,,,68.0,,,,16,note_off,,64.0,68.0,64.0,3688,19.208333333333332,96,0.0_4.0,Electric Guitar (jazz)
166,0.0,,,,,,69.0,,,,8,note_on,,64.0,69.0,64.0,3696,19.25,96,0.0_4.0,Electric Guitar (jazz)
167,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,3712,19.333333333333332,96,0.0_4.0,Electric Guitar (jazz)
168,0.0,,,,,,72.0,,,,8,note_on,,64.0,72.0,64.0,3720,19.375,96,0.0_4.0,Electric Guitar (jazz)
169,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,3736,19.458333333333332,96,0.0_4.0,Electric Guitar (jazz)
170,0.0,,,,,,69.0,,,,32,note_on,,64.0,69.0,64.0,3768,19.625,96,0.0_4.0,Electric Guitar (jazz)
171,0.0,,,,,,69.0,,,,16,note_off,,64.0,69.0,64.0,3784,19.708333333333332,96,0.0_4.0,Electric Guitar (jazz)
172,0.0,,,,,,72.0,,,,8,note_on,,64.0,72.0,64.0,3792,19.75,96,0.0_4.0,Electric Guitar (jazz)
173,0.0,,,,,,72.0,,,,16,note_off,,64.0,72.0,64.0,3808,19.833333333333332,96,0.0_4.0,Electric Guitar (jazz)
174,0.0,,,,,,74.0,,,,8,note_on,,64.0,74.0,64.0,3816,19.875,96,0.0_4.0,Electric Guitar (jazz)
175,0.0,,,,,,74.0,,,,16,note_off,,64.0,74.0,64.0,3832,19.958333333333332,96,0.0_4.0,Electric Guitar (jazz)
176,0.0,,,,,,79.0,,,,56,note_on,,64.0,79.0,64.0,3888,20.25,96,0.0_5.0,Electric Guitar (jazz)
177,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,3904,20.333333333333332,96,0.0_5.0,Electric Guitar (jazz)
178,0.0,,,,,,78.0,,,,8,note_on,,64.0,78.0,64.0,3912,20.375,96,0.0_5.0,Electric Guitar (jazz)
179,0.0,,,,,,78.0,,,,16,note_off,,64.0,78.0,64.0,3928,20.458333333333332,96,0.0_5.0,Electric Guitar (jazz)
180,0.0,,,,,,77.0,,,,8,note_on,,64.0,77.0,64.0,3936,20.5,96,0.0_5.0,Electric Guitar (jazz)
181,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,3952,20.583333333333332,96,0.0_5.0,Electric Guitar (jazz)
182,0.0,,,,,,75.0,,,,8,note_on,,64.0,75.0,64.0,3960,20.625,96,0.0_5.0,Electric Guitar (jazz)
183,0.0,,,,,,75.0,,,,16,note_off,,64.0,75.0,64.0,3976,20.708333333333332,96,0.0_5.0,Electric Guitar (jazz)
184,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,4008,20.875,96,0.0_5.0,Electric Guitar (jazz)
185,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,4024,20.958333333333332,96,0.0_5.0,Electric Guitar (jazz)
186,0.0,,,,,,84.0,,,,32,note_on,,64.0,84.0,64.0,4056,21.125,96,0.0_5.0,Electric Guitar (jazz)
187,0.0,,,,,,84.0,,,,16,note_off,,64.0,84.0,64.0,4072,21.208333333333332,96,0.0_5.0,Electric Guitar (jazz)
188,0.0,,,,,,84.0,,,,32,note_on,,64.0,84.0,64.0,4104,21.375,96,0.0_5.0,Electric Guitar (jazz)
189,0.0,,,,,,84.0,,,,16,note_off,,64.0,84.0,64.0,4120,21.458333333333332,96,0.0_5.0,Electric Guitar (jazz)
190,0.0,,,,,,84.0,,,,8,note_on,,64.0,84.0,64.0,4128,21.5,96,0.0_5.0,Electric Guitar (jazz)
191,0.0,,,,,,84.0,,,,16,note_off,,64.0,84.0,64.0,4144,21.583333333333332,96,0.0_5.0,Electric Guitar (jazz)
192,0.0,,,,,,79.0,,,,128,note_on,,64.0,79.0,64.0,4272,22.25,96,0.0_5.0,Electric Guitar (jazz)
193,0.0,,,,,,79.0,,,,16,note_off,,64.0,79.0,64.0,4288,22.333333333333332,96,0.0_5.0,Electric Guitar (jazz)
194,0.0,,,,,,78.0,,,,8,note_on,,64.0,78.0,64.0,4296,22.375,96,0.0_5.0,Electric Guitar (jazz)
195,0.0,,,,,,78.0,,,,16,note_off,,64.0,78.0,64.0,4312,22.458333333333332,96,0.0_5.0,Electric Guitar (jazz)
196,0.0,,,,,,77.0,,,,8,note_on,,64.0,77.0,64.0,4320,22.5,96,0.0_5.0,Electric Guitar (jazz)
197,0.0,,,,,,77.0,,,,16,note_off,,64.0,77.0,64.0,4336,22.583333333333332,96,0.0_5.0,Electric Guitar (jazz)
198,0.0,,,,,,75.0,,,,8,note_on,,64.0,75.0,64.0,4344,22.625,96,0.0_5.0,Electric Guitar (jazz)
199,0.0,,,,,,75.0,,,,16,note_off,,64.0,75.0,64.0,4360,22.708333333333332,96,0.0_5.0,Electric Guitar (jazz)
200,0.0,,,,,,76.0,,,,32,note_on,,64.0,76.0,64.0,4392,22.875,96,0.0_5.0,Electric Guitar (jazz)
201,0.0,,,,,,76.0,,,,16,note_off,,64.0,76.0,64.0,4408,22.958333333333332,96,0.0_5.0,Electric Guitar (jazz)
202,0.0,,,,,,68.0,,,,32,note_on,,64.0,68.0,64.0,4440,23.125,96,0.0_5.0,Electric Guitar (jazz)
