,channel,clocks_per_click,control,data,denominator,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
522,2.0,,,,,,,71.0,,,,0,note_on,,105.0,71.0,105.0,7268,9.463541666666666,384,2.0_2.0,Acoustic Grand Piano
523,2.0,,,,,,,57.0,,,,14,note_on,,90.0,57.0,90.0,7282,9.481770833333332,384,2.0_2.0,Acoustic Grand Piano
524,3.0,,,,,,,71.0,,,,20,note_on,,127.0,71.0,127.0,1674,2.1796875,384,3.0_0.0,Trumpet
525,9.0,,,,,,,39.0,,,,32,note_on,,85.0,39.0,85.0,4070,5.299479166666666,384,9.0_1.0,Violin
526,9.0,,,,,,,39.0,,,,4,note_off,,85.0,39.0,85.0,4074,5.3046875,384,9.0_1.0,Violin
527,2.0,,,,,,,57.0,,,,296,note_off,,90.0,57.0,90.0,7578,9.8671875,384,2.0_2.0,Acoustic Grand Piano
528,9.0,,,,,,,44.0,,,,8,note_on,,108.0,44.0,108.0,4082,5.315104166666666,384,9.0_1.0,Violin
529,9.0,,,,,,,44.0,,,,4,note_off,,108.0,44.0,108.0,4086,5.3203125,384,9.0_1.0,Violin
530,2.0,,,,,,,62.0,,,,2,note_off,,104.0,62.0,104.0,7580,9.869791666666666,384,2.0_2.0,Acoustic Grand Piano
531,2.0,,,,,,,67.0,,,,66,note_off,,104.0,67.0,104.0,7646,9.955729166666666,384,2.0_2.0,Acoustic Grand Piano
532,2.0,,,,,,,52.0,,,,26,note_off,,101.0,52.0,101.0,7672,9.989583333333332,384,2.0_2.0,Acoustic Grand Piano
533,2.0,,,,,,,71.0,,,,14,note_off,,105.0,71.0,105.0,7686,10.0078125,384,2.0_2.0,Acoustic Grand Piano
534,4.0,,,,,,,67.0,,,,128,note_off,,118.0,67.0,118.0,832,1.0833333333333333,384,4.0_0.0,Alto Sax
535,2.0,,,,,,,65.0,,,,10,note_on,,106.0,65.0,106.0,7696,10.020833333333332,384,2.0_2.0,Acoustic Grand Piano
536,2.0,,,,,,,69.0,,,,0,note_on,,105.0,69.0,105.0,7696,10.020833333333332,384,2.0_2.0,Acoustic Grand Piano
537,2.0,,,,,,,60.0,,,,2,note_on,,106.0,60.0,106.0,7698,10.0234375,384,2.0_2.0,Acoustic Grand Piano
538,2.0,,,,,,,55.0,,,,16,note_on,,95.0,55.0,95.0,7714,10.044270833333332,384,2.0_2.0,Acoustic Grand Piano
539,2.0,,,,,,,50.0,,,,12,note_on,,102.0,50.0,102.0,7726,10.059895833333332,384,2.0_2.0,Acoustic Grand Piano
540,3.0,,,,,,,71.0,,,,8,note_off,,127.0,71.0,127.0,1682,2.1901041666666665,384,3.0_0.0,Trumpet
541,3.0,,,,,,,69.0,,,,2,note_on,,116.0,69.0,116.0,1684,2.192708333333333,384,3.0_0.0,Trumpet
542,9.0,,,,,,,39.0,,,,2,note_on,,90.0,39.0,90.0,4088,5.322916666666666,384,9.0_1.0,Violin
543,9.0,,,,,,,39.0,,,,4,note_off,,90.0,39.0,90.0,4092,5.328125,384,9.0_1.0,Violin
544,4.0,,,,,,,65.0,,,,12,note_on,,116.0,65.0,116.0,844,1.0989583333333333,384,4.0_0.0,Alto Sax
545,2.0,,,,,,,45.0,,,,12,note_off,,101.0,45.0,101.0,7738,10.075520833333332,384,2.0_2.0,Acoustic Grand Piano
546,2.0,,,,,,,55.0,,,,26,note_off,,95.0,55.0,95.0,7764,10.109375,384,2.0_2.0,Acoustic Grand Piano
547,2.0,,,,,,,50.0,,,,14,note_off,,102.0,50.0,102.0,7778,10.127604166666666,384,2.0_2.0,Acoustic Grand Piano
548,2.0,,,,,,,60.0,,,,0,note_off,,106.0,60.0,106.0,7778,10.127604166666666,384,2.0_2.0,Acoustic Grand Piano
549,2.0,,,,,,,65.0,,,,14,note_off,,106.0,65.0,106.0,7792,10.145833333333332,384,2.0_2.0,Acoustic Grand Piano
550,2.0,,,,,,,69.0,,,,2,note_off,,105.0,69.0,105.0,7794,10.1484375,384,2.0_2.0,Acoustic Grand Piano
551,3.0,,,,,,,69.0,,,,70,note_off,,116.0,69.0,116.0,1754,2.2838541666666665,384,3.0_0.0,Trumpet
552,1.0,,,,,,,45.0,,,,16,note_off,,102.0,45.0,102.0,4436,5.776041666666666,384,1.0_1.0,Acoustic Bass
553,4.0,,,,,,,65.0,,,,24,note_off,,116.0,65.0,116.0,868,1.1302083333333333,384,4.0_0.0,Alto Sax
554,,,,"[126, 127, 9, 1]",,,,,,,,1299,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
555,,,,"[65, 16, 66, 18, 64, 0, 127, 127, 66]",,,,,,,,78,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
556,,,,,,,,,,,,8,end_of_track,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
