     ,channel ,clocks_per_click ,control ,denominator ,name                                     ,notated_32nd_notes_per_beat ,note ,numerator ,pitch  ,program ,tempo    ,time   ,type           ,value ,velocity ,note_midi_value ,note_velocity ,note_time ,note_seconds           ,tpb ,channel_chunk ,instrument
846  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,64.0            ,95.0          ,133560    ,139.125                ,480 ,0.0_34.0      ,Overdriven Guitar
847  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,133560    ,139.125                ,480 ,0.0_34.0      ,Overdriven Guitar
848  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,133560    ,139.125                ,480 ,0.0_34.0      ,Overdriven Guitar
849  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,64.0            ,80.0          ,133800    ,139.375                ,480 ,0.0_34.0      ,Overdriven Guitar
850  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,133800    ,139.375                ,480 ,0.0_34.0      ,Overdriven Guitar
851  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,133800    ,139.375                ,480 ,0.0_34.0      ,Overdriven Guitar
852  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,62.0            ,95.0          ,133920    ,139.5                  ,480 ,0.0_34.0      ,Overdriven Guitar
853  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,57.0            ,95.0          ,133920    ,139.5                  ,480 ,0.0_34.0      ,Overdriven Guitar
854  ,0.0     ,                 ,        ,            ,                                         ,                            ,50.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,50.0            ,95.0          ,133920    ,139.5                  ,480 ,0.0_34.0      ,Overdriven Guitar
855  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,62.0            ,80.0          ,134160    ,139.75                 ,480 ,0.0_34.0      ,Overdriven Guitar
856  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,57.0            ,80.0          ,134160    ,139.75                 ,480 ,0.0_34.0      ,Overdriven Guitar
857  ,0.0     ,                 ,        ,            ,                                         ,                            ,50.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,50.0            ,80.0          ,134160    ,139.75                 ,480 ,0.0_34.0      ,Overdriven Guitar
858  ,0.0     ,                 ,        ,            ,                                         ,                            ,60.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,60.0            ,95.0          ,134160    ,139.75                 ,480 ,0.0_34.0      ,Overdriven Guitar
859  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,55.0            ,95.0          ,134160    ,139.75                 ,480 ,0.0_34.0      ,Overdriven Guitar
860  ,0.0     ,                 ,        ,            ,                                         ,                            ,48.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,48.0            ,95.0          ,134160    ,139.75                 ,480 ,0.0_34.0      ,Overdriven Guitar
861  ,0.0     ,                 ,        ,            ,                                         ,                            ,60.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,60.0            ,80.0          ,135120    ,140.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
862  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,55.0            ,80.0          ,135120    ,140.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
863  ,0.0     ,                 ,        ,            ,                                         ,                            ,48.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,48.0            ,80.0          ,135120    ,140.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
864  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,135120    ,140.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
865  ,0.0     ,                 ,        ,            ,                                         ,                            ,54.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,54.0            ,95.0          ,135120    ,140.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
866  ,0.0     ,                 ,        ,            ,                                         ,                            ,47.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,47.0            ,95.0          ,135120    ,140.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
867  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,930    ,note_on        ,      ,95.0     ,57.0            ,95.0          ,136050    ,141.71875              ,480 ,0.0_35.0      ,Overdriven Guitar
868  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,136050    ,141.71875              ,480 ,0.0_35.0      ,Overdriven Guitar
869  ,0.0     ,                 ,        ,            ,                                         ,                            ,45.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,45.0            ,95.0          ,136050    ,141.71875              ,480 ,0.0_35.0      ,Overdriven Guitar
870  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,29     ,note_off       ,      ,80.0     ,57.0            ,80.0          ,136079    ,141.74895833333332     ,480 ,0.0_35.0      ,Overdriven Guitar
871  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,136079    ,141.74895833333332     ,480 ,0.0_35.0      ,Overdriven Guitar
872  ,0.0     ,                 ,        ,            ,                                         ,                            ,45.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,45.0            ,80.0          ,136079    ,141.74895833333332     ,480 ,0.0_35.0      ,Overdriven Guitar
873  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,1      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,136080    ,141.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
874  ,0.0     ,                 ,        ,            ,                                         ,                            ,54.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,54.0            ,80.0          ,136080    ,141.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
875  ,0.0     ,                 ,        ,            ,                                         ,                            ,47.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,47.0            ,80.0          ,136080    ,141.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
876  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,64.0            ,95.0          ,136080    ,141.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
877  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,136080    ,141.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
878  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,136080    ,141.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
879  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,64.0            ,80.0          ,136800    ,142.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
880  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,136800    ,142.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
881  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,136800    ,142.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
882  ,1.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,64.0            ,95.0          ,2160      ,2.25                   ,480 ,1.0_0.0       ,Overdriven Guitar
883  ,1.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,2160      ,2.25                   ,480 ,1.0_0.0       ,Overdriven Guitar
884  ,1.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,2160      ,2.25                   ,480 ,1.0_0.0       ,Overdriven Guitar
885  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,640.0  ,        ,         ,120    ,pitchwheel     ,      ,         ,                ,              ,2280      ,2.375                  ,480 ,1.0_0.0       ,Overdriven Guitar
886  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,640.0  ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2280      ,2.375                  ,480 ,1.0_0.0       ,Overdriven Guitar
887  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,640.0  ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2280      ,2.375                  ,480 ,1.0_0.0       ,Overdriven Guitar
888  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,1408.0 ,        ,         ,60     ,pitchwheel     ,      ,         ,                ,              ,2340      ,2.4375                 ,480 ,1.0_0.0       ,Overdriven Guitar
889  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,1408.0 ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2340      ,2.4375                 ,480 ,1.0_0.0       ,Overdriven Guitar
890  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,1408.0 ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2340      ,2.4375                 ,480 ,1.0_0.0       ,Overdriven Guitar
891  ,1.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,60     ,note_off       ,      ,80.0     ,64.0            ,80.0          ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
892  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,0.0    ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
893  ,1.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
894  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,0.0    ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
895  ,1.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
896  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,0.0    ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
897  ,0.0     ,                 ,        ,            ,                                         ,                            ,67.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,86.0     ,67.0            ,86.0          ,136800    ,142.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
898  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,86.0     ,62.0            ,86.0          ,136800    ,142.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
899  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,86.0     ,55.0            ,86.0          ,136800    ,142.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
900  ,0.0     ,                 ,        ,            ,                                         ,                            ,67.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,67.0            ,80.0          ,137040    ,142.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
901  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,62.0            ,80.0          ,137040    ,142.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
902  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,55.0            ,80.0          ,137040    ,142.75                 ,480 ,0.0_35.0      ,Overdriven Guitar
903  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,64.0            ,95.0          ,137160    ,142.875                ,480 ,0.0_35.0      ,Overdriven Guitar
904  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,137160    ,142.875                ,480 ,0.0_35.0      ,Overdriven Guitar
905  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,137160    ,142.875                ,480 ,0.0_35.0      ,Overdriven Guitar
906  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,64.0            ,80.0          ,137400    ,143.125                ,480 ,0.0_35.0      ,Overdriven Guitar
907  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,137400    ,143.125                ,480 ,0.0_35.0      ,Overdriven Guitar
908  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,137400    ,143.125                ,480 ,0.0_35.0      ,Overdriven Guitar
909  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,62.0            ,95.0          ,137520    ,143.25                 ,480 ,0.0_35.0      ,Overdriven Guitar
910  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,57.0            ,95.0          ,137520    ,143.25                 ,480 ,0.0_35.0      ,Overdriven Guitar
911  ,0.0     ,                 ,        ,            ,                                         ,                            ,50.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,50.0            ,95.0          ,137520    ,143.25                 ,480 ,0.0_35.0      ,Overdriven Guitar
912  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,62.0            ,80.0          ,137760    ,143.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
913  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,57.0            ,80.0          ,137760    ,143.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
914  ,0.0     ,                 ,        ,            ,                                         ,                            ,50.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,50.0            ,80.0          ,137760    ,143.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
915  ,0.0     ,                 ,        ,            ,                                         ,                            ,60.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,60.0            ,95.0          ,137760    ,143.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
916  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,55.0            ,95.0          ,137760    ,143.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
917  ,0.0     ,                 ,        ,            ,                                         ,                            ,48.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,48.0            ,95.0          ,137760    ,143.5                  ,480 ,0.0_35.0      ,Overdriven Guitar
918  ,0.0     ,                 ,        ,            ,                                         ,                            ,60.0 ,          ,       ,        ,         ,360    ,note_off       ,      ,80.0     ,60.0            ,80.0          ,138120    ,143.875                ,480 ,0.0_35.0      ,Overdriven Guitar
919  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,55.0            ,80.0          ,138120    ,143.875                ,480 ,0.0_35.0      ,Overdriven Guitar
920  ,0.0     ,                 ,        ,            ,                                         ,                            ,48.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,48.0            ,80.0          ,138120    ,143.875                ,480 ,0.0_35.0      ,Overdriven Guitar
921  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,62.0            ,95.0          ,138120    ,143.875                ,480 ,0.0_35.0      ,Overdriven Guitar
922  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,57.0            ,95.0          ,138120    ,143.875                ,480 ,0.0_35.0      ,Overdriven Guitar
923  ,0.0     ,                 ,        ,            ,                                         ,                            ,50.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,50.0            ,95.0          ,138120    ,143.875                ,480 ,0.0_35.0      ,Overdriven Guitar
924  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,360    ,note_off       ,      ,80.0     ,62.0            ,80.0          ,138480    ,144.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
925  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,57.0            ,80.0          ,138480    ,144.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
926  ,0.0     ,                 ,        ,            ,                                         ,                            ,50.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,50.0            ,80.0          ,138480    ,144.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
927  ,0.0     ,                 ,        ,            ,                                         ,                            ,60.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,60.0            ,95.0          ,138480    ,144.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
928  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,55.0            ,95.0          ,138480    ,144.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
929  ,0.0     ,                 ,        ,            ,                                         ,                            ,48.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,48.0            ,95.0          ,138480    ,144.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
930  ,0.0     ,                 ,        ,            ,                                         ,                            ,60.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,60.0            ,80.0          ,138720    ,144.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
931  ,0.0     ,                 ,        ,            ,                                         ,                            ,55.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,55.0            ,80.0          ,138720    ,144.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
932  ,0.0     ,                 ,        ,            ,                                         ,                            ,48.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,48.0            ,80.0          ,138720    ,144.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
933  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,138720    ,144.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
934  ,0.0     ,                 ,        ,            ,                                         ,                            ,54.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,54.0            ,95.0          ,138720    ,144.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
935  ,0.0     ,                 ,        ,            ,                                         ,                            ,47.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,47.0            ,95.0          ,138720    ,144.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
936  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,930    ,note_on        ,      ,95.0     ,57.0            ,95.0          ,139650    ,145.46875              ,480 ,0.0_36.0      ,Overdriven Guitar
937  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,139650    ,145.46875              ,480 ,0.0_36.0      ,Overdriven Guitar
938  ,0.0     ,                 ,        ,            ,                                         ,                            ,45.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,45.0            ,95.0          ,139650    ,145.46875              ,480 ,0.0_36.0      ,Overdriven Guitar
939  ,0.0     ,                 ,        ,            ,                                         ,                            ,57.0 ,          ,       ,        ,         ,29     ,note_off       ,      ,80.0     ,57.0            ,80.0          ,139679    ,145.49895833333332     ,480 ,0.0_36.0      ,Overdriven Guitar
940  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,139679    ,145.49895833333332     ,480 ,0.0_36.0      ,Overdriven Guitar
941  ,0.0     ,                 ,        ,            ,                                         ,                            ,45.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,45.0            ,80.0          ,139679    ,145.49895833333332     ,480 ,0.0_36.0      ,Overdriven Guitar
942  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,1      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,139680    ,145.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
943  ,0.0     ,                 ,        ,            ,                                         ,                            ,54.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,54.0            ,80.0          ,139680    ,145.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
944  ,0.0     ,                 ,        ,            ,                                         ,                            ,47.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,47.0            ,80.0          ,139680    ,145.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
945  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,64.0            ,95.0          ,139680    ,145.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
946  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,139680    ,145.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
947  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,139680    ,145.5                  ,480 ,0.0_36.0      ,Overdriven Guitar
948  ,0.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,64.0            ,80.0          ,140400    ,146.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
949  ,0.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,140400    ,146.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
950  ,0.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,140400    ,146.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
951  ,1.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,64.0            ,95.0          ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
952  ,1.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,59.0            ,95.0          ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
953  ,1.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,52.0            ,95.0          ,2400      ,2.5                    ,480 ,1.0_0.0       ,Overdriven Guitar
954  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,640.0  ,        ,         ,120    ,pitchwheel     ,      ,         ,                ,              ,2520      ,2.625                  ,480 ,1.0_0.0       ,Overdriven Guitar
955  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,640.0  ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2520      ,2.625                  ,480 ,1.0_0.0       ,Overdriven Guitar
956  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,640.0  ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2520      ,2.625                  ,480 ,1.0_0.0       ,Overdriven Guitar
957  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,1408.0 ,        ,         ,60     ,pitchwheel     ,      ,         ,                ,              ,2580      ,2.6875                 ,480 ,1.0_0.0       ,Overdriven Guitar
958  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,1408.0 ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2580      ,2.6875                 ,480 ,1.0_0.0       ,Overdriven Guitar
959  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,1408.0 ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2580      ,2.6875                 ,480 ,1.0_0.0       ,Overdriven Guitar
960  ,1.0     ,                 ,        ,            ,                                         ,                            ,64.0 ,          ,       ,        ,         ,60     ,note_off       ,      ,80.0     ,64.0            ,80.0          ,2640      ,2.75                   ,480 ,1.0_0.0       ,Overdriven Guitar
961  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,0.0    ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2640      ,2.75                   ,480 ,1.0_0.0       ,Overdriven Guitar
962  ,1.0     ,                 ,        ,            ,                                         ,                            ,59.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,59.0            ,80.0          ,2640      ,2.75                   ,480 ,1.0_0.0       ,Overdriven Guitar
963  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,0.0    ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2640      ,2.75                   ,480 ,1.0_0.0       ,Overdriven Guitar
964  ,1.0     ,                 ,        ,            ,                                         ,                            ,52.0 ,          ,       ,        ,         ,0      ,note_off       ,      ,80.0     ,52.0            ,80.0          ,2640      ,2.75                   ,480 ,1.0_0.0       ,Overdriven Guitar
965  ,1.0     ,                 ,        ,            ,                                         ,                            ,     ,          ,0.0    ,        ,         ,0      ,pitchwheel     ,      ,         ,                ,              ,2640      ,2.75                   ,480 ,1.0_0.0       ,Overdriven Guitar
966  ,0.0     ,                 ,        ,            ,                                         ,                            ,67.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,86.0     ,67.0            ,86.0          ,140400    ,146.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
967  ,0.0     ,                 ,        ,            ,                                         ,                            ,62.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,86.0     ,62.0            ,86.0          ,140400    ,146.25                 ,480 ,0.0_36.0      ,Overdriven Guitar
