,channel,clocks_per_click,control,data,denominator,frame_rate,frames,hours,key,minutes,name,notated_32nd_notes_per_beat,note,numerator,program,seconds,sub_frames,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
200,12.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,62.0,,,,70,0.07291666666666667,480,12.0_0.0,Pizzicato Strings
201,13.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,30,0.03125,480,13.0_0.0,Pizzicato Strings
202,13.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,32.0,,,,35,0.036458333333333336,480,13.0_0.0,Pizzicato Strings
203,13.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,61.0,,,,40,0.041666666666666664,480,13.0_0.0,Pizzicato Strings
204,13.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,45,0.046875,480,13.0_0.0,Pizzicato Strings
205,13.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,99.0,,,,50,0.052083333333333336,480,13.0_0.0,Pizzicato Strings
206,13.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,58.0,,,,55,0.057291666666666664,480,13.0_0.0,Pizzicato Strings
207,13.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,60,0.0625,480,13.0_0.0,Pizzicato Strings
208,13.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,102.0,,,,65,0.06770833333333333,480,13.0_0.0,Pizzicato Strings
209,13.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,62.0,,,,70,0.07291666666666667,480,13.0_0.0,Pizzicato Strings
210,14.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,30,0.03125,480,14.0_0.0,Pizzicato Strings
211,14.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,32.0,,,,35,0.036458333333333336,480,14.0_0.0,Pizzicato Strings
212,14.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,61.0,,,,40,0.041666666666666664,480,14.0_0.0,Pizzicato Strings
213,14.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,45,0.046875,480,14.0_0.0,Pizzicato Strings
214,14.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,99.0,,,,50,0.052083333333333336,480,14.0_0.0,Pizzicato Strings
215,14.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,58.0,,,,55,0.057291666666666664,480,14.0_0.0,Pizzicato Strings
216,14.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,60,0.0625,480,14.0_0.0,Pizzicato Strings
217,14.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,102.0,,,,65,0.06770833333333333,480,14.0_0.0,Pizzicato Strings
218,14.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,62.0,,,,70,0.07291666666666667,480,14.0_0.0,Pizzicato Strings
219,15.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,30,0.03125,480,15.0_0.0,Pizzicato Strings
220,15.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,32.0,,,,35,0.036458333333333336,480,15.0_0.0,Pizzicato Strings
221,15.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,61.0,,,,40,0.041666666666666664,480,15.0_0.0,Pizzicato Strings
222,15.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,45,0.046875,480,15.0_0.0,Pizzicato Strings
223,15.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,99.0,,,,50,0.052083333333333336,480,15.0_0.0,Pizzicato Strings
224,15.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,58.0,,,,55,0.057291666666666664,480,15.0_0.0,Pizzicato Strings
225,15.0,,99.0,,,,,,,,,,,,,,,,,5,control_change,1.0,,,,60,0.0625,480,15.0_0.0,Pizzicato Strings
226,15.0,,98.0,,,,,,,,,,,,,,,,,5,control_change,102.0,,,,65,0.06770833333333333,480,15.0_0.0,Pizzicato Strings
227,15.0,,6.0,,,,,,,,,,,,,,,,,5,control_change,62.0,,,,70,0.07291666666666667,480,15.0_0.0,Pizzicato Strings
228,13.0,,,,,,,,,,,,55.0,,,,,,,260,note_on,,60.0,55.0,60.0,330,0.34375,480,13.0_0.0,Pizzicato Strings
229,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_on,,60.0,48.0,60.0,70,0.07291666666666667,480,14.0_0.0,Pizzicato Strings
230,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,35,0.036458333333333336,480,9.0_0.0,String Ensemble 1
231,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,65,0.06770833333333333,480,9.0_0.0,String Ensemble 1
232,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,490,0.5104166666666666,480,13.0_0.0,Pizzicato Strings
233,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_off,,60.0,48.0,60.0,70,0.07291666666666667,480,14.0_0.0,Pizzicato Strings
234,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,115,0.11979166666666667,480,9.0_0.0,String Ensemble 1
235,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,145,0.15104166666666666,480,9.0_0.0,String Ensemble 1
236,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,195,0.203125,480,9.0_0.0,String Ensemble 1
237,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,225,0.234375,480,9.0_0.0,String Ensemble 1
238,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,275,0.2864583333333333,480,9.0_0.0,String Ensemble 1
239,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,305,0.3177083333333333,480,9.0_0.0,String Ensemble 1
240,13.0,,,,,,,,,,,,55.0,,,,,,,40,note_on,,60.0,55.0,60.0,530,0.5520833333333334,480,13.0_0.0,Pizzicato Strings
241,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_on,,60.0,67.0,60.0,530,0.5520833333333334,480,13.0_0.0,Pizzicato Strings
242,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,315,0.328125,480,9.0_0.0,String Ensemble 1
243,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,345,0.359375,480,9.0_0.0,String Ensemble 1
244,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,690,0.71875,480,13.0_0.0,Pizzicato Strings
245,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_off,,60.0,67.0,60.0,690,0.71875,480,13.0_0.0,Pizzicato Strings
246,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,395,0.4114583333333333,480,9.0_0.0,String Ensemble 1
247,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,425,0.4427083333333333,480,9.0_0.0,String Ensemble 1
248,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,475,0.4947916666666667,480,9.0_0.0,String Ensemble 1
249,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,505,0.5260416666666666,480,9.0_0.0,String Ensemble 1
250,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,555,0.578125,480,9.0_0.0,String Ensemble 1
251,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,585,0.609375,480,9.0_0.0,String Ensemble 1
252,14.0,,,,,,,,,,,,43.0,,,,,,,40,note_on,,60.0,43.0,60.0,110,0.11458333333333333,480,14.0_0.0,Pizzicato Strings
253,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_on,,60.0,55.0,60.0,110,0.11458333333333333,480,14.0_0.0,Pizzicato Strings
254,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,595,0.6197916666666666,480,9.0_0.0,String Ensemble 1
255,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,625,0.6510416666666666,480,9.0_0.0,String Ensemble 1
256,14.0,,,,,,,,,,,,43.0,,,,,,,160,note_off,,60.0,43.0,60.0,270,0.28125,480,14.0_0.0,Pizzicato Strings
257,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_off,,60.0,55.0,60.0,270,0.28125,480,14.0_0.0,Pizzicato Strings
258,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,675,0.703125,480,9.0_0.0,String Ensemble 1
259,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,705,0.734375,480,9.0_0.0,String Ensemble 1
260,13.0,,,,,,,,,,,,55.0,,,,,,,200,note_on,,60.0,55.0,60.0,890,0.9270833333333334,480,13.0_0.0,Pizzicato Strings
261,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_on,,60.0,48.0,60.0,270,0.28125,480,14.0_0.0,Pizzicato Strings
262,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,715,0.7447916666666666,480,9.0_0.0,String Ensemble 1
263,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,745,0.7760416666666666,480,9.0_0.0,String Ensemble 1
264,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,1050,1.09375,480,13.0_0.0,Pizzicato Strings
265,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_off,,60.0,48.0,60.0,270,0.28125,480,14.0_0.0,Pizzicato Strings
266,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,795,0.828125,480,9.0_0.0,String Ensemble 1
267,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,825,0.859375,480,9.0_0.0,String Ensemble 1
268,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,875,0.9114583333333334,480,9.0_0.0,String Ensemble 1
269,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,905,0.9427083333333334,480,9.0_0.0,String Ensemble 1
270,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,955,0.9947916666666666,480,9.0_0.0,String Ensemble 1
271,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,985,1.0260416666666667,480,9.0_0.0,String Ensemble 1
272,13.0,,,,,,,,,,,,55.0,,,,,,,40,note_on,,60.0,55.0,60.0,1090,1.1354166666666667,480,13.0_0.0,Pizzicato Strings
273,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_on,,60.0,67.0,60.0,1090,1.1354166666666667,480,13.0_0.0,Pizzicato Strings
274,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,995,1.0364583333333333,480,9.0_0.0,String Ensemble 1
275,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1025,1.0677083333333333,480,9.0_0.0,String Ensemble 1
276,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,1250,1.3020833333333333,480,13.0_0.0,Pizzicato Strings
277,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_off,,60.0,67.0,60.0,1250,1.3020833333333333,480,13.0_0.0,Pizzicato Strings
278,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1075,1.1197916666666667,480,9.0_0.0,String Ensemble 1
279,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1105,1.1510416666666667,480,9.0_0.0,String Ensemble 1
280,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1155,1.203125,480,9.0_0.0,String Ensemble 1
281,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1185,1.234375,480,9.0_0.0,String Ensemble 1
282,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1235,1.2864583333333333,480,9.0_0.0,String Ensemble 1
283,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1265,1.3177083333333333,480,9.0_0.0,String Ensemble 1
284,14.0,,,,,,,,,,,,43.0,,,,,,,40,note_on,,60.0,43.0,60.0,310,0.3229166666666667,480,14.0_0.0,Pizzicato Strings
285,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_on,,60.0,55.0,60.0,310,0.3229166666666667,480,14.0_0.0,Pizzicato Strings
286,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,1275,1.328125,480,9.0_0.0,String Ensemble 1
287,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1305,1.359375,480,9.0_0.0,String Ensemble 1
288,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1355,1.4114583333333333,480,9.0_0.0,String Ensemble 1
289,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1385,1.4427083333333333,480,9.0_0.0,String Ensemble 1
290,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1435,1.4947916666666667,480,9.0_0.0,String Ensemble 1
291,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1465,1.5260416666666667,480,9.0_0.0,String Ensemble 1
292,14.0,,,,,,,,,,,,43.0,,,,,,,0,note_off,,60.0,43.0,60.0,310,0.3229166666666667,480,14.0_0.0,Pizzicato Strings
293,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_off,,60.0,55.0,60.0,310,0.3229166666666667,480,14.0_0.0,Pizzicato Strings
294,14.0,,,,,,,,,,,,55.0,,,,,,,40,note_on,,60.0,55.0,60.0,350,0.3645833333333333,480,14.0_0.0,Pizzicato Strings
295,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,1475,1.5364583333333333,480,9.0_0.0,String Ensemble 1
296,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1505,1.5677083333333333,480,9.0_0.0,String Ensemble 1
297,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1555,1.6197916666666667,480,9.0_0.0,String Ensemble 1
298,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1585,1.6510416666666667,480,9.0_0.0,String Ensemble 1
299,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1635,1.703125,480,9.0_0.0,String Ensemble 1
300,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1665,1.734375,480,9.0_0.0,String Ensemble 1
301,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_off,,60.0,55.0,60.0,350,0.3645833333333333,480,14.0_0.0,Pizzicato Strings
302,13.0,,,,,,,,,,,,55.0,,,,,,,40,note_on,,60.0,55.0,60.0,1290,1.34375,480,13.0_0.0,Pizzicato Strings
303,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_on,,60.0,48.0,60.0,350,0.3645833333333333,480,14.0_0.0,Pizzicato Strings
304,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,1675,1.7447916666666667,480,9.0_0.0,String Ensemble 1
305,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1705,1.7760416666666667,480,9.0_0.0,String Ensemble 1
306,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,1450,1.5104166666666667,480,13.0_0.0,Pizzicato Strings
307,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_off,,60.0,48.0,60.0,350,0.3645833333333333,480,14.0_0.0,Pizzicato Strings
308,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1755,1.828125,480,9.0_0.0,String Ensemble 1
309,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1785,1.859375,480,9.0_0.0,String Ensemble 1
310,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1835,1.9114583333333333,480,9.0_0.0,String Ensemble 1
311,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1865,1.9427083333333333,480,9.0_0.0,String Ensemble 1
312,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,1915,1.9947916666666667,480,9.0_0.0,String Ensemble 1
313,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1945,2.0260416666666665,480,9.0_0.0,String Ensemble 1
314,13.0,,,,,,,,,,,,55.0,,,,,,,40,note_on,,60.0,55.0,60.0,1490,1.5520833333333333,480,13.0_0.0,Pizzicato Strings
315,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_on,,60.0,67.0,60.0,1490,1.5520833333333333,480,13.0_0.0,Pizzicato Strings
316,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,1955,2.0364583333333335,480,9.0_0.0,String Ensemble 1
317,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,1985,2.0677083333333335,480,9.0_0.0,String Ensemble 1
318,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,1650,1.71875,480,13.0_0.0,Pizzicato Strings
319,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_off,,60.0,67.0,60.0,1650,1.71875,480,13.0_0.0,Pizzicato Strings
320,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2035,2.1197916666666665,480,9.0_0.0,String Ensemble 1
321,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2065,2.1510416666666665,480,9.0_0.0,String Ensemble 1
322,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2115,2.203125,480,9.0_0.0,String Ensemble 1
323,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2145,2.234375,480,9.0_0.0,String Ensemble 1
324,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2195,2.2864583333333335,480,9.0_0.0,String Ensemble 1
325,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2225,2.3177083333333335,480,9.0_0.0,String Ensemble 1
326,14.0,,,,,,,,,,,,43.0,,,,,,,40,note_on,,60.0,43.0,60.0,390,0.40625,480,14.0_0.0,Pizzicato Strings
327,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_on,,60.0,55.0,60.0,390,0.40625,480,14.0_0.0,Pizzicato Strings
328,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,2235,2.328125,480,9.0_0.0,String Ensemble 1
329,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2265,2.359375,480,9.0_0.0,String Ensemble 1
330,14.0,,,,,,,,,,,,43.0,,,,,,,160,note_off,,60.0,43.0,60.0,550,0.5729166666666666,480,14.0_0.0,Pizzicato Strings
331,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_off,,60.0,55.0,60.0,550,0.5729166666666666,480,14.0_0.0,Pizzicato Strings
332,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2315,2.4114583333333335,480,9.0_0.0,String Ensemble 1
333,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2345,2.4427083333333335,480,9.0_0.0,String Ensemble 1
334,13.0,,,,,,,,,,,,55.0,,,,,,,200,note_on,,60.0,55.0,60.0,1850,1.9270833333333333,480,13.0_0.0,Pizzicato Strings
335,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_on,,60.0,48.0,60.0,550,0.5729166666666666,480,14.0_0.0,Pizzicato Strings
336,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,2355,2.453125,480,9.0_0.0,String Ensemble 1
337,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2385,2.484375,480,9.0_0.0,String Ensemble 1
338,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,2010,2.09375,480,13.0_0.0,Pizzicato Strings
339,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_off,,60.0,48.0,60.0,550,0.5729166666666666,480,14.0_0.0,Pizzicato Strings
340,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2435,2.5364583333333335,480,9.0_0.0,String Ensemble 1
341,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2465,2.5677083333333335,480,9.0_0.0,String Ensemble 1
342,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2515,2.6197916666666665,480,9.0_0.0,String Ensemble 1
343,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2545,2.6510416666666665,480,9.0_0.0,String Ensemble 1
344,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2595,2.703125,480,9.0_0.0,String Ensemble 1
345,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2625,2.734375,480,9.0_0.0,String Ensemble 1
346,13.0,,,,,,,,,,,,55.0,,,,,,,40,note_on,,60.0,55.0,60.0,2050,2.1354166666666665,480,13.0_0.0,Pizzicato Strings
347,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_on,,60.0,67.0,60.0,2050,2.1354166666666665,480,13.0_0.0,Pizzicato Strings
348,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,2635,2.7447916666666665,480,9.0_0.0,String Ensemble 1
349,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2665,2.7760416666666665,480,9.0_0.0,String Ensemble 1
350,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,2210,2.3020833333333335,480,13.0_0.0,Pizzicato Strings
351,13.0,,,,,,,,,,,,67.0,,,,,,,0,note_off,,60.0,67.0,60.0,2210,2.3020833333333335,480,13.0_0.0,Pizzicato Strings
352,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2715,2.828125,480,9.0_0.0,String Ensemble 1
353,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2745,2.859375,480,9.0_0.0,String Ensemble 1
354,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2795,2.9114583333333335,480,9.0_0.0,String Ensemble 1
355,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2825,2.9427083333333335,480,9.0_0.0,String Ensemble 1
356,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2875,2.9947916666666665,480,9.0_0.0,String Ensemble 1
357,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2905,3.0260416666666665,480,9.0_0.0,String Ensemble 1
358,14.0,,,,,,,,,,,,43.0,,,,,,,40,note_on,,60.0,43.0,60.0,590,0.6145833333333334,480,14.0_0.0,Pizzicato Strings
359,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_on,,60.0,55.0,60.0,590,0.6145833333333334,480,14.0_0.0,Pizzicato Strings
360,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,2915,3.0364583333333335,480,9.0_0.0,String Ensemble 1
361,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,2945,3.0677083333333335,480,9.0_0.0,String Ensemble 1
362,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,2995,3.1197916666666665,480,9.0_0.0,String Ensemble 1
363,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,3025,3.1510416666666665,480,9.0_0.0,String Ensemble 1
364,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,3075,3.203125,480,9.0_0.0,String Ensemble 1
365,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,3105,3.234375,480,9.0_0.0,String Ensemble 1
366,14.0,,,,,,,,,,,,43.0,,,,,,,0,note_off,,60.0,43.0,60.0,590,0.6145833333333334,480,14.0_0.0,Pizzicato Strings
367,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_off,,60.0,55.0,60.0,590,0.6145833333333334,480,14.0_0.0,Pizzicato Strings
368,14.0,,,,,,,,,,,,55.0,,,,,,,40,note_on,,60.0,55.0,60.0,630,0.65625,480,14.0_0.0,Pizzicato Strings
369,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,3115,3.2447916666666665,480,9.0_0.0,String Ensemble 1
370,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,3145,3.2760416666666665,480,9.0_0.0,String Ensemble 1
371,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,3195,3.328125,480,9.0_0.0,String Ensemble 1
372,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,3225,3.359375,480,9.0_0.0,String Ensemble 1
373,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,3275,3.4114583333333335,480,9.0_0.0,String Ensemble 1
374,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,3305,3.4427083333333335,480,9.0_0.0,String Ensemble 1
375,14.0,,,,,,,,,,,,55.0,,,,,,,0,note_off,,60.0,55.0,60.0,630,0.65625,480,14.0_0.0,Pizzicato Strings
376,0.0,,,,,,,,,,,,72.0,,,,,,,40,note_on,,60.0,72.0,60.0,515,0.5364583333333334,480,0.0_0.0,Flute
377,13.0,,,,,,,,,,,,55.0,,,,,,,0,note_on,,60.0,55.0,60.0,2210,2.3020833333333335,480,13.0_0.0,Pizzicato Strings
378,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_on,,60.0,48.0,60.0,630,0.65625,480,14.0_0.0,Pizzicato Strings
379,9.0,,,,,,,,,,,,40.0,,,,,,,10,note_on,,10.0,40.0,10.0,3315,3.453125,480,9.0_0.0,String Ensemble 1
380,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,3345,3.484375,480,9.0_0.0,String Ensemble 1
381,13.0,,,,,,,,,,,,55.0,,,,,,,160,note_off,,60.0,55.0,60.0,2370,2.46875,480,13.0_0.0,Pizzicato Strings
382,14.0,,,,,,,,,,,,48.0,,,,,,,0,note_off,,60.0,48.0,60.0,630,0.65625,480,14.0_0.0,Pizzicato Strings
383,9.0,,,,,,,,,,,,40.0,,,,,,,50,note_on,,10.0,40.0,10.0,3395,3.5364583333333335,480,9.0_0.0,String Ensemble 1
384,9.0,,,,,,,,,,,,40.0,,,,,,,30,note_off,,10.0,40.0,10.0,3425,3.5677083333333335,480,9.0_0.0,String Ensemble 1
