,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
0,,,,,,,,,,,631578.0,,0,set_tempo,,,,,0,0.0,480,nan_0.0,
1,,,,,,,,,,,,,0,track_name,,,,,-250,-0.2604166666666667,480,nan_-1.0,
2,,9.0,,4.0,,163.0,,4.0,,,,,0,time_signature,,,,,0,0.0,480,nan_0.0,
3,,,,,,,,,,,,Intro,0,marker,,,,,-250,-0.2604166666666667,480,nan_-1.0,
4,,,,,,,,,,,,Verse,17280,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
5,,,,,,,,,,,,Chorus,15360,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
6,,,,,,,,,,,,Keyboard solo...,15360,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
7,,,,,,,,,,,,Verse,11520,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
8,,,,,,,,,,,,Chorus,15360,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
9,,,,,,,,,,,,Break,15360,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
10,,,,,,,,,,,,Keyboard solo,7680,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
11,,,,,,,,,,,,Verse,7680,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
12,,,,,,,,,,,,Keyboard solo,7680,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
13,,,,,,,,,,,,Verse£,3840,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
14,,,,,,,,,,,,Chorus,7680,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
15,,,,,,,,,,,,Guitar solo,15360,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
16,,,,,,,,,,,,Chorus x2,26880,marker,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
17,,,,,,,,,,,,,0,end_of_track,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
18,,,,,Track 1,,,,,,,,0,track_name,,,,,-1,-0.0010416666666666667,480,nan_-1.0,
19,1.0,,100.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
20,1.0,,101.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
21,1.0,,6.0,,,,,,,,,,0,control_change,12.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
22,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,0,0.0,480,1.0_0.0,Distortion Guitar
23,1.0,,101.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
24,1.0,,100.0,,,,,,,,,,0,control_change,1.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
25,1.0,,6.0,,,,,,,,,,0,control_change,64.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
26,1.0,,38.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
27,1.0,,101.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
28,1.0,,100.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
29,0.0,,100.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
30,0.0,,101.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
31,0.0,,6.0,,,,,,,,,,0,control_change,12.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
32,0.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,0,0.0,480,0.0_0.0,Distortion Guitar
33,0.0,,101.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
34,0.0,,100.0,,,,,,,,,,0,control_change,1.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
35,0.0,,6.0,,,,,,,,,,0,control_change,64.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
36,0.0,,38.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
37,0.0,,101.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
38,0.0,,100.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
39,1.0,,101.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
40,1.0,,100.0,,,,,,,,,,0,control_change,2.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
41,1.0,,6.0,,,,,,,,,,0,control_change,64.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
42,1.0,,101.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
43,1.0,,100.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
44,0.0,,101.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
45,0.0,,100.0,,,,,,,,,,0,control_change,2.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
46,0.0,,6.0,,,,,,,,,,0,control_change,64.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
47,0.0,,101.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
48,0.0,,100.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
49,1.0,,,,,,,,,30.0,,,0,program_change,,,,,0,0.0,480,1.0_0.0,Distortion Guitar
50,0.0,,,,,,,,,30.0,,,0,program_change,,,,,0,0.0,480,0.0_0.0,Distortion Guitar
51,1.0,,0.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
52,0.0,,0.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
53,1.0,,7.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
54,0.0,,7.0,,,,,,,,,,0,control_change,127.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
55,1.0,,10.0,,,,,,,,,,0,control_change,64.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
56,0.0,,10.0,,,,,,,,,,0,control_change,64.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
57,1.0,,93.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
58,0.0,,93.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
59,1.0,,91.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
60,0.0,,91.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
61,1.0,,92.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
62,0.0,,92.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
63,1.0,,95.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,1.0_0.0,Distortion Guitar
64,0.0,,95.0,,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,0.0_0.0,Distortion Guitar
65,0.0,,,,,,52.0,,,,,,1920,note_on,,76.0,52.0,76.0,1920,2.0,480,0.0_0.0,Distortion Guitar
66,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,1920,2.0,480,0.0_0.0,Distortion Guitar
67,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,1920,2.0,480,0.0_0.0,Distortion Guitar
68,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,2280,2.375,480,0.0_0.0,Distortion Guitar
69,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,2280,2.375,480,0.0_0.0,Distortion Guitar
70,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,2280,2.375,480,0.0_0.0,Distortion Guitar
71,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,2400,2.5,480,0.0_0.0,Distortion Guitar
72,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,2400,2.5,480,0.0_0.0,Distortion Guitar
73,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,2400,2.5,480,0.0_0.0,Distortion Guitar
74,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,2760,2.875,480,0.0_0.0,Distortion Guitar
75,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,2760,2.875,480,0.0_0.0,Distortion Guitar
76,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,2760,2.875,480,0.0_0.0,Distortion Guitar
77,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,2880,3.0,480,0.0_0.0,Distortion Guitar
78,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,2880,3.0,480,0.0_0.0,Distortion Guitar
79,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,2880,3.0,480,0.0_0.0,Distortion Guitar
80,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,3240,3.375,480,0.0_0.0,Distortion Guitar
81,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,3240,3.375,480,0.0_0.0,Distortion Guitar
82,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,3240,3.375,480,0.0_0.0,Distortion Guitar
83,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,3360,3.5,480,0.0_0.0,Distortion Guitar
84,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,3360,3.5,480,0.0_0.0,Distortion Guitar
85,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,3360,3.5,480,0.0_0.0,Distortion Guitar
86,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,3720,3.875,480,0.0_0.0,Distortion Guitar
87,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,3720,3.875,480,0.0_0.0,Distortion Guitar
88,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,3720,3.875,480,0.0_0.0,Distortion Guitar
89,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,3840,4.0,480,0.0_1.0,Distortion Guitar
90,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,3840,4.0,480,0.0_1.0,Distortion Guitar
91,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,3840,4.0,480,0.0_1.0,Distortion Guitar
92,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,4200,4.375,480,0.0_1.0,Distortion Guitar
93,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,4200,4.375,480,0.0_1.0,Distortion Guitar
94,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,4200,4.375,480,0.0_1.0,Distortion Guitar
95,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,4320,4.5,480,0.0_1.0,Distortion Guitar
96,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,4320,4.5,480,0.0_1.0,Distortion Guitar
97,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,4320,4.5,480,0.0_1.0,Distortion Guitar
98,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,4680,4.875,480,0.0_1.0,Distortion Guitar
99,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,4680,4.875,480,0.0_1.0,Distortion Guitar
100,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,4680,4.875,480,0.0_1.0,Distortion Guitar
101,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,4800,5.0,480,0.0_1.0,Distortion Guitar
102,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,4800,5.0,480,0.0_1.0,Distortion Guitar
103,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,4800,5.0,480,0.0_1.0,Distortion Guitar
104,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,5160,5.375,480,0.0_1.0,Distortion Guitar
105,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,5160,5.375,480,0.0_1.0,Distortion Guitar
106,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,5160,5.375,480,0.0_1.0,Distortion Guitar
107,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,5280,5.5,480,0.0_1.0,Distortion Guitar
108,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,5280,5.5,480,0.0_1.0,Distortion Guitar
109,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,5280,5.5,480,0.0_1.0,Distortion Guitar
110,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,5400,5.625,480,0.0_1.0,Distortion Guitar
111,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,5400,5.625,480,0.0_1.0,Distortion Guitar
112,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,5400,5.625,480,0.0_1.0,Distortion Guitar
113,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,5400,5.625,480,0.0_1.0,Distortion Guitar
114,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,5400,5.625,480,0.0_1.0,Distortion Guitar
115,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,5400,5.625,480,0.0_1.0,Distortion Guitar
116,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,5760,6.0,480,0.0_1.0,Distortion Guitar
117,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,5760,6.0,480,0.0_1.0,Distortion Guitar
118,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,5760,6.0,480,0.0_1.0,Distortion Guitar
119,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,5760,6.0,480,0.0_1.0,Distortion Guitar
120,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,5760,6.0,480,0.0_1.0,Distortion Guitar
121,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,5760,6.0,480,0.0_1.0,Distortion Guitar
122,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,6000,6.25,480,0.0_1.0,Distortion Guitar
123,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,6000,6.25,480,0.0_1.0,Distortion Guitar
124,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,6000,6.25,480,0.0_1.0,Distortion Guitar
125,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,6240,6.5,480,0.0_1.0,Distortion Guitar
126,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,6240,6.5,480,0.0_1.0,Distortion Guitar
127,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,6240,6.5,480,0.0_1.0,Distortion Guitar
128,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,6600,6.875,480,0.0_1.0,Distortion Guitar
129,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,6600,6.875,480,0.0_1.0,Distortion Guitar
130,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,6600,6.875,480,0.0_1.0,Distortion Guitar
131,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,6720,7.0,480,0.0_1.0,Distortion Guitar
132,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,6720,7.0,480,0.0_1.0,Distortion Guitar
133,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,6720,7.0,480,0.0_1.0,Distortion Guitar
134,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,7080,7.375,480,0.0_1.0,Distortion Guitar
135,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,7080,7.375,480,0.0_1.0,Distortion Guitar
136,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,7080,7.375,480,0.0_1.0,Distortion Guitar
137,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,7200,7.5,480,0.0_1.0,Distortion Guitar
138,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,7200,7.5,480,0.0_1.0,Distortion Guitar
139,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,7200,7.5,480,0.0_1.0,Distortion Guitar
140,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,7560,7.875,480,0.0_1.0,Distortion Guitar
141,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,7560,7.875,480,0.0_1.0,Distortion Guitar
142,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,7560,7.875,480,0.0_1.0,Distortion Guitar
143,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,7680,8.0,480,0.0_2.0,Distortion Guitar
144,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,7680,8.0,480,0.0_2.0,Distortion Guitar
145,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,7680,8.0,480,0.0_2.0,Distortion Guitar
146,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,8040,8.375,480,0.0_2.0,Distortion Guitar
147,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,8040,8.375,480,0.0_2.0,Distortion Guitar
148,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,8040,8.375,480,0.0_2.0,Distortion Guitar
149,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,8160,8.5,480,0.0_2.0,Distortion Guitar
150,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,8160,8.5,480,0.0_2.0,Distortion Guitar
151,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,8160,8.5,480,0.0_2.0,Distortion Guitar
152,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,8520,8.875,480,0.0_2.0,Distortion Guitar
153,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,8520,8.875,480,0.0_2.0,Distortion Guitar
154,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,8520,8.875,480,0.0_2.0,Distortion Guitar
155,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,8640,9.0,480,0.0_2.0,Distortion Guitar
156,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,8640,9.0,480,0.0_2.0,Distortion Guitar
157,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,8640,9.0,480,0.0_2.0,Distortion Guitar
158,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,9000,9.375,480,0.0_2.0,Distortion Guitar
159,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,9000,9.375,480,0.0_2.0,Distortion Guitar
160,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,9000,9.375,480,0.0_2.0,Distortion Guitar
161,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,9120,9.5,480,0.0_2.0,Distortion Guitar
162,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,9120,9.5,480,0.0_2.0,Distortion Guitar
163,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,9120,9.5,480,0.0_2.0,Distortion Guitar
164,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,9240,9.625,480,0.0_2.0,Distortion Guitar
165,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,9240,9.625,480,0.0_2.0,Distortion Guitar
166,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,9240,9.625,480,0.0_2.0,Distortion Guitar
167,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,9240,9.625,480,0.0_2.0,Distortion Guitar
168,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,9240,9.625,480,0.0_2.0,Distortion Guitar
169,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,9240,9.625,480,0.0_2.0,Distortion Guitar
170,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,9600,10.0,480,0.0_2.0,Distortion Guitar
171,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,9600,10.0,480,0.0_2.0,Distortion Guitar
172,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,9600,10.0,480,0.0_2.0,Distortion Guitar
173,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,9600,10.0,480,0.0_2.0,Distortion Guitar
174,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,9600,10.0,480,0.0_2.0,Distortion Guitar
175,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,9600,10.0,480,0.0_2.0,Distortion Guitar
176,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,9840,10.25,480,0.0_2.0,Distortion Guitar
177,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,9840,10.25,480,0.0_2.0,Distortion Guitar
178,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,9840,10.25,480,0.0_2.0,Distortion Guitar
179,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,10080,10.5,480,0.0_2.0,Distortion Guitar
180,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,10080,10.5,480,0.0_2.0,Distortion Guitar
181,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,10080,10.5,480,0.0_2.0,Distortion Guitar
182,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,10440,10.875,480,0.0_2.0,Distortion Guitar
183,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,10440,10.875,480,0.0_2.0,Distortion Guitar
184,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,10440,10.875,480,0.0_2.0,Distortion Guitar
185,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,10560,11.0,480,0.0_2.0,Distortion Guitar
186,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,10560,11.0,480,0.0_2.0,Distortion Guitar
187,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,10560,11.0,480,0.0_2.0,Distortion Guitar
188,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,10920,11.375,480,0.0_2.0,Distortion Guitar
189,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,10920,11.375,480,0.0_2.0,Distortion Guitar
190,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,10920,11.375,480,0.0_2.0,Distortion Guitar
191,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,11040,11.5,480,0.0_2.0,Distortion Guitar
192,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,11040,11.5,480,0.0_2.0,Distortion Guitar
193,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,11040,11.5,480,0.0_2.0,Distortion Guitar
194,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,11400,11.875,480,0.0_2.0,Distortion Guitar
195,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,11400,11.875,480,0.0_2.0,Distortion Guitar
196,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,11400,11.875,480,0.0_2.0,Distortion Guitar
197,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,11520,12.0,480,0.0_3.0,Distortion Guitar
198,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,11520,12.0,480,0.0_3.0,Distortion Guitar
199,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,11520,12.0,480,0.0_3.0,Distortion Guitar
200,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,11880,12.375,480,0.0_3.0,Distortion Guitar
201,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,11880,12.375,480,0.0_3.0,Distortion Guitar
202,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,11880,12.375,480,0.0_3.0,Distortion Guitar
203,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,12000,12.5,480,0.0_3.0,Distortion Guitar
204,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,12000,12.5,480,0.0_3.0,Distortion Guitar
205,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,12000,12.5,480,0.0_3.0,Distortion Guitar
206,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,12360,12.875,480,0.0_3.0,Distortion Guitar
207,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,12360,12.875,480,0.0_3.0,Distortion Guitar
208,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,12360,12.875,480,0.0_3.0,Distortion Guitar
209,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,12480,13.0,480,0.0_3.0,Distortion Guitar
210,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,12480,13.0,480,0.0_3.0,Distortion Guitar
211,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,12480,13.0,480,0.0_3.0,Distortion Guitar
212,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,12840,13.375,480,0.0_3.0,Distortion Guitar
213,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,12840,13.375,480,0.0_3.0,Distortion Guitar
214,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,12840,13.375,480,0.0_3.0,Distortion Guitar
215,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,12960,13.5,480,0.0_3.0,Distortion Guitar
216,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,12960,13.5,480,0.0_3.0,Distortion Guitar
217,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,12960,13.5,480,0.0_3.0,Distortion Guitar
218,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,13080,13.625,480,0.0_3.0,Distortion Guitar
219,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,13080,13.625,480,0.0_3.0,Distortion Guitar
220,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,13080,13.625,480,0.0_3.0,Distortion Guitar
221,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,13080,13.625,480,0.0_3.0,Distortion Guitar
