,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
0,0.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
1,0.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
2,0.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
3,0.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
4,1.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
5,1.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
6,1.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
7,1.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
8,2.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,2.0_0.0,Distortion Guitar
9,2.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,2.0_0.0,Distortion Guitar
10,2.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,2.0_0.0,Distortion Guitar
11,2.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,2.0_0.0,Distortion Guitar
12,3.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,3.0_0.0,Distortion Guitar
13,3.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,3.0_0.0,Distortion Guitar
14,3.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,3.0_0.0,Distortion Guitar
15,3.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,3.0_0.0,Distortion Guitar
16,4.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,4.0_0.0,
17,4.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,4.0_0.0,
18,4.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,4.0_0.0,
19,4.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,4.0_0.0,
20,5.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,5.0_0.0,
21,5.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,5.0_0.0,
22,5.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,5.0_0.0,
23,5.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,5.0_0.0,
24,6.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,6.0_0.0,
25,6.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,6.0_0.0,
26,6.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,6.0_0.0,
27,6.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,6.0_0.0,
28,7.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,7.0_0.0,
29,7.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,7.0_0.0,
30,7.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,7.0_0.0,
31,7.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,7.0_0.0,
32,8.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,8.0_0.0,
33,8.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,8.0_0.0,
34,8.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,8.0_0.0,
35,8.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,8.0_0.0,
36,9.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,9.0_0.0,
37,9.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,9.0_0.0,
38,9.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,9.0_0.0,
39,9.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,9.0_0.0,
40,10.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,10.0_0.0,
41,10.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,10.0_0.0,
42,10.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,10.0_0.0,
43,10.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,10.0_0.0,
44,11.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,11.0_0.0,
45,11.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,11.0_0.0,
46,11.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,11.0_0.0,
47,11.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,11.0_0.0,
48,12.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,12.0_0.0,
49,12.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,12.0_0.0,
50,12.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,12.0_0.0,
51,12.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,12.0_0.0,
52,13.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,13.0_0.0,
53,13.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,13.0_0.0,
54,13.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,13.0_0.0,
55,13.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,13.0_0.0,
56,14.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,14.0_0.0,
57,14.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,14.0_0.0,
58,14.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,14.0_0.0,
59,14.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,14.0_0.0,
60,15.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,15.0_0.0,
61,15.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,15.0_0.0,
62,15.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,15.0_0.0,
63,15.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,15.0_0.0,
64,,24.0,,4.0,8.0,,4.0,,,,0,time_signature,,,,,4630263366890291200,2411595503588693.5,960,nan_602898875897173.0,
65,,,,,,,,,,540540.0,0,set_tempo,,,,,4631389266797133824,2412181909790174.0,960,nan_603045477447543.0,
66,,,,,,,,,,,0,end_of_track,,,,,4630544841867001856,2411742105139063.5,960,nan_602935526284765.0,
67,0.0,,,,,,,0.0,,,0,pitchwheel,,,,,0,0.0,960,0.0_0.0,Distortion Guitar
68,0.0,,7.0,,,,,,,,0,control_change,103.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
69,0.0,,10.0,,,,,,,,0,control_change,23.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
70,0.0,,93.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
71,0.0,,91.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
72,0.0,,95.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
73,0.0,,92.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
74,0.0,,11.0,,,,,,,,0,control_change,127.0,,,,0,0.0,960,0.0_0.0,Distortion Guitar
75,0.0,,,,,,,,30.0,,0,program_change,,,,,0,0.0,960,0.0_0.0,Distortion Guitar
76,1.0,,7.0,,,,,,,,0,control_change,103.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
77,1.0,,10.0,,,,,,,,0,control_change,23.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
78,1.0,,93.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
79,1.0,,91.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
80,1.0,,95.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
81,1.0,,92.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
82,1.0,,11.0,,,,,,,,0,control_change,127.0,,,,0,0.0,960,1.0_0.0,Distortion Guitar
83,1.0,,,,,,,,30.0,,0,program_change,,,,,0,0.0,960,1.0_0.0,Distortion Guitar
84,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,0,0.0,960,0.0_0.0,Distortion Guitar
85,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,240,0.125,960,0.0_0.0,Distortion Guitar
86,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,240,0.125,960,0.0_0.0,Distortion Guitar
87,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,480,0.25,960,0.0_0.0,Distortion Guitar
88,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,720,0.375,960,0.0_0.0,Distortion Guitar
89,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,180,0.09375,960,1.0_0.0,Distortion Guitar
90,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,Distortion Guitar
91,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,180,0.09375,960,1.0_0.0,Distortion Guitar
92,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,180,0.09375,960,1.0_0.0,Distortion Guitar
93,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,Distortion Guitar
94,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,660,0.34375,960,1.0_0.0,Distortion Guitar
95,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,Distortion Guitar
96,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,Distortion Guitar
97,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,1020,0.53125,960,0.0_0.0,Distortion Guitar
98,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,1020,0.53125,960,0.0_0.0,Distortion Guitar
99,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,1260,0.65625,960,0.0_0.0,Distortion Guitar
100,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,1500,0.78125,960,0.0_0.0,Distortion Guitar
101,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,1740,0.90625,960,0.0_0.0,Distortion Guitar
102,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,1740,0.90625,960,0.0_0.0,Distortion Guitar
103,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,1740,0.90625,960,0.0_0.0,Distortion Guitar
104,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,2220,1.15625,960,0.0_0.0,Distortion Guitar
105,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,2220,1.15625,960,0.0_0.0,Distortion Guitar
106,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2220,1.15625,960,0.0_0.0,Distortion Guitar
107,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,2460,1.28125,960,0.0_0.0,Distortion Guitar
108,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2460,1.28125,960,0.0_0.0,Distortion Guitar
109,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,2700,1.40625,960,0.0_0.0,Distortion Guitar
110,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,2700,1.40625,960,0.0_0.0,Distortion Guitar
111,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,2700,1.40625,960,0.0_0.0,Distortion Guitar
112,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,3180,1.65625,960,0.0_0.0,Distortion Guitar
113,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,3180,1.65625,960,0.0_0.0,Distortion Guitar
114,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3180,1.65625,960,0.0_0.0,Distortion Guitar
115,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,3420,1.78125,960,0.0_0.0,Distortion Guitar
116,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3420,1.78125,960,0.0_0.0,Distortion Guitar
117,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,3660,1.90625,960,0.0_0.0,Distortion Guitar
118,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,3900,2.03125,960,0.0_0.0,Distortion Guitar
119,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,840,0.4375,960,1.0_0.0,Distortion Guitar
120,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,Distortion Guitar
121,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,840,0.4375,960,1.0_0.0,Distortion Guitar
122,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,840,0.4375,960,1.0_0.0,Distortion Guitar
123,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,Distortion Guitar
124,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,1320,0.6875,960,1.0_0.0,Distortion Guitar
125,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,Distortion Guitar
126,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,Distortion Guitar
127,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,4200,2.1875,960,0.0_0.0,Distortion Guitar
128,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,4200,2.1875,960,0.0_0.0,Distortion Guitar
129,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,4440,2.3125,960,0.0_0.0,Distortion Guitar
130,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,4680,2.4375,960,0.0_0.0,Distortion Guitar
131,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,4920,2.5625,960,0.0_0.0,Distortion Guitar
132,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,4920,2.5625,960,0.0_0.0,Distortion Guitar
133,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,4920,2.5625,960,0.0_0.0,Distortion Guitar
134,0.0,,,,,61.0,,,,,480,note_off,,95.0,61.0,95.0,5400,2.8125,960,0.0_0.0,Distortion Guitar
135,0.0,,,,,54.0,,,,,0,note_off,,95.0,54.0,95.0,5400,2.8125,960,0.0_0.0,Distortion Guitar
136,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5400,2.8125,960,0.0_0.0,Distortion Guitar
137,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,5640,2.9375,960,0.0_0.0,Distortion Guitar
138,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5640,2.9375,960,0.0_0.0,Distortion Guitar
139,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,5880,3.0625,960,0.0_0.0,Distortion Guitar
140,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,5880,3.0625,960,0.0_0.0,Distortion Guitar
141,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,5880,3.0625,960,0.0_0.0,Distortion Guitar
142,0.0,,,,,60.0,,,,,480,note_off,,95.0,60.0,95.0,6360,3.3125,960,0.0_0.0,Distortion Guitar
143,0.0,,,,,53.0,,,,,0,note_off,,95.0,53.0,95.0,6360,3.3125,960,0.0_0.0,Distortion Guitar
144,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6360,3.3125,960,0.0_0.0,Distortion Guitar
145,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,6600,3.4375,960,0.0_0.0,Distortion Guitar
146,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6600,3.4375,960,0.0_0.0,Distortion Guitar
147,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,6840,3.5625,960,0.0_0.0,Distortion Guitar
148,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7080,3.6875,960,0.0_0.0,Distortion Guitar
149,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,1500,0.78125,960,1.0_0.0,Distortion Guitar
150,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,Distortion Guitar
151,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,1500,0.78125,960,1.0_0.0,Distortion Guitar
152,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,1500,0.78125,960,1.0_0.0,Distortion Guitar
153,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,Distortion Guitar
154,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,1980,1.03125,960,1.0_0.0,Distortion Guitar
155,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,Distortion Guitar
156,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,Distortion Guitar
157,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,7380,3.84375,960,0.0_0.0,Distortion Guitar
158,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7380,3.84375,960,0.0_0.0,Distortion Guitar
159,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,7620,3.96875,960,0.0_0.0,Distortion Guitar
160,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7860,4.09375,960,0.0_1.0,Distortion Guitar
161,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,8100,4.21875,960,0.0_1.0,Distortion Guitar
162,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,8100,4.21875,960,0.0_1.0,Distortion Guitar
163,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,8100,4.21875,960,0.0_1.0,Distortion Guitar
164,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,8580,4.46875,960,0.0_1.0,Distortion Guitar
165,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,8580,4.46875,960,0.0_1.0,Distortion Guitar
166,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8580,4.46875,960,0.0_1.0,Distortion Guitar
167,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,8820,4.59375,960,0.0_1.0,Distortion Guitar
168,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8820,4.59375,960,0.0_1.0,Distortion Guitar
169,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,9060,4.71875,960,0.0_1.0,Distortion Guitar
170,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,9060,4.71875,960,0.0_1.0,Distortion Guitar
171,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,9060,4.71875,960,0.0_1.0,Distortion Guitar
172,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,9540,4.96875,960,0.0_1.0,Distortion Guitar
173,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,9540,4.96875,960,0.0_1.0,Distortion Guitar
174,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9540,4.96875,960,0.0_1.0,Distortion Guitar
175,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,9780,5.09375,960,0.0_1.0,Distortion Guitar
176,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9780,5.09375,960,0.0_1.0,Distortion Guitar
177,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,10020,5.21875,960,0.0_1.0,Distortion Guitar
178,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,10260,5.34375,960,0.0_1.0,Distortion Guitar
179,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2160,1.125,960,1.0_0.0,Distortion Guitar
180,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,Distortion Guitar
181,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,2160,1.125,960,1.0_0.0,Distortion Guitar
182,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2160,1.125,960,1.0_0.0,Distortion Guitar
183,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,Distortion Guitar
184,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,2640,1.375,960,1.0_0.0,Distortion Guitar
185,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,Distortion Guitar
186,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,Distortion Guitar
187,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,10560,5.5,960,0.0_1.0,Distortion Guitar
188,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10560,5.5,960,0.0_1.0,Distortion Guitar
189,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,10800,5.625,960,0.0_1.0,Distortion Guitar
190,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,11040,5.75,960,0.0_1.0,Distortion Guitar
191,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,11280,5.875,960,0.0_1.0,Distortion Guitar
192,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,11280,5.875,960,0.0_1.0,Distortion Guitar
193,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,11280,5.875,960,0.0_1.0,Distortion Guitar
194,0.0,,,,,49.0,,,,,480,note_off,,95.0,49.0,95.0,11760,6.125,960,0.0_1.0,Distortion Guitar
195,0.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,11760,6.125,960,0.0_1.0,Distortion Guitar
196,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,11760,6.125,960,0.0_1.0,Distortion Guitar
197,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,12000,6.25,960,0.0_1.0,Distortion Guitar
198,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12000,6.25,960,0.0_1.0,Distortion Guitar
199,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,12240,6.375,960,0.0_1.0,Distortion Guitar
200,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,12240,6.375,960,0.0_1.0,Distortion Guitar
201,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,12240,6.375,960,0.0_1.0,Distortion Guitar
202,0.0,,,,,48.0,,,,,480,note_off,,95.0,48.0,95.0,12720,6.625,960,0.0_1.0,Distortion Guitar
203,0.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,12720,6.625,960,0.0_1.0,Distortion Guitar
204,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12720,6.625,960,0.0_1.0,Distortion Guitar
205,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,12960,6.75,960,0.0_1.0,Distortion Guitar
206,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12960,6.75,960,0.0_1.0,Distortion Guitar
207,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,13200,6.875,960,0.0_1.0,Distortion Guitar
208,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,13440,7.0,960,0.0_1.0,Distortion Guitar
209,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2820,1.46875,960,1.0_0.0,Distortion Guitar
210,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,Distortion Guitar
211,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,2820,1.46875,960,1.0_0.0,Distortion Guitar
212,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2820,1.46875,960,1.0_0.0,Distortion Guitar
213,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,Distortion Guitar
214,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,3300,1.71875,960,1.0_0.0,Distortion Guitar
215,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,Distortion Guitar
216,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,Distortion Guitar
217,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,13740,7.15625,960,0.0_1.0,Distortion Guitar
218,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13740,7.15625,960,0.0_1.0,Distortion Guitar
219,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,13980,7.28125,960,0.0_1.0,Distortion Guitar
220,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,14220,7.40625,960,0.0_1.0,Distortion Guitar
221,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,14460,7.53125,960,0.0_1.0,Distortion Guitar
222,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,14460,7.53125,960,0.0_1.0,Distortion Guitar
223,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,14460,7.53125,960,0.0_1.0,Distortion Guitar
224,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,14940,7.78125,960,0.0_1.0,Distortion Guitar
225,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,14940,7.78125,960,0.0_1.0,Distortion Guitar
226,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,14940,7.78125,960,0.0_1.0,Distortion Guitar
227,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,15180,7.90625,960,0.0_1.0,Distortion Guitar
228,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,15180,7.90625,960,0.0_1.0,Distortion Guitar
229,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,15420,8.03125,960,0.0_2.0,Distortion Guitar
230,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,15420,8.03125,960,0.0_2.0,Distortion Guitar
231,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,15420,8.03125,960,0.0_2.0,Distortion Guitar
232,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,15900,8.28125,960,0.0_2.0,Distortion Guitar
233,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,15900,8.28125,960,0.0_2.0,Distortion Guitar
