octave,note_name,note_time,magnitude
4,C,9357.054632464275,0.10814670578266262
4,C#,9357.054632464275,0.33781394719107793
4,D,9357.054632464275,0.35304400544426223
4,D#,9357.054632464275,0.14447623895002415
5,C,9357.054632464275,0.11505970753704423
5,C#,9357.054632464275,0.6684064017759613
5,D,9357.054632464275,0.7817256597379371
5,D#,9357.054632464275,0.28805431087524147
5,A,9357.054632464275,0.12939707458257296
6,D,9357.054632464275,0.1034559318893029
4,C,9380.273130311582,0.10257685838398507
4,C#,9380.273130311582,0.4822722412051083
4,D,9380.273130311582,0.483811656405047
4,D#,9380.273130311582,0.1368964386334476
5,C,9380.273130311582,0.12141186515262718
5,C#,9380.273130311582,1.141802602052575
5,D,9380.273130311582,1.4273832240367739
5,D#,9380.273130311582,0.5043608927931101
5,A,9380.273130311582,0.12198089047879948
6,C#,9380.273130311582,0.15889985861174824
6,D,9380.273130311582,0.20876408933158905
4,C#,9403.491628158887,0.45184990043967194
4,D,9403.491628158887,0.5003976264439385
4,D#,9403.491628158887,0.14512980327428274
5,C,9403.491628158887,0.13896902686370496
5,C#,9403.491628158887,1.2258600670843844
5,D,9403.491628158887,1.5094169223350389
5,D#,9403.491628158887,0.5114873188118145
6,C#,9403.491628158887,0.1498097851389332
6,D,9403.491628158887,0.19003270047460905
4,C#,9426.710126006192,0.4624804470373271
4,D,9426.710126006192,0.5993037187907588
4,D#,9426.710126006192,0.2082932537227138
5,C#,9426.710126006192,1.084289982370309
5,D,9426.710126006192,1.4009967650855375
5,D#,9426.710126006192,0.4971859672141415
6,C#,9426.710126006192,0.13757922646824372
6,D,9426.710126006192,0.18071919585097523
4,C#,9449.928623853499,0.49887249238786363
4,D,9449.928623853499,0.6293573176271935
4,D#,9449.928623853499,0.2740743293116332
5,C#,9449.928623853499,0.9589437778293806
5,D,9449.928623853499,1.3287464250000998
5,D#,9449.928623853499,0.5073254228733062
6,C#,9449.928623853499,0.13177887438190475
6,D,9449.928623853499,0.1875570164143975
4,C,9473.147121700806,0.1273439313572282
4,C#,9473.147121700806,0.45999689481658723
4,D,9473.147121700806,0.3255155344732629
5,C#,9473.147121700806,0.9108916841916395
5,D,9473.147121700806,1.4643893190224226
5,D#,9473.147121700806,0.6581090839106236
6,C#,9473.147121700806,0.12252675025702267
6,D,9473.147121700806,0.18335039805451767
4,C#,9496.365619548109,0.3651434162201918
4,D,9496.365619548109,0.42704754141981394
4,D#,9496.365619548109,0.17670487412492306
5,C#,9496.365619548109,1.1532740021087764
5,D,9496.365619548109,1.5492806478449275
5,D#,9496.365619548109,0.5708908257883257
5,A,9496.365619548109,0.11877589908263315
6,C#,9496.365619548109,0.13828176324393252
6,D,9496.365619548109,0.19431057968602666
4,C#,9519.584117395416,0.3322446705468216
4,D,9519.584117395416,0.30420374641403
5,C,9519.584117395416,0.15115112032755273
5,C#,9519.584117395416,1.3048410554208982
5,D,9519.584117395416,1.57316771762965
5,D#,9519.584117395416,0.5234391002419496
5,A,9519.584117395416,0.11881673998033769
6,C#,9519.584117395416,0.1303065130019696
6,D,9519.584117395416,0.15298500673394969
4,C#,9542.802615242723,0.30740350730335686
4,D,9542.802615242723,0.3543283514540593
4,D#,9542.802615242723,0.1118929226496426
5,C#,9542.802615242723,1.205467997023743
5,D,9542.802615242723,1.556738053984463
5,D#,9542.802615242723,0.5476238521650881
5,A,9542.802615242723,0.1247186916857443
6,C#,9542.802615242723,0.11035072629677012
6,D,9542.802615242723,0.1385584689768995
4,C#,9566.021113090028,0.30881008342069693
4,D,9566.021113090028,0.44552639907016733
4,D#,9566.021113090028,0.19084974473775185
5,C#,9566.021113090028,1.1303333746061623
5,D,9566.021113090028,1.5630251656696372
5,D#,9566.021113090028,0.5974479226465179
5,G#,9566.021113090028,0.10141499295213606
5,A,9566.021113090028,0.14056353507044317
6,C#,9566.021113090028,0.1047721208913409
6,D,9566.021113090028,0.14095235612116117
4,C#,9589.239610937333,0.30087327816778936
4,D,9589.239610937333,0.42364032904090043
4,D#,9589.239610937333,0.17569036859715878
5,C#,9589.239610937333,1.1608302617302262
5,D,9589.239610937333,1.6045607889771207
5,D#,9589.239610937333,0.621295498429877
5,A,9589.239610937333,0.12326264027303377
6,C#,9589.239610937333,0.13476026566413435
6,D,9589.239610937333,0.18875947932354775
4,C#,9612.45810878464,0.2908347844569005
4,D,9612.45810878464,0.3768168264283941
4,D#,9612.45810878464,0.12804056139056363
5,C#,9612.45810878464,1.1010125488228568
5,D,9612.45810878464,1.5199618493096017
5,D#,9612.45810878464,0.5894883825934172
5,A,9612.45810878464,0.11548417225957532
6,C#,9612.45810878464,0.13888649931429584
6,D,9612.45810878464,0.19815728144157205
4,C#,9635.676606631947,0.3048021219111593
4,D,9635.676606631947,0.4120282160077366
4,D#,9635.676606631947,0.15592503957715043
5,C#,9635.676606631947,0.9628451624929001
5,D,9635.676606631947,1.3608678895764297
5,D#,9635.676606631947,0.5258796345117913
5,A,9635.676606631947,0.1238579787160242
6,C#,9635.676606631947,0.13369861816217288
6,D,9635.676606631947,0.19671503223887246
4,C#,9658.895104479252,0.32491563373110594
4,D,9658.895104479252,0.4286230931862735
4,D#,9658.895104479252,0.15064187856268968
5,C#,9658.895104479252,0.982354056795801
5,D,9658.895104479252,1.37978495303174
5,D#,9658.895104479252,0.5460679755705462
5,A,9658.895104479252,0.11200450470814265
6,C#,9658.895104479252,0.1325756040795297
6,D,9658.895104479252,0.18933384710707532
4,C#,9682.113602326557,0.35645186651404587
4,D,9682.113602326557,0.44027093319645694
4,D#,9682.113602326557,0.14647256426013472
5,C,9682.113602326557,0.10887146682365054
5,C#,9682.113602326557,1.036488516040754
5,D,9682.113602326557,1.301915919361532
5,D#,9682.113602326557,0.44645400368665367
5,A,9682.113602326557,0.11305862087890198
6,C#,9682.113602326557,0.13362569058732734
6,D,9682.113602326557,0.17445092693450287
4,C#,9705.332100173864,0.38794711769088
4,D,9705.332100173864,0.4758750758392796
4,D#,9705.332100173864,0.1595003726001542
5,C#,9705.332100173864,0.9566605322399903
5,D,9705.332100173864,1.2654052782134637
5,D#,9705.332100173864,0.4811217382617943
5,A,9705.332100173864,0.12729768460861132
6,C#,9705.332100173864,0.11595805540689622
6,D,9705.332100173864,0.16372783823981327
4,C#,9728.55059802117,0.4176258971371768
4,D,9728.55059802117,0.5038582751646835
4,D#,9728.55059802117,0.1710540130675632
