note_name,octave,note_time,magnitude
D,3,0.0,0.19084337527068276
D#,3,0.0,0.154335230900091
F#,3,0.0,0.1198463331231793
G,3,0.0,0.3478181857985748
G#,3,0.0,0.2115727633008262
F#,4,0.0,0.18062946766056936
G,4,0.0,0.27848980146822333
G#,4,0.0,0.10397279125546705
C#,5,0.0,0.10340834761843935
D,5,0.0,0.12748820561333526
F#,5,0.0,0.16165443908655738
G,5,0.0,0.231141308890943
A,5,0.0,0.2398030028279559
A#,5,0.0,0.295481597598402
B,5,0.0,0.402453042800626
C,6,0.0,0.3415724587456637
C#,6,0.0,0.12497721811805663
D,3,23.20500927643785,0.18188549790860642
D#,3,23.20500927643785,0.11496339541850455
F#,3,23.20500927643785,0.14619714432909467
G,3,23.20500927643785,0.3065401838509858
G#,3,23.20500927643785,0.24424664592999956
F#,4,23.20500927643785,0.1609431468375202
G,4,23.20500927643785,0.29598474239681305
G#,4,23.20500927643785,0.1478744956358373
D,5,23.20500927643785,0.11689971788550532
F,5,23.20500927643785,0.100445685108352
F#,5,23.20500927643785,0.2262675058105532
G,5,23.20500927643785,0.1489374648782308
G#,5,23.20500927643785,0.25984140702789665
A,5,23.20500927643785,0.5340699627937869
A#,5,23.20500927643785,0.21610980136414507
B,5,23.20500927643785,0.45393326492693664
C,6,23.20500927643785,0.32282446556567906
D,3,46.4100185528757,0.16581026710663332
G,3,46.4100185528757,0.252917035942546
G#,3,46.4100185528757,0.20144704414974143
F#,4,46.4100185528757,0.14302950854005436
G,4,46.4100185528757,0.2967508332326708
G#,4,46.4100185528757,0.15902956997774148
D,5,46.4100185528757,0.13696101939692765
F,5,46.4100185528757,0.11080435805797414
F#,5,46.4100185528757,0.19892597254103817
G,5,46.4100185528757,0.13120283121404683
G#,5,46.4100185528757,0.2637064483523128
A,5,46.4100185528757,0.7488645029877867
A#,5,46.4100185528757,0.657624224385326
B,5,46.4100185528757,0.39860180389721594
C,6,46.4100185528757,0.19362604515031837
D,3,69.61502782931356,0.162630475629204
G,3,69.61502782931356,0.3210995244351315
G#,3,69.61502782931356,0.2507028524656419
F#,4,69.61502782931356,0.15329024717249054
G,4,69.61502782931356,0.3066481218029689
G#,4,69.61502782931356,0.16817727485166276
D,5,69.61502782931356,0.14744518307074708
F#,5,69.61502782931356,0.15380827750524606
G#,5,69.61502782931356,0.3574109516793414
A,5,69.61502782931356,0.8710267864862706
A#,5,69.61502782931356,0.5532368861115659
C,6,69.61502782931356,0.12796109784026852
D,3,92.8200371057514,0.16254521745954742
F#,3,92.8200371057514,0.19370991925604136
G,3,92.8200371057514,0.4634509994561351
G#,3,92.8200371057514,0.32073149931697204
F#,4,92.8200371057514,0.15358416919595888
G,4,92.8200371057514,0.3058548271051508
G#,4,92.8200371057514,0.16525708872667283
D,5,92.8200371057514,0.16082442525846674
F#,5,92.8200371057514,0.11128669705476005
G,5,92.8200371057514,0.1158942939861821
G#,5,92.8200371057514,0.201951990632569
A,5,92.8200371057514,0.628219962200314
A#,5,92.8200371057514,0.44335317622399023
D,3,116.02504638218925,0.16274172209397894
F#,3,116.02504638218925,0.28318692012110425
G,3,116.02504638218925,0.6046793669695466
G#,3,116.02504638218925,0.3807773395012966
F#,4,116.02504638218925,0.14962795740088453
G,4,116.02504638218925,0.3011817839804513
G#,4,116.02504638218925,0.1567936663367853
C,5,116.02504638218925,0.15194658659805244
C#,5,116.02504638218925,0.23684602516938758
D,5,116.02504638218925,0.21407193337254485
F#,5,116.02504638218925,0.12742109249863628
G#,5,116.02504638218925,0.16093466932673042
A,5,116.02504638218925,0.31147604264313666
A#,5,116.02504638218925,0.27260743758997963
B,5,116.02504638218925,0.1290170838029051
C#,6,116.02504638218925,0.19054374842594457
D,6,116.02504638218925,0.3461284495778675
D#,6,116.02504638218925,0.1891945223094608
D,3,139.23005565862712,0.15834636040207128
F#,3,139.23005565862712,0.31043588998806193
G,3,139.23005565862712,0.6844182719930394
G#,3,139.23005565862712,0.39710463052408196
F#,4,139.23005565862712,0.16264093533128654
G,4,139.23005565862712,0.3280464661148372
G#,4,139.23005565862712,0.18057413442556927
C#,5,139.23005565862712,0.1738250768109038
D,5,139.23005565862712,0.18141980919073541
F#,5,139.23005565862712,0.1309622604382567
A,5,139.23005565862712,0.10789557882272721
A#,5,139.23005565862712,0.16193710843039283
B,5,139.23005565862712,0.4513144366774804
C,6,139.23005565862712,0.2753965426516523
C#,6,139.23005565862712,0.23562014257505334
D,6,139.23005565862712,0.47463791913418185
D#,6,139.23005565862712,0.2606884031927615
D,3,162.43506493506496,0.15244070021532694
F#,3,162.43506493506496,0.3691755480292282
G,3,162.43506493506496,0.7242468720330757
G#,3,162.43506493506496,0.41346918082708584
F#,4,162.43506493506496,0.1686623291128827
G,4,162.43506493506496,0.34191244977399377
G#,4,162.43506493506496,0.1869465150075914
C#,5,162.43506493506496,0.146242523615427
D,5,162.43506493506496,0.1805216511504949
F#,5,162.43506493506496,0.14629724375992714
A#,5,162.43506493506496,0.2567081300855195
B,5,162.43506493506496,0.6800968525637118
C,6,162.43506493506496,0.41515464594530493
C#,6,162.43506493506496,0.32542193784096946
D,6,162.43506493506496,0.7174269987488547
D#,6,162.43506493506496,0.3854430535329499
D,3,185.6400742115028,0.14845528484858297
F#,3,185.6400742115028,0.3760677239549858
G,3,185.6400742115028,0.7434611213754052
G#,3,185.6400742115028,0.38365763532952063
F#,4,185.6400742115028,0.17645285629050914
G,4,185.6400742115028,0.3494108643603766
G#,4,185.6400742115028,0.1906919586353134
C#,5,185.6400742115028,0.11177012347299232
D,5,185.6400742115028,0.1665834922486976
F#,5,185.6400742115028,0.14394988425419758
G#,5,185.6400742115028,0.10815763286859453
A,5,185.6400742115028,0.1556474334434153
A#,5,185.6400742115028,0.22129555383956379
B,5,185.6400742115028,0.4354750270101841
C,6,185.6400742115028,0.2512716315458736
C#,6,185.6400742115028,0.36899494798067217
D,6,185.6400742115028,0.7754996067725064
D#,6,185.6400742115028,0.42310178138026944
D,3,208.84508348794066,0.146539704240162
F#,3,208.84508348794066,0.412471689546289
G,3,208.84508348794066,0.7589476120132942
G#,3,208.84508348794066,0.4141085556393867
F#,4,208.84508348794066,0.16994316462732037
G,4,208.84508348794066,0.33791496497287477
G#,4,208.84508348794066,0.1844836008064271
D,5,208.84508348794066,0.13697425355952603
F#,5,208.84508348794066,0.1285255522246241
G,5,208.84508348794066,0.1092068778512226
A,5,208.84508348794066,0.22960751432182225
A#,5,208.84508348794066,0.319680298422343
B,5,208.84508348794066,0.34270149097926694
C,6,208.84508348794066,0.15649542879928688
C#,6,208.84508348794066,0.4368992310994018
D,6,208.84508348794066,0.8303301425957338
D#,6,208.84508348794066,0.4490226971565526
D,3,232.0500927643785,0.14352084568424384
F#,3,232.0500927643785,0.3336064396630096
G,3,232.0500927643785,0.7035170319456968
G#,3,232.0500927643785,0.40940988030455827
F#,4,232.0500927643785,0.17691381368603942
G,4,232.0500927643785,0.3533404745766888
G#,4,232.0500927643785,0.1986061183897929
C,5,232.0500927643785,0.13729983028714107
F#,5,232.0500927643785,0.12231331387013715
G#,5,232.0500927643785,0.16834330245013174
A,5,232.0500927643785,0.30972446821856925
A#,5,232.0500927643785,0.15728547427582928
B,5,232.0500927643785,0.6350625624870753
C,6,232.0500927643785,0.40846728148190425
C#,6,232.0500927643785,0.4306908723608694
D,6,232.0500927643785,0.8968959070378029
D#,6,232.0500927643785,0.48086429843763623
D,3,255.25510204081635,0.1396780766515848
F#,3,255.25510204081635,0.24738026237977562
G,3,255.25510204081635,0.659432949712668
G#,3,255.25510204081635,0.3996958043344009
F#,4,255.25510204081635,0.17539757282961865
G,4,255.25510204081635,0.36387790441781337
G#,4,255.25510204081635,0.20645525664010975
D,5,255.25510204081635,0.10068408076889841
F#,5,255.25510204081635,0.12115440192580343
G,5,255.25510204081635,0.14976733207422643
G#,5,255.25510204081635,0.141660053421651
A,5,255.25510204081635,0.18621738979227537
A#,5,255.25510204081635,0.4408078069696972
B,5,255.25510204081635,0.7472180920287326
C,6,255.25510204081635,0.45375960510621577
C#,6,255.25510204081635,0.3639961081383675
D,6,255.25510204081635,0.8308340776701051
D#,6,255.25510204081635,0.43580731699492914
D,3,278.46011131725425,0.13457116920071566
F#,3,278.46011131725425,0.3277692962205209
G,3,278.46011131725425,0.6879343908046506
G#,3,278.46011131725425,0.41664290284606836
F#,4,278.46011131725425,0.18263435353573404
G,4,278.46011131725425,0.3490946835855623
G#,4,278.46011131725425,0.18304331227093346
D,5,278.46011131725425,0.1171462659186407
F#,5,278.46011131725425,0.10180000456241255
G,5,278.46011131725425,0.13732950781464437
A,5,278.46011131725425,0.15262744513972934
A#,5,278.46011131725425,0.3228996503345555
B,5,278.46011131725425,0.8719131272537566
C,6,278.46011131725425,0.5503674610703272
C#,6,278.46011131725425,0.40086257838427497
D,6,278.46011131725425,0.7834817119459251
D#,6,278.46011131725425,0.41665725252478464
D,3,301.66512059369205,0.12816535397633655
F#,3,301.66512059369205,0.31464895605734056
G,3,301.66512059369205,0.6897052759523106
G#,3,301.66512059369205,0.3949530126208884
F#,4,301.66512059369205,0.16443836899033465
G,4,301.66512059369205,0.3351721313173628
G#,4,301.66512059369205,0.18492016903282663
C#,5,301.66512059369205,0.11253010695710436
D,5,301.66512059369205,0.16566839574587428
A,5,301.66512059369205,0.19057255762598888
A#,5,301.66512059369205,0.5056797531893236
B,5,301.66512059369205,1.084408219263222
C,6,301.66512059369205,0.6705637463298056
C#,6,301.66512059369205,0.4338592095103565
D,6,301.66512059369205,0.6601380411942934
D#,6,301.66512059369205,0.36190557831865633
D,3,324.8701298701299,0.12158177828101405
F#,3,324.8701298701299,0.3435445917748296
G,3,324.8701298701299,0.6771886192147597
G#,3,324.8701298701299,0.37126239038033854
F#,4,324.8701298701299,0.15355643609123998
G,4,324.8701298701299,0.3145501533487798
G#,4,324.8701298701299,0.1733187000689434
D,5,324.8701298701299,0.15831562573147406
G#,5,324.8701298701299,0.12106743235434808
A,5,324.8701298701299,0.28386012687666656
A#,5,324.8701298701299,0.5124724752975012
B,5,324.8701298701299,1.2989008926540935
C,6,324.8701298701299,0.7923493477986315
C#,6,324.8701298701299,0.4675210432744731
D,6,324.8701298701299,0.7213892799222842
D#,6,324.8701298701299,0.40140130917169015
D,3,348.0751391465677,0.11847930235928292
F#,3,348.0751391465677,0.36343024765748
G,3,348.0751391465677,0.6680720289237884
G#,3,348.0751391465677,0.3361240510144203
F#,4,348.0751391465677,0.15320015230257092
G,4,348.0751391465677,0.30743147865569487
G#,4,348.0751391465677,0.1690417756458855
D,5,348.0751391465677,0.11947816484083827
G#,5,348.0751391465677,0.16297670757141947
A,5,348.0751391465677,0.30557384774386503
A#,5,348.0751391465677,0.6965077119192888
B,5,348.0751391465677,1.267561209028529
C,6,348.0751391465677,0.7436276001959438
C#,6,348.0751391465677,0.3594660114750299
D,6,348.0751391465677,0.7408408707911154
D#,6,348.0751391465677,0.38391537885458676
D,0,371.2801484230056,0.10574710800527383
D,3,371.2801484230056,0.11628256616048097
F#,3,371.2801484230056,0.36238301004639556
G,3,371.2801484230056,0.6545788134259688
G#,3,371.2801484230056,0.33139428458358156
F#,4,371.2801484230056,0.1527848867909618
G,4,371.2801484230056,0.30353409778942153
G#,4,371.2801484230056,0.1608048971287585
D,5,371.2801484230056,0.1263228528723788
G#,5,371.2801484230056,0.12009652937778742
A,5,371.2801484230056,0.26050741279342726
A#,5,371.2801484230056,0.47416414670243456
B,5,371.2801484230056,1.1550652540996413
C,6,371.2801484230056,0.6957537342607423
C#,6,371.2801484230056,0.3181762078567926
D,6,371.2801484230056,0.7717415423883356
D#,6,371.2801484230056,0.39301319518411043
D,0,394.4851576994435,0.1111994627004762
D,3,394.4851576994435,0.1124574506585424
F#,3,394.4851576994435,0.3295102564949524
G,3,394.4851576994435,0.6391963224273917
G#,3,394.4851576994435,0.3372778662548653
F#,4,394.4851576994435,0.15140366410406736
G,4,394.4851576994435,0.30965511543071095
G#,4,394.4851576994435,0.17295062986888696
D,5,394.4851576994435,0.15895339132570818
D#,5,394.4851576994435,0.10042049223171917
A,5,394.4851576994435,0.16905329513848286
A#,5,394.4851576994435,0.5967904107958018
B,5,394.4851576994435,1.0222539135083348
C,6,394.4851576994435,0.5570619379378107
C#,6,394.4851576994435,0.42448415001571516
D,6,394.4851576994435,0.7685164303719982
D#,6,394.4851576994435,0.42723212583297976
D,0,417.6901669758813,0.11543446889789635
D,3,417.6901669758813,0.1066960698458934
F#,3,417.6901669758813,0.31361485658021676
G,3,417.6901669758813,0.6242990578283789
G#,3,417.6901669758813,0.342764754280961
F#,4,417.6901669758813,0.1527676277404402
G,4,417.6901669758813,0.2985820876968158
G#,4,417.6901669758813,0.15990701913175642
D,5,417.6901669758813,0.15046768544246036
A,5,417.6901669758813,0.12008069421320347
A#,5,417.6901669758813,0.3993924915555827
B,5,417.6901669758813,0.9775689205130785
C,6,417.6901669758813,0.5944321793590382
C#,6,417.6901669758813,0.4068443730080064
D,6,417.6901669758813,0.6921802721985031
