octave,note_name,note_time,magnitude
3,G,0.0,0.21457217461851558
3,A,0.0,0.3372150981235991
3,A#,0.0,0.3366040174474255
3,B,0.0,0.10970842558170202
4,G#,0.0,0.18755532625161142
4,A,0.0,0.1428232897905188
5,C#,0.0,0.11069910948145573
5,D,0.0,0.18677053555682369
5,E,0.0,0.2081981162379966
5,F,0.0,0.15772239530937116
6,C#,0.0,0.13134052889402953
3,G,23.219640676783534,0.14590449877364514
3,G#,23.219640676783534,0.37879145685151844
3,A,23.219640676783534,0.4594753029557954
3,A#,23.219640676783534,0.23284521096268232
4,G#,23.219640676783534,0.18402923166790447
4,A,23.219640676783534,0.20378430278486342
5,D#,23.219640676783534,0.2271513024812785
5,E,23.219640676783534,0.3007914397219331
5,F,23.219640676783534,0.10619672956258101
6,C,23.219640676783534,0.12271298606624997
6,C#,23.219640676783534,0.1323135258832006
3,G,46.43928135356707,0.11058834304662339
3,G#,46.43928135356707,0.3745210181672167
3,A,46.43928135356707,0.2097468608933782
3,A#,46.43928135356707,0.18150239495804127
3,B,46.43928135356707,0.12200849839378623
4,G#,46.43928135356707,0.251942105261154
4,A,46.43928135356707,0.31469715378585644
4,A#,46.43928135356707,0.14406043502732263
5,D,46.43928135356707,0.1610972850736741
5,D#,46.43928135356707,0.3349126163051641
5,E,46.43928135356707,0.27694072488370025
3,G,69.65892203035061,0.10865620503186132
3,G#,69.65892203035061,0.41210147591965773
3,A,69.65892203035061,0.37865493117290705
3,A#,69.65892203035061,0.21909045398295512
4,G#,69.65892203035061,0.2562002538328594
4,A,69.65892203035061,0.3099327860309155
4,A#,69.65892203035061,0.11897373471643548
5,D#,69.65892203035061,0.30204411882236953
5,E,69.65892203035061,0.3849455682384316
5,F,69.65892203035061,0.12403457135711159
6,C,69.65892203035061,0.11046732494446787
6,C#,69.65892203035061,0.11646550054145467
3,G,92.87856270713414,0.13645881547428274
3,G#,92.87856270713414,0.5105378350461811
3,A,92.87856270713414,0.49146848295467294
3,A#,92.87856270713414,0.11036148854304935
4,G#,92.87856270713414,0.2299086390533761
4,A,92.87856270713414,0.2572357348783568
5,D,92.87856270713414,0.1268310676082213
5,D#,92.87856270713414,0.37388064243242464
5,E,92.87856270713414,0.4299876004663649
5,F,92.87856270713414,0.15240988841598266
